order_id,warehouse,supplier,product,quantity,order_date,delivery_time
ORD_119,WH_E,Supplier_3,TV,86,2024-01-17,2
ORD_120,WH_B,Supplier_4,Tablet,2,2024-01-02,7
ORD_121,WH_B,Supplier_3,Laptop,45,2024-01-31,1
ORD_122,WH_C,Supplier_1,Tablet,29,2024-01-11,4
ORD_123,WH_C,Supplier_2,TV,88,2024-01-14,1
ORD_124,WH_D,Supplier_1,Laptop,3,2024-01-03,7
ORD_125,WH_B,Supplier_3,Smartphone,93,2024-01-29,4
ORD_126,WH_B,Supplier_5,TV,40,2024-01-03,1
ORD_127,WH_B,Supplier_1,Smartphone,70,2024-01-06,3
ORD_128,WH_C,Supplier_3,TV,72,2024-01-16,5
ORD_129,WH_B,Supplier_4,TV,1,2024-01-19,1
ORD_130,WH_D,Supplier_1,Headphones,52,2024-01-16,4
ORD_131,WH_D,Supplier_4,TV,6,2024-01-11,1
ORD_132,WH_A,Supplier_4,Laptop,63,2024-01-04,3
ORD_133,WH_C,Supplier_1,Headphones,88,2024-01-03,1
ORD_134,WH_A,Supplier_5,Smartphone,85,2024-01-23,7
ORD_135,WH_B,Supplier_5,TV,63,2024-01-07,5
ORD_136,WH_A,Supplier_2,TV,6,2024-01-30,2
ORD_137,WH_E,Supplier_1,Headphones,30,2024-01-24,4
ORD_138,WH_A,Supplier_4,Smartphone,46,2024-01-27,2
ORD_139,WH_E,Supplier_1,Smartphone,51,2024-01-23,6
ORD_140,WH_A,Supplier_5,TV,70,2024-01-18,2
ORD_141,WH_B,Supplier_3,Smartphone,57,2024-01-21,6
ORD_142,WH_B,Supplier_2,Smartphone,37,2024-01-20,2
ORD_143,WH_D,Supplier_2,Smartphone,81,2024-01-29,3
ORD_144,WH_A,Supplier_4,Tablet,26,2024-01-21,2
ORD_145,WH_E,Supplier_5,TV,50,2024-01-16,5
ORD_146,WH_E,Supplier_4,Headphones,40,2024-01-20,1
ORD_147,WH_E,Supplier_4,Tablet,62,2024-01-28,1
ORD_148,WH_D,Supplier_2,Smartphone,12,2024-01-21,1
ORD_149,WH_C,Supplier_5,Smartphone,25,2024-01-15,7
ORD_150,WH_D,Supplier_3,Smartphone,89,2024-01-19,5
ORD_151,WH_D,Supplier_4,Smartphone,63,2024-01-28,7
ORD_152,WH_D,Supplier_5,Headphones,75,2024-01-17,6
ORD_153,WH_E,Supplier_5,Laptop,29,2024-01-17,4
ORD_154,WH_E,Supplier_5,TV,32,2024-01-14,1
ORD_155,WH_C,Supplier_5,TV,54,2024-01-11,4
ORD_156,WH_A,Supplier_1,Laptop,73,2024-01-30,1
ORD_157,WH_E,Supplier_4,Laptop,41,2024-01-04,5
ORD_158,WH_D,Supplier_5,Smartphone,13,2024-01-06,6
ORD_159,WH_E,Supplier_5,Smartphone,58,2024-01-27,7
ORD_160,WH_D,Supplier_5,Smartphone,94,2024-01-09,3
ORD_161,WH_C,Supplier_1,Laptop,39,2024-01-04,4
ORD_162,WH_E,Supplier_3,Smartphone,21,2024-01-16,5
ORD_163,WH_E,Supplier_3,Headphones,34,2024-01-26,4
ORD_164,WH_D,Supplier_2,Tablet,21,2024-01-19,7
ORD_165,WH_D,Supplier_5,Smartphone,81,2024-01-21,7
ORD_166,WH_B,Supplier_4,TV,78,2024-01-07,7
ORD_167,WH_B,Supplier_3,TV,67,2024-01-08,3
ORD_168,WH_A,Supplier_4,Smartphone,65,2024-01-18,4
ORD_169,WH_C,Supplier_2,Laptop,87,2024-01-12,3
ORD_170,WH_D,Supplier_5,TV,10,2024-01-26,4
ORD_171,WH_C,Supplier_4,Smartphone,32,2024-01-17,4
ORD_172,WH_B,Supplier_4,TV,74,2024-01-19,6
ORD_173,WH_D,Supplier_1,Laptop,40,2024-01-11,1
ORD_174,WH_A,Supplier_1,Tablet,12,2024-01-04,6
ORD_175,WH_A,Supplier_5,Smartphone,66,2024-01-01,3
ORD_176,WH_C,Supplier_1,Tablet,8,2024-01-23,4
ORD_177,WH_B,Supplier_3,Tablet,28,2024-01-20,2
ORD_178,WH_C,Supplier_1,Smartphone,21,2024-01-06,7
ORD_179,WH_E,Supplier_5,Tablet,93,2024-01-11,2
ORD_180,WH_D,Supplier_3,Tablet,1,2024-01-29,7
ORD_181,WH_A,Supplier_4,Tablet,21,2024-01-15,4
ORD_182,WH_E,Supplier_1,Tablet,42,2024-01-19,4
ORD_183,WH_D,Supplier_2,Headphones,61,2024-01-22,3
ORD_184,WH_A,Supplier_4,Smartphone,70,2024-01-25,4
ORD_185,WH_A,Supplier_3,Smartphone,49,2024-01-13,7
ORD_186,WH_C,Supplier_2,Headphones,2,2024-01-26,6
ORD_187,WH_D,Supplier_4,Smartphone,61,2024-01-20,7
ORD_188,WH_C,Supplier_5,Headphones,68,2024-01-03,3
ORD_189,WH_B,Supplier_3,Tablet,92,2024-01-29,6
ORD_190,WH_C,Supplier_3,Tablet,8,2024-01-01,4
ORD_191,WH_D,Supplier_4,Headphones,27,2024-01-18,5
ORD_192,WH_A,Supplier_5,Tablet,42,2024-01-24,6
ORD_193,WH_C,Supplier_5,Laptop,25,2024-01-21,4
ORD_194,WH_B,Supplier_5,Tablet,25,2024-01-07,6
ORD_195,WH_C,Supplier_2,Tablet,94,2024-01-16,3
ORD_196,WH_E,Supplier_3,Smartphone,55,2024-01-21,2
ORD_197,WH_D,Supplier_2,Laptop,27,2024-01-08,3
ORD_198,WH_E,Supplier_1,Laptop,56,2024-01-10,5
ORD_199,WH_C,Supplier_1,Tablet,46,2024-01-23,2
ORD_200,WH_B,Supplier_4,Headphones,62,2024-01-14,1
ORD_201,WH_E,Supplier_4,Headphones,35,2024-01-02,6
ORD_202,WH_A,Supplier_5,Headphones,81,2024-01-31,2
ORD_203,WH_D,Supplier_2,TV,69,2024-01-22,7
ORD_204,WH_A,Supplier_1,Tablet,5,2024-01-30,6
ORD_205,WH_B,Supplier_1,Laptop,84,2024-01-14,6
ORD_206,WH_E,Supplier_5,Smartphone,31,2024-01-07,2
ORD_207,WH_B,Supplier_4,TV,84,2024-01-29,6
ORD_208,WH_E,Supplier_4,Laptop,13,2024-01-28,6
ORD_209,WH_A,Supplier_1,TV,34,2024-01-18,6
ORD_210,WH_B,Supplier_4,Laptop,96,2024-01-12,5
ORD_211,WH_E,Supplier_5,Laptop,88,2024-01-01,6
ORD_212,WH_C,Supplier_3,Tablet,3,2024-01-13,2
ORD_213,WH_D,Supplier_2,Headphones,91,2024-01-01,7
ORD_214,WH_E,Supplier_5,Headphones,43,2024-01-25,6
ORD_215,WH_C,Supplier_5,Headphones,48,2024-01-30,4
ORD_216,WH_E,Supplier_2,Laptop,4,2024-01-11,1
ORD_217,WH_D,Supplier_3,Tablet,50,2024-01-30,6
ORD_218,WH_D,Supplier_1,TV,8,2024-01-17,4
ORD_219,WH_C,Supplier_5,Tablet,15,2024-01-25,2
ORD_220,WH_E,Supplier_4,TV,11,2024-01-25,7
ORD_221,WH_C,Supplier_1,Tablet,14,2024-01-12,3
ORD_222,WH_A,Supplier_3,Laptop,6,2024-01-31,7
ORD_223,WH_D,Supplier_5,Headphones,45,2024-01-10,6
ORD_224,WH_C,Supplier_2,Headphones,28,2024-01-22,5
ORD_225,WH_D,Supplier_1,Laptop,42,2024-01-02,5
ORD_226,WH_A,Supplier_4,Smartphone,85,2024-01-28,7
ORD_227,WH_E,Supplier_2,TV,19,2024-01-29,3
ORD_228,WH_D,Supplier_5,TV,19,2024-01-29,5
ORD_229,WH_A,Supplier_1,Headphones,2,2024-01-01,2
ORD_230,WH_A,Supplier_5,Smartphone,8,2024-01-16,1
ORD_231,WH_A,Supplier_4,Laptop,68,2024-01-15,1
ORD_232,WH_C,Supplier_2,TV,83,2024-01-23,1
ORD_233,WH_A,Supplier_2,Tablet,6,2024-01-10,1
ORD_234,WH_B,Supplier_1,Smartphone,25,2024-01-15,3
ORD_235,WH_B,Supplier_2,Tablet,2,2024-01-03,2
ORD_236,WH_C,Supplier_1,Laptop,14,2024-01-23,4
ORD_237,WH_A,Supplier_3,Tablet,12,2024-01-03,7
ORD_238,WH_B,Supplier_3,TV,94,2024-01-14,7
ORD_239,WH_B,Supplier_5,Smartphone,26,2024-01-27,7
ORD_240,WH_B,Supplier_3,Laptop,27,2024-01-04,2
ORD_241,WH_B,Supplier_2,Smartphone,44,2024-01-14,7
ORD_242,WH_E,Supplier_4,Tablet,30,2024-01-19,7
ORD_243,WH_E,Supplier_2,Tablet,88,2024-01-11,4
ORD_244,WH_A,Supplier_1,Smartphone,54,2024-01-25,5
ORD_245,WH_E,Supplier_5,Laptop,37,2024-01-01,6
ORD_246,WH_C,Supplier_3,Laptop,75,2024-01-19,3
ORD_247,WH_E,Supplier_1,Smartphone,73,2024-01-18,1
ORD_248,WH_B,Supplier_5,TV,50,2024-01-01,7
ORD_249,WH_B,Supplier_3,Tablet,78,2024-01-10,1
ORD_250,WH_C,Supplier_2,Headphones,1,2024-01-09,5
ORD_251,WH_D,Supplier_4,Headphones,49,2024-01-16,3
ORD_252,WH_E,Supplier_3,TV,14,2024-01-08,5
ORD_253,WH_D,Supplier_5,Smartphone,47,2024-01-08,5
ORD_254,WH_C,Supplier_1,TV,35,2024-01-24,2
ORD_255,WH_A,Supplier_2,TV,79,2024-01-16,3
ORD_256,WH_B,Supplier_4,Smartphone,9,2024-01-27,4
ORD_257,WH_A,Supplier_5,Laptop,7,2024-01-19,7
ORD_258,WH_B,Supplier_4,Smartphone,56,2024-01-17,3
ORD_259,WH_D,Supplier_4,TV,96,2024-01-26,1
ORD_260,WH_B,Supplier_3,Laptop,13,2024-01-29,5
ORD_261,WH_E,Supplier_1,Tablet,64,2024-01-21,1
ORD_262,WH_E,Supplier_4,Laptop,9,2024-01-29,2
ORD_263,WH_E,Supplier_3,Smartphone,28,2024-01-10,5
ORD_264,WH_B,Supplier_1,Tablet,87,2024-01-07,6
ORD_265,WH_D,Supplier_2,Headphones,37,2024-01-06,4
ORD_266,WH_D,Supplier_3,Laptop,55,2024-01-18,5
ORD_267,WH_A,Supplier_3,TV,58,2024-01-17,2
ORD_268,WH_D,Supplier_4,Smartphone,87,2024-01-05,1
ORD_269,WH_D,Supplier_5,Tablet,94,2024-01-12,5
ORD_270,WH_D,Supplier_2,Tablet,92,2024-01-11,6
ORD_271,WH_B,Supplier_4,Headphones,52,2024-01-11,6
ORD_272,WH_E,Supplier_2,Laptop,89,2024-01-05,7
ORD_273,WH_C,Supplier_4,TV,37,2024-01-23,7
ORD_274,WH_B,Supplier_3,TV,91,2024-01-23,6
ORD_275,WH_B,Supplier_2,Smartphone,80,2024-01-27,6
ORD_276,WH_A,Supplier_3,TV,92,2024-01-06,6
ORD_277,WH_B,Supplier_3,Smartphone,71,2024-01-02,6
ORD_278,WH_E,Supplier_4,Smartphone,99,2024-01-23,7
ORD_279,WH_E,Supplier_1,TV,54,2024-01-29,4
ORD_280,WH_B,Supplier_4,Laptop,88,2024-01-20,2
ORD_281,WH_E,Supplier_3,Laptop,22,2024-01-10,3
ORD_282,WH_E,Supplier_2,Tablet,48,2024-01-06,5
ORD_283,WH_A,Supplier_1,Tablet,63,2024-01-24,4
ORD_284,WH_D,Supplier_4,Tablet,70,2024-01-21,7
ORD_285,WH_B,Supplier_5,Tablet,80,2024-01-08,6
ORD_286,WH_C,Supplier_3,Tablet,25,2024-01-24,6
ORD_287,WH_E,Supplier_2,Tablet,75,2024-01-05,2
ORD_288,WH_E,Supplier_5,Laptop,75,2024-01-03,6
ORD_289,WH_A,Supplier_1,Smartphone,27,2024-01-18,3
ORD_290,WH_D,Supplier_5,Laptop,42,2024-01-16,7
ORD_291,WH_D,Supplier_2,TV,94,2024-01-12,2
ORD_292,WH_C,Supplier_5,Tablet,97,2024-01-19,2
ORD_293,WH_B,Supplier_3,Tablet,48,2024-01-13,6
ORD_294,WH_E,Supplier_3,Tablet,75,2024-01-04,6
ORD_295,WH_D,Supplier_3,Laptop,88,2024-01-01,4
ORD_296,WH_D,Supplier_3,Smartphone,52,2024-01-03,2
ORD_297,WH_D,Supplier_3,Headphones,44,2024-01-07,2
ORD_298,WH_C,Supplier_4,Smartphone,39,2024-01-06,3
ORD_299,WH_D,Supplier_3,Tablet,100,2024-01-12,1
ORD_300,WH_B,Supplier_2,TV,24,2024-01-01,1
ORD_301,WH_B,Supplier_2,Headphones,70,2024-01-19,6
ORD_302,WH_E,Supplier_5,Laptop,44,2024-01-28,2
ORD_303,WH_D,Supplier_3,Laptop,31,2024-01-17,3
ORD_304,WH_C,Supplier_2,Smartphone,39,2024-01-02,4
ORD_305,WH_D,Supplier_1,Tablet,99,2024-01-15,1
ORD_306,WH_B,Supplier_4,Headphones,48,2024-01-29,4
ORD_307,WH_D,Supplier_1,Headphones,22,2024-01-14,7
ORD_308,WH_C,Supplier_1,Laptop,51,2024-01-06,4
ORD_309,WH_A,Supplier_1,Headphones,88,2024-01-23,1
ORD_310,WH_D,Supplier_3,Smartphone,68,2024-01-06,5
ORD_311,WH_C,Supplier_1,TV,99,2024-01-02,1
ORD_312,WH_C,Supplier_1,Tablet,36,2024-01-15,7
ORD_313,WH_A,Supplier_3,Tablet,68,2024-01-26,7
ORD_314,WH_A,Supplier_5,Laptop,94,2024-01-14,3
ORD_315,WH_D,Supplier_2,Smartphone,32,2024-01-20,2
ORD_316,WH_A,Supplier_4,TV,94,2024-01-29,2
ORD_317,WH_B,Supplier_5,Smartphone,65,2024-01-20,4
ORD_318,WH_E,Supplier_4,TV,73,2024-01-13,3
ORD_319,WH_B,Supplier_4,Headphones,9,2024-01-05,7
ORD_320,WH_D,Supplier_5,Headphones,54,2024-01-15,1
ORD_321,WH_A,Supplier_3,TV,46,2024-01-25,3
ORD_322,WH_A,Supplier_5,Smartphone,75,2024-01-04,2
ORD_323,WH_D,Supplier_4,Headphones,41,2024-01-12,5
ORD_324,WH_D,Supplier_5,Headphones,90,2024-01-22,4
ORD_325,WH_B,Supplier_2,TV,5,2024-01-21,1
ORD_326,WH_B,Supplier_3,Laptop,49,2024-01-18,3
ORD_327,WH_C,Supplier_3,Tablet,22,2024-01-29,7
ORD_328,WH_E,Supplier_2,Laptop,83,2024-01-03,2
ORD_329,WH_E,Supplier_1,Headphones,39,2024-01-30,6
ORD_330,WH_B,Supplier_3,Tablet,56,2024-01-17,5
ORD_331,WH_C,Supplier_1,Tablet,18,2024-01-02,2
ORD_332,WH_C,Supplier_5,Laptop,48,2024-01-05,3
ORD_333,WH_A,Supplier_3,Tablet,76,2024-01-03,3
ORD_334,WH_B,Supplier_5,Smartphone,96,2024-01-17,6
ORD_335,WH_C,Supplier_5,Headphones,9,2024-01-09,2
ORD_336,WH_D,Supplier_1,Laptop,84,2024-01-11,4
ORD_337,WH_E,Supplier_1,Headphones,10,2024-01-23,2
ORD_338,WH_C,Supplier_1,Tablet,3,2024-01-15,3
ORD_339,WH_E,Supplier_4,TV,85,2024-01-23,3
ORD_340,WH_A,Supplier_4,Laptop,52,2024-01-24,3
ORD_341,WH_C,Supplier_2,Headphones,34,2024-01-08,3
ORD_342,WH_C,Supplier_3,TV,7,2024-01-07,1
ORD_343,WH_C,Supplier_1,Laptop,47,2024-01-08,7
ORD_344,WH_D,Supplier_1,Tablet,20,2024-01-17,4
ORD_345,WH_B,Supplier_4,Smartphone,62,2024-01-16,1
ORD_346,WH_E,Supplier_3,Headphones,29,2024-01-02,7
ORD_347,WH_E,Supplier_1,Smartphone,92,2024-01-22,7
ORD_348,WH_B,Supplier_5,Tablet,96,2024-01-26,7
ORD_349,WH_E,Supplier_2,TV,12,2024-01-07,1
ORD_350,WH_E,Supplier_3,TV,18,2024-01-15,7
ORD_351,WH_B,Supplier_1,Headphones,11,2024-01-18,7
ORD_352,WH_D,Supplier_2,TV,28,2024-01-22,1
ORD_353,WH_C,Supplier_3,Smartphone,68,2024-01-06,1
ORD_354,WH_B,Supplier_5,Laptop,42,2024-01-10,3
ORD_355,WH_B,Supplier_5,Laptop,99,2024-01-09,7
ORD_356,WH_C,Supplier_1,Laptop,84,2024-01-25,1
ORD_357,WH_B,Supplier_5,TV,30,2024-01-01,7
ORD_358,WH_D,Supplier_5,Laptop,37,2024-01-07,7
ORD_359,WH_C,Supplier_2,Tablet,72,2024-01-26,6
ORD_360,WH_E,Supplier_2,TV,11,2024-01-31,3
ORD_361,WH_D,Supplier_1,Laptop,93,2024-01-30,3
ORD_362,WH_D,Supplier_3,Headphones,74,2024-01-07,3
ORD_363,WH_C,Supplier_2,Smartphone,26,2024-01-27,2
ORD_364,WH_A,Supplier_3,Smartphone,65,2024-01-31,7
ORD_365,WH_B,Supplier_2,Tablet,80,2024-01-19,3
ORD_366,WH_D,Supplier_1,TV,54,2024-01-23,1
ORD_367,WH_B,Supplier_1,Headphones,35,2024-01-01,1
ORD_368,WH_B,Supplier_5,Headphones,39,2024-01-25,1
ORD_369,WH_C,Supplier_5,Laptop,86,2024-01-13,6
ORD_370,WH_E,Supplier_4,Laptop,48,2024-01-25,3
ORD_371,WH_C,Supplier_4,Tablet,20,2024-01-27,6
ORD_372,WH_C,Supplier_1,Laptop,30,2024-01-14,4
ORD_373,WH_B,Supplier_3,Headphones,27,2024-01-24,6
ORD_374,WH_C,Supplier_3,Headphones,50,2024-01-13,7
ORD_375,WH_C,Supplier_5,Laptop,6,2024-01-17,4
ORD_376,WH_D,Supplier_4,Smartphone,99,2024-01-31,4
ORD_377,WH_B,Supplier_5,Headphones,77,2024-01-03,3
ORD_378,WH_A,Supplier_1,Laptop,68,2024-01-22,3
ORD_379,WH_B,Supplier_2,Laptop,50,2024-01-25,4
ORD_380,WH_C,Supplier_4,Smartphone,48,2024-01-13,7
ORD_381,WH_B,Supplier_4,Headphones,4,2024-01-20,2
ORD_382,WH_D,Supplier_4,Tablet,22,2024-01-14,1
ORD_383,WH_B,Supplier_5,Tablet,71,2024-01-01,2
ORD_384,WH_B,Supplier_2,Tablet,82,2024-01-10,2
ORD_385,WH_D,Supplier_3,Headphones,10,2024-01-06,6
ORD_386,WH_D,Supplier_3,TV,41,2024-01-15,4
ORD_387,WH_A,Supplier_2,Laptop,17,2024-01-09,6
ORD_388,WH_B,Supplier_1,Tablet,59,2024-01-02,1
ORD_389,WH_E,Supplier_5,Headphones,58,2024-01-18,4
ORD_390,WH_B,Supplier_5,Headphones,82,2024-01-30,7
ORD_391,WH_D,Supplier_3,Headphones,40,2024-01-16,3
ORD_392,WH_E,Supplier_5,Laptop,32,2024-01-21,1
ORD_393,WH_B,Supplier_1,Headphones,32,2024-01-03,6
ORD_394,WH_D,Supplier_3,Headphones,47,2024-01-09,6
ORD_395,WH_A,Supplier_5,Smartphone,27,2024-01-21,2
ORD_396,WH_D,Supplier_2,Laptop,73,2024-01-05,2
ORD_397,WH_C,Supplier_5,TV,97,2024-01-24,3
ORD_398,WH_B,Supplier_5,Tablet,82,2024-01-03,1
ORD_399,WH_D,Supplier_4,TV,81,2024-01-25,6
ORD_400,WH_B,Supplier_3,Headphones,32,2024-01-19,2
ORD_401,WH_C,Supplier_4,Smartphone,6,2024-01-24,2
ORD_402,WH_A,Supplier_4,Headphones,81,2024-01-12,3
ORD_403,WH_E,Supplier_5,Laptop,65,2024-01-24,1
ORD_404,WH_B,Supplier_1,Tablet,22,2024-01-28,1
ORD_405,WH_B,Supplier_4,Headphones,10,2024-01-01,3
ORD_406,WH_A,Supplier_1,Headphones,60,2024-01-28,2
ORD_407,WH_D,Supplier_4,Tablet,59,2024-01-13,5
ORD_408,WH_A,Supplier_3,Smartphone,7,2024-01-01,6
ORD_409,WH_D,Supplier_2,Tablet,55,2024-01-17,1
ORD_410,WH_E,Supplier_3,Tablet,4,2024-01-12,7
ORD_411,WH_E,Supplier_5,TV,67,2024-01-30,3
ORD_412,WH_E,Supplier_3,Headphones,27,2024-01-31,2
