customer_id,transaction_date,amount,transaction_type,region
650e2311,2024-03-08,2422.9,Deposit,South
b5c200d3,2024-11-03,8478.28,Withdrawal,South
31fd62af,2024-06-07,7581.54,Withdrawal,East
c2d203f1,2024-08-05,1014.57,Withdrawal,West
1952e3e8,2024-09-24,1982.34,Withdrawal,South
0694eb0a,2024-10-10,7178.02,Deposit,West
7692d5a0,2024-03-10,9262.36,Transfer,South
96522c5d,2024-12-30,2843.63,Withdrawal,West
2cffb245,2024-04-17,155.63,Deposit,North
5d9bda53,2024-02-22,462.21,Deposit,West
f8de995b,2024-09-10,9106.11,Transfer,West
ffe3ff42,2024-04-20,4914.89,Transfer,East
7a527dc5,2024-10-17,5237.64,Deposit,South
e3a7722a,2024-12-19,3001.61,Deposit,East
44c6d13d,2024-07-31,3877.19,Withdrawal,East
6560eec5,2024-06-01,549.33,Deposit,West
bbea3ae5,2024-12-23,143.43,Deposit,North
894fcfeb,2024-11-11,4859.86,Transfer,North
c9763379,2024-12-17,2129.2,Deposit,South
52b84cfb,2024-03-13,598.29,Deposit,South
dececb21,2024-11-08,3151.22,Deposit,East
77f3cc1c,2024-12-29,5674.49,Withdrawal,West
140c25cd,2025-01-10,7461.6,Deposit,North
35e2d086,2025-01-13,8773.34,Transfer,South
89293b13,2024-06-10,4280.83,Withdrawal,East
c16e9379,2025-02-03,8999.6,Transfer,East
01b86e25,2024-03-26,5588.34,Withdrawal,North
deb6ee8c,2025-01-19,4970.53,Transfer,East
f51abe1b,2025-01-14,430.45,Transfer,North
611f9f1c,2025-02-04,8812.84,Transfer,West
19bfdbec,2024-12-23,1106.93,Transfer,West
21d364e7,2024-04-13,4208.51,Deposit,East
83f52ccc,2024-04-19,4897.51,Transfer,North
2cfb05ef,2024-03-26,8757.56,Transfer,North
c4c441e9,2025-01-02,1293.58,Withdrawal,South
3b8e6c1b,2024-09-24,3117.2,Deposit,East
3fe40b69,2024-09-19,2374.68,Withdrawal,East
24bffbb7,2024-03-26,5052.3,Transfer,West
a4c93200,2024-08-05,4192.18,Withdrawal,South
9b7cecef,2024-02-11,4823.44,Withdrawal,West
6ebf022a,2024-09-14,6833.28,Transfer,West
01da47be,2024-04-26,2931.46,Withdrawal,East
51170bb7,2024-02-21,516.98,Withdrawal,North
39c2dd0d,2024-11-21,2411.48,Withdrawal,West
bba9e133,2024-03-04,816.81,Transfer,North
acfde674,2024-06-18,2690.41,Deposit,South
12ac8234,2024-04-19,4042.42,Deposit,South
46a44b5e,2024-08-31,2937.9,Deposit,North
1ebe16f1,2024-08-10,8279.65,Transfer,North
540d1362,2024-04-26,3725.3,Transfer,North
164b531e,2024-04-18,4380.28,Withdrawal,West
1a33146d,2024-04-01,6777.27,Transfer,North
79c9e725,2024-03-10,5601.34,Withdrawal,East
82268841,2024-07-31,2968.72,Transfer,North
aa667f0b,2024-03-17,4235.58,Withdrawal,North
aeb51f2b,2024-04-06,1553.71,Withdrawal,South
e37adbe6,2024-12-07,8058.0,Deposit,North
0bf8463a,2024-07-03,3963.43,Transfer,South
01a4fe7e,2024-09-19,2938.5,Deposit,West
a9c3629c,2024-06-10,3864.41,Transfer,West
140e52de,2024-07-08,5944.17,Transfer,East
d2c33c08,2024-12-01,4820.74,Transfer,West
9e35c84a,2024-02-13,9419.48,Transfer,West
c355a83e,2024-07-23,7473.18,Withdrawal,South
f7770fc9,2025-01-02,5356.94,Deposit,South
f7460da5,2024-12-06,6617.48,Deposit,West
1be66b90,2024-05-30,2121.79,Transfer,South
80ea1596,2024-06-20,5735.26,Withdrawal,South
b5b5444f,2024-02-18,2182.41,Deposit,North
e27e5d8a,2024-07-24,9045.5,Transfer,North
6dacdf8a,2024-12-10,8235.59,Withdrawal,South
6e3087b6,2024-11-10,1387.02,Withdrawal,North
cd9cb325,2024-04-27,5877.36,Deposit,West
20591d43,2024-06-03,6837.16,Transfer,South
3caa9a8d,2024-06-25,4980.76,Deposit,East
9ae46583,2024-11-22,6565.74,Deposit,West
aa866ba5,2024-08-23,867.76,Transfer,South
c4c3c8b8,2024-11-05,3027.77,Deposit,West
420c37fe,2024-04-22,7925.19,Deposit,West
2efee1f9,2024-04-06,1941.23,Withdrawal,East
c124f34d,2024-02-10,8669.19,Withdrawal,North
2967f935,2024-07-02,5900.0,Transfer,West
3120ee10,2025-01-22,9812.02,Deposit,West
d012cc74,2024-10-06,3737.98,Deposit,North
9a066017,2024-02-13,3758.37,Transfer,West
61956f6a,2024-04-23,3684.83,Deposit,South
f64a850d,2024-10-01,1284.29,Deposit,North
ea38b7df,2024-12-31,1869.8,Transfer,West
4ac2fac5,2024-08-12,2820.81,Deposit,South
4cd4a25a,2024-10-05,1912.91,Withdrawal,East
e82eb141,2024-08-17,5012.3,Withdrawal,East
743e296c,2024-02-25,3831.01,Deposit,South
af9e4885,2024-03-10,8641.81,Deposit,South
7f9bb471,2025-01-13,4589.07,Deposit,North
73feac38,2024-05-09,1157.05,Transfer,South
f379922c,2024-06-30,4645.06,Withdrawal,East
4a253c24,2024-04-28,3070.03,Transfer,West
2462aa03,2024-03-15,6742.85,Deposit,West
2b399222,2025-01-07,9699.66,Deposit,West
d02dedf5,2024-12-02,1856.47,Withdrawal,North
a80cac13,2024-07-14,6512.76,Deposit,West
3d678b60,2024-10-18,2363.96,Withdrawal,East
f4227cbc,2024-05-02,4372.78,Transfer,West
f4bda5b3,2024-10-25,3540.56,Deposit,East
eca11da4,2024-06-15,3923.86,Withdrawal,North
4802739c,2024-12-20,1245.12,Deposit,South
17e121a4,2024-09-12,9978.64,Withdrawal,West
f82d80e9,2025-01-30,8075.57,Deposit,North
2ae4a74e,2024-03-02,8261.91,Transfer,South
baf9a822,2024-05-25,6355.12,Deposit,East
0bf8463a,2024-02-24,8326.02,Transfer,West
9631a138,2024-09-13,4254.12,Deposit,South
7399f554,2024-04-19,6584.85,Withdrawal,North
df7f1213,2025-01-25,2043.61,Deposit,South
8977438e,2024-08-25,5372.15,Transfer,North
d46c3a21,2024-10-01,9815.67,Transfer,West
aaf5afa6,2024-08-29,9755.03,Withdrawal,South
ca65582e,2024-12-11,2376.97,Withdrawal,East
281c1bdc,2024-03-21,3732.52,Transfer,East
3a22d298,2024-03-03,6844.35,Transfer,North
f8f6ca7b,2024-04-15,6615.76,Deposit,East
833724f6,2024-07-28,4165.44,Deposit,West
db887b90,2024-05-01,3297.38,Deposit,West
9d1f79b7,2024-08-31,6718.16,Transfer,West
3899c41f,2024-06-05,9745.54,Transfer,South
489dd412,2024-10-18,4663.25,Withdrawal,West
a6e4369f,2024-09-09,5103.79,Withdrawal,East
2e2097b8,2024-04-22,3650.33,Withdrawal,North
aa730c8e,2024-12-13,2404.03,Transfer,East
1b2894b6,2024-04-23,6961.83,Deposit,North
3f60687d,2024-10-11,9279.73,Transfer,North
ba47ed81,2024-06-07,1719.11,Withdrawal,South
439e8442,2024-05-11,4071.77,Withdrawal,South
93c2e446,2024-12-11,2749.59,Transfer,North
f5c4e116,2024-12-01,1297.18,Deposit,West
b3bc79f3,2024-07-31,6082.95,Deposit,East
d5fb3c94,2025-02-02,3167.46,Withdrawal,East
dd9be8dd,2024-08-25,3228.13,Deposit,East
20dcb24d,2025-02-06,3689.4,Transfer,West
a15c73bc,2024-05-13,1541.56,Withdrawal,East
b1c19cb7,2024-12-13,541.65,Deposit,North
4e9469e7,2024-07-14,7185.33,Deposit,West
890211dc,2024-10-04,5567.33,Deposit,South
e6d3991f,2024-08-27,8346.63,Deposit,North
95366cc4,2024-09-12,1313.12,Deposit,West
d5da27dd,2024-12-16,2466.29,Withdrawal,West
215ecae8,2024-05-22,2636.48,Deposit,South
68ed85aa,2024-03-27,7473.27,Withdrawal,North
0ba4397f,2024-09-28,7979.77,Withdrawal,North
d54ebbb8,2024-05-10,8852.76,Withdrawal,South
f80f6094,2024-12-17,717.48,Withdrawal,East
74c1a2b2,2024-04-30,7418.26,Transfer,East
0dbaa235,2024-02-17,1448.49,Transfer,East
ed1af179,2024-09-02,342.88,Transfer,South
ef8fee05,2024-08-16,9806.55,Transfer,North
7986e1ce,2024-03-12,7965.92,Transfer,West
ecdbba22,2024-04-26,9521.73,Withdrawal,East
dea04256,2024-06-21,114.84,Transfer,South
0db0ba4a,2024-04-14,4233.37,Transfer,East
bd7f122b,2024-09-14,5836.17,Withdrawal,South
80d3c543,2024-11-26,7273.05,Deposit,South
d34514da,2024-04-08,8935.62,Deposit,West
2484e262,2024-08-02,6052.33,Transfer,East
c04341d2,2024-11-01,7418.35,Withdrawal,West
9e5777e9,2024-06-07,3810.48,Withdrawal,South
f890b572,2024-10-12,7246.68,Withdrawal,South
25ed8ae8,2024-06-14,5192.56,Deposit,South
0b3b4470,2024-03-30,5994.36,Transfer,North
b5378ba2,2024-08-27,5516.94,Transfer,East
97300e29,2024-10-19,1632.0,Transfer,East
420d9cb6,2024-03-27,8001.77,Withdrawal,West
e7489afe,2024-09-28,1134.78,Transfer,East
f81ae2f7,2024-08-25,9168.8,Deposit,West
8db0d480,2024-04-13,5328.17,Transfer,East
3cc6d942,2024-02-10,2981.15,Transfer,North
ab066682,2024-07-17,4323.69,Deposit,North
2f59963d,2025-01-24,2462.75,Transfer,East
ce5cfe88,2024-05-09,487.08,Transfer,East
59c016e4,2024-07-15,1309.3,Transfer,West
0aeaa51c,2024-03-27,5640.26,Withdrawal,South
15bd886a,2024-10-28,495.22,Withdrawal,West
12ac8234,2024-12-27,988.97,Transfer,South
50e1e3af,2024-11-07,8159.53,Transfer,South
6d5c744c,2024-10-09,6719.54,Transfer,East
5b12a46c,2024-04-27,8659.19,Transfer,North
c7999b7f,2025-01-30,1930.42,Withdrawal,South
72c077d6,2024-11-28,4673.66,Deposit,South
9503f3b5,2024-08-27,2811.53,Deposit,South
26909976,2024-06-12,3655.21,Deposit,West
e59225e2,2024-10-21,5131.5,Withdrawal,North
35b6fbdf,2024-02-19,8640.37,Withdrawal,East
e59ba8f3,2024-10-11,3263.59,Transfer,West
ba721a5e,2025-01-18,3939.58,Deposit,East
4caf6ae4,2024-03-04,3707.6,Withdrawal,West
ecde6ee3,2024-08-22,8886.86,Withdrawal,South
c40aae03,2024-11-22,9235.92,Withdrawal,West
00efb363,2024-08-20,296.86,Withdrawal,North
8901bf0a,2024-07-18,2863.99,Deposit,West
ae90a12d,2024-07-25,2443.32,Transfer,South
6484ec61,2024-12-22,4305.7,Withdrawal,West
c60d59c6,2024-04-02,9219.62,Transfer,East
86aa432d,2024-11-26,7937.83,Transfer,West
391d2c1a,2024-02-29,6607.62,Transfer,South
4abadc76,2024-11-13,2481.93,Transfer,North
a2b73a1a,2024-03-16,3533.33,Deposit,South
1b56bcb6,2024-04-15,796.78,Withdrawal,West
d4f11754,2024-07-27,8979.67,Transfer,West
1ccc04ce,2024-09-01,6368.2,Transfer,North
a8f9f1ab,2025-01-14,4366.88,Deposit,North
13686d49,2024-03-31,1188.39,Withdrawal,East
4cafe7b5,2024-02-27,2223.91,Transfer,West
96e2b314,2024-04-05,1841.61,Withdrawal,South
9d2ce151,2024-08-17,7603.54,Deposit,East
eb738cd9,2024-12-09,1627.56,Withdrawal,North
4cd7e367,2025-01-22,9775.12,Transfer,South
fa83c9d9,2024-08-06,5620.54,Deposit,East
216b5a00,2024-06-14,9599.57,Transfer,North
81f19beb,2024-12-06,3113.04,Withdrawal,South
9d9760de,2024-03-24,7771.43,Deposit,North
f8e02f9d,2024-09-27,8302.59,Withdrawal,West
0a340539,2025-02-05,6869.45,Withdrawal,West
77f3cc1c,2024-12-28,8171.61,Deposit,North
71d1c6cf,2024-05-14,1730.67,Deposit,West
1b54c733,2025-01-24,2955.73,Withdrawal,South
43c724f8,2024-06-23,6114.13,Deposit,North
3089cfcf,2024-11-05,8000.79,Withdrawal,South
ba75f7e1,2024-08-01,3352.68,Deposit,East
b1eea7af,2024-05-18,9585.12,Withdrawal,East
80c39515,2024-11-03,6880.28,Deposit,West
8906f2c6,2024-02-22,8119.62,Deposit,East
f64377d0,2024-10-03,8520.65,Withdrawal,South
df584387,2024-12-12,1966.1,Deposit,North
c4f99b33,2024-02-23,6575.84,Deposit,South
92715418,2024-05-14,6848.34,Transfer,West
ef299ea6,2024-08-01,9633.87,Transfer,East
e445975a,2024-10-22,2058.3,Withdrawal,North
1d3f2e86,2024-11-10,8859.14,Withdrawal,West
98c9efa3,2024-08-09,7923.17,Deposit,West
f2194b30,2024-11-26,7796.27,Deposit,East
4d59a08c,2024-10-11,2758.15,Transfer,West
ba40e735,2024-05-13,2790.54,Deposit,East
5b065fd4,2024-03-05,2655.88,Withdrawal,South
ebfb6274,2024-05-04,5534.99,Withdrawal,North
432204ff,2024-07-03,1152.81,Deposit,West
b94877f3,2024-06-24,1325.47,Withdrawal,South
17dfe91d,2024-08-22,3508.95,Transfer,East
b2d9560d,2024-07-22,2887.2,Transfer,South
3c8023bf,2024-03-07,982.16,Deposit,South
63622dde,2024-11-28,5248.23,Deposit,West
43fa1005,2024-05-12,8340.58,Withdrawal,West
88d5481b,2024-09-01,4001.85,Transfer,South
