account_id,account_type,balance,customer_name
ACC_288,Savings,12438.3,Customer_288
ACC_289,Savings,45584.7,Customer_289
ACC_290,Business,20623.67,Customer_290
ACC_291,Savings,35923.94,Customer_291
ACC_292,Savings,9500.53,Customer_292
ACC_293,Checking,35051.49,Customer_293
ACC_294,Business,41473.91,Customer_294
ACC_295,Business,1080.55,Customer_295
ACC_296,Business,23994.31,Customer_296
ACC_297,Checking,30448.89,Customer_297
ACC_298,Checking,47439.85,Customer_298
ACC_299,Business,2778.65,Customer_299
ACC_300,Business,30697.19,Customer_300
ACC_301,Checking,33718.8,Customer_301
ACC_302,Checking,26292.4,Customer_302
ACC_303,Savings,9001.87,Customer_303
ACC_304,Business,31572.5,Customer_304
ACC_305,Savings,40783.48,Customer_305
ACC_306,Business,14520.65,Customer_306
ACC_307,Business,10021.43,Customer_307
ACC_308,Savings,18282.5,Customer_308
ACC_309,Savings,16122.46,Customer_309
ACC_310,Checking,36420.53,Customer_310
ACC_311,Savings,42304.94,Customer_311
ACC_312,Savings,45258.71,Customer_312
ACC_313,Business,40880.13,Customer_313
ACC_314,Business,4812.03,Customer_314
ACC_315,Business,35460.24,Customer_315
ACC_316,Checking,38058.64,Customer_316
ACC_317,Savings,24693.06,Customer_317
ACC_318,Savings,1100.96,Customer_318
ACC_319,Checking,38014.69,Customer_319
ACC_320,Savings,7981.88,Customer_320
ACC_321,Savings,15967.08,Customer_321
ACC_322,Savings,14316.18,Customer_322
ACC_323,Business,41399.9,Customer_323
ACC_324,Savings,46338.29,Customer_324
ACC_325,Checking,14516.87,Customer_325
ACC_326,Savings,23503.1,Customer_326
ACC_327,Business,41596.54,Customer_327
ACC_328,Business,40854.78,Customer_328
ACC_329,Checking,48023.27,Customer_329
ACC_330,Checking,35934.42,Customer_330
ACC_331,Savings,25598.24,Customer_331
ACC_332,Savings,35329.35,Customer_332
ACC_333,Business,44818.96,Customer_333
ACC_334,Savings,33363.41,Customer_334
ACC_335,Business,25496.49,Customer_335
ACC_336,Business,17672.81,Customer_336
ACC_337,Savings,44909.0,Customer_337
ACC_338,Business,13143.8,Customer_338
ACC_339,Checking,10262.2,Customer_339
ACC_340,Checking,26391.17,Customer_340
ACC_341,Checking,11354.15,Customer_341
ACC_342,Savings,12563.61,Customer_342
ACC_343,Checking,23027.12,Customer_343
ACC_344,Business,5611.44,Customer_344
ACC_345,Business,22994.43,Customer_345
ACC_346,Savings,13083.1,Customer_346
ACC_347,Checking,14994.57,Customer_347
ACC_348,Business,9698.86,Customer_348
ACC_349,Savings,38917.56,Customer_349
ACC_350,Checking,28270.4,Customer_350
ACC_351,Checking,4799.16,Customer_351
ACC_352,Savings,20104.5,Customer_352
ACC_353,Savings,33046.65,Customer_353
ACC_354,Checking,37587.05,Customer_354
ACC_355,Checking,46487.44,Customer_355
ACC_356,Checking,9613.14,Customer_356
ACC_357,Business,36716.89,Customer_357
ACC_358,Checking,5074.83,Customer_358
ACC_359,Checking,9560.4,Customer_359
ACC_360,Savings,36801.03,Customer_360
ACC_361,Business,12176.97,Customer_361
ACC_362,Business,17726.81,Customer_362
ACC_363,Checking,16226.06,Customer_363
ACC_364,Business,3292.3,Customer_364
ACC_365,Checking,3089.55,Customer_365
ACC_366,Checking,45150.83,Customer_366
ACC_367,Checking,11159.49,Customer_367
ACC_368,Checking,1609.67,Customer_368
ACC_369,Checking,49532.17,Customer_369
ACC_370,Savings,4968.43,Customer_370
ACC_371,Savings,40614.46,Customer_371
ACC_372,Checking,20687.25,Customer_372
ACC_373,Savings,41627.58,Customer_373
ACC_374,Business,43226.62,Customer_374
ACC_375,Savings,30583.24,Customer_375
ACC_376,Savings,18643.95,Customer_376
ACC_377,Checking,42721.01,Customer_377
ACC_378,Checking,27173.61,Customer_378
ACC_379,Savings,3047.29,Customer_379
ACC_380,Business,32415.96,Customer_380
ACC_381,Checking,1737.03,Customer_381
ACC_382,Business,49442.92,Customer_382
ACC_383,Checking,31209.46,Customer_383
ACC_384,Savings,24545.47,Customer_384
ACC_385,Business,16547.52,Customer_385
ACC_386,Business,4450.89,Customer_386
ACC_387,Savings,42681.65,Customer_387
ACC_388,Checking,45823.15,Customer_388
ACC_389,Checking,40190.96,Customer_389
ACC_390,Business,3054.91,Customer_390
ACC_391,Checking,31930.87,Customer_391
ACC_392,Savings,38083.31,Customer_392
ACC_393,Business,2935.82,Customer_393
ACC_394,Checking,31997.08,Customer_394
ACC_395,Business,43349.23,Customer_395
ACC_396,Business,2865.67,Customer_396
ACC_397,Business,47290.07,Customer_397
ACC_398,Savings,12052.5,Customer_398
ACC_399,Checking,37621.75,Customer_399
ACC_400,Savings,47510.24,Customer_400
ACC_401,Checking,8160.64,Customer_401
ACC_402,Savings,10446.42,Customer_402
ACC_403,Savings,14321.0,Customer_403
ACC_404,Business,45246.43,Customer_404
ACC_405,Checking,46188.95,Customer_405
ACC_406,Checking,10681.43,Customer_406
ACC_407,Business,11171.12,Customer_407
ACC_408,Savings,16770.08,Customer_408
ACC_409,Business,21000.27,Customer_409
ACC_410,Checking,9390.7,Customer_410
ACC_411,Checking,19881.45,Customer_411
ACC_412,Savings,28172.71,Customer_412
ACC_413,Checking,20679.16,Customer_413
ACC_414,Savings,18206.98,Customer_414
ACC_415,Business,31459.17,Customer_415
ACC_416,Savings,23918.21,Customer_416
ACC_417,Checking,18755.28,Customer_417
ACC_418,Business,6652.23,Customer_418
ACC_419,Savings,49848.8,Customer_419
ACC_420,Savings,49405.36,Customer_420
ACC_421,Checking,23828.93,Customer_421
ACC_422,Savings,38667.69,Customer_422
ACC_423,Savings,33576.14,Customer_423
ACC_424,Business,43497.44,Customer_424
ACC_425,Checking,25109.78,Customer_425
ACC_426,Business,15313.27,Customer_426
ACC_427,Business,9322.69,Customer_427
ACC_428,Savings,15453.09,Customer_428
ACC_429,Business,29547.26,Customer_429
ACC_430,Savings,39403.52,Customer_430
ACC_431,Checking,36247.75,Customer_431
ACC_432,Savings,28869.04,Customer_432
ACC_433,Business,19067.71,Customer_433
ACC_434,Savings,20652.91,Customer_434
ACC_435,Checking,44701.56,Customer_435
ACC_436,Checking,2875.46,Customer_436
ACC_437,Business,23751.21,Customer_437
ACC_438,Savings,34791.41,Customer_438
ACC_439,Checking,47868.94,Customer_439
ACC_440,Checking,32325.41,Customer_440
ACC_441,Checking,42989.69,Customer_441
ACC_442,Checking,11623.41,Customer_442
ACC_443,Savings,17317.36,Customer_443
ACC_444,Checking,38135.06,Customer_444
ACC_445,Business,7868.05,Customer_445
ACC_446,Savings,16437.89,Customer_446
ACC_447,Business,31885.71,Customer_447
ACC_448,Checking,49360.81,Customer_448
ACC_449,Checking,4963.8,Customer_449
ACC_450,Savings,35197.93,Customer_450
ACC_451,Checking,8978.66,Customer_451
ACC_452,Business,20708.8,Customer_452
ACC_453,Savings,25807.03,Customer_453
ACC_454,Savings,8344.01,Customer_454
ACC_455,Business,7077.15,Customer_455
ACC_456,Checking,36059.51,Customer_456
ACC_457,Business,48937.97,Customer_457
ACC_458,Checking,29870.57,Customer_458
ACC_459,Checking,31326.88,Customer_459
ACC_460,Savings,47358.89,Customer_460
ACC_461,Business,27907.2,Customer_461
ACC_462,Business,35809.12,Customer_462
ACC_463,Savings,21943.0,Customer_463
ACC_464,Savings,36802.47,Customer_464
ACC_465,Savings,39511.2,Customer_465
ACC_466,Checking,27944.28,Customer_466
ACC_467,Business,5700.81,Customer_467
ACC_468,Business,29419.86,Customer_468
ACC_469,Savings,40298.44,Customer_469
ACC_470,Checking,22305.41,Customer_470
ACC_471,Checking,37072.34,Customer_471
ACC_472,Savings,14100.25,Customer_472
ACC_473,Business,21938.11,Customer_473
ACC_474,Business,25969.17,Customer_474
ACC_475,Business,3541.41,Customer_475
ACC_476,Business,17647.42,Customer_476
ACC_477,Business,44845.25,Customer_477
ACC_478,Savings,26833.97,Customer_478
ACC_479,Savings,3249.95,Customer_479
ACC_480,Checking,19227.31,Customer_480
ACC_481,Savings,20286.57,Customer_481
ACC_482,Savings,16002.27,Customer_482
ACC_483,Savings,30933.21,Customer_483
ACC_484,Business,18259.2,Customer_484
ACC_485,Checking,25135.79,Customer_485
ACC_486,Checking,3663.23,Customer_486
ACC_487,Checking,15820.35,Customer_487
ACC_488,Checking,48877.88,Customer_488
ACC_489,Checking,4378.64,Customer_489
ACC_490,Checking,33047.43,Customer_490
ACC_491,Savings,33341.96,Customer_491
ACC_492,Savings,2224.03,Customer_492
ACC_493,Savings,24074.29,Customer_493
ACC_494,Business,1630.93,Customer_494
ACC_495,Business,3936.79,Customer_495
ACC_496,Checking,42229.01,Customer_496
ACC_497,Checking,37561.15,Customer_497
ACC_498,Business,27802.99,Customer_498
ACC_499,Checking,3707.36,Customer_499
ACC_500,Savings,33861.49,Customer_500
ACC_501,Business,42779.21,Customer_501
ACC_502,Business,2941.36,Customer_502
ACC_503,Checking,23781.88,Customer_503
ACC_504,Savings,46634.75,Customer_504
ACC_505,Savings,15200.13,Customer_505
ACC_506,Savings,48757.6,Customer_506
ACC_507,Business,45694.29,Customer_507
ACC_508,Business,39215.57,Customer_508
ACC_509,Business,23752.07,Customer_509
ACC_510,Business,41520.98,Customer_510
ACC_511,Savings,15692.59,Customer_511
ACC_512,Checking,30235.08,Customer_512
ACC_513,Business,40894.82,Customer_513
ACC_514,Savings,32882.24,Customer_514
ACC_515,Business,16254.37,Customer_515
ACC_516,Business,20828.18,Customer_516
ACC_517,Checking,8255.89,Customer_517
ACC_518,Business,24563.71,Customer_518
ACC_519,Checking,14406.78,Customer_519
ACC_520,Business,33826.59,Customer_520
ACC_521,Checking,31534.84,Customer_521
ACC_522,Business,45743.07,Customer_522
ACC_523,Savings,21267.29,Customer_523
ACC_524,Savings,9265.07,Customer_524
ACC_525,Business,23328.54,Customer_525
ACC_526,Checking,19494.1,Customer_526
ACC_527,Business,1017.91,Customer_527
ACC_528,Savings,40500.41,Customer_528
ACC_529,Business,29982.59,Customer_529
ACC_530,Business,12055.11,Customer_530
ACC_531,Savings,41397.3,Customer_531
ACC_532,Savings,21392.7,Customer_532
ACC_533,Checking,30275.03,Customer_533
ACC_534,Savings,6472.0,Customer_534
ACC_535,Savings,13234.35,Customer_535
ACC_536,Checking,22192.06,Customer_536
ACC_537,Business,3300.3,Customer_537
ACC_538,Business,13375.14,Customer_538
ACC_539,Savings,29189.17,Customer_539
ACC_540,Business,15130.15,Customer_540
ACC_541,Checking,17439.94,Customer_541
ACC_542,Business,6670.98,Customer_542
ACC_543,Business,22216.31,Customer_543
ACC_544,Checking,43796.14,Customer_544
ACC_545,Business,30220.44,Customer_545
ACC_546,Checking,41479.24,Customer_546
ACC_547,Checking,42763.85,Customer_547
ACC_548,Savings,39508.89,Customer_548
ACC_549,Business,13720.82,Customer_549
ACC_550,Business,32994.14,Customer_550
ACC_551,Checking,7968.56,Customer_551
ACC_552,Checking,48568.35,Customer_552
ACC_553,Business,41225.3,Customer_553
ACC_554,Savings,9634.51,Customer_554
ACC_555,Savings,38860.02,Customer_555
ACC_556,Business,38826.74,Customer_556
ACC_557,Savings,26952.83,Customer_557
ACC_558,Checking,19411.61,Customer_558
ACC_559,Business,23957.24,Customer_559
ACC_560,Checking,17888.73,Customer_560
ACC_561,Business,39688.6,Customer_561
ACC_562,Business,24350.53,Customer_562
ACC_563,Checking,42760.25,Customer_563
ACC_564,Checking,20133.72,Customer_564
ACC_565,Checking,28890.59,Customer_565
ACC_566,Savings,19302.24,Customer_566
ACC_567,Savings,18146.28,Customer_567
ACC_568,Checking,8989.49,Customer_568
ACC_569,Savings,46842.17,Customer_569
ACC_570,Business,6420.08,Customer_570
ACC_571,Checking,24932.63,Customer_571
ACC_572,Savings,45023.18,Customer_572
ACC_573,Checking,16665.71,Customer_573
ACC_574,Business,11680.97,Customer_574
ACC_575,Checking,47842.38,Customer_575
ACC_576,Checking,19171.98,Customer_576
ACC_577,Savings,28575.82,Customer_577
ACC_578,Checking,46057.24,Customer_578
ACC_579,Checking,31038.58,Customer_579
ACC_580,Savings,44674.54,Customer_580
ACC_581,Business,8000.84,Customer_581
ACC_582,Checking,32069.93,Customer_582
ACC_583,Checking,48426.7,Customer_583
ACC_584,Business,43070.05,Customer_584
ACC_585,Business,32573.48,Customer_585
ACC_586,Savings,6766.95,Customer_586
ACC_587,Savings,41321.16,Customer_587
ACC_588,Business,11903.61,Customer_588
ACC_589,Checking,39113.21,Customer_589
ACC_590,Business,14261.68,Customer_590
ACC_591,Checking,39669.11,Customer_591
ACC_592,Business,25464.91,Customer_592
ACC_593,Business,31695.26,Customer_593
ACC_594,Savings,32717.02,Customer_594
ACC_595,Business,45909.28,Customer_595
ACC_596,Checking,38788.5,Customer_596
ACC_597,Checking,27646.6,Customer_597
ACC_598,Checking,42679.44,Customer_598
ACC_599,Business,9897.98,Customer_599
ACC_600,Business,17775.59,Customer_600
ACC_601,Savings,32943.37,Customer_601
ACC_602,Business,40871.94,Customer_602
ACC_603,Checking,30954.44,Customer_603
ACC_604,Savings,30647.5,Customer_604
ACC_605,Checking,44541.73,Customer_605
ACC_606,Savings,19012.65,Customer_606
ACC_607,Checking,38704.11,Customer_607
ACC_608,Checking,14681.56,Customer_608
ACC_609,Checking,39986.46,Customer_609
ACC_610,Savings,2989.1,Customer_610
ACC_611,Checking,11274.61,Customer_611
ACC_612,Savings,3569.99,Customer_612
ACC_613,Checking,47106.3,Customer_613
ACC_614,Checking,9801.78,Customer_614
ACC_615,Savings,43373.91,Customer_615
ACC_616,Checking,22389.35,Customer_616
ACC_617,Checking,25238.08,Customer_617
ACC_618,Savings,43876.71,Customer_618
ACC_619,Savings,35733.58,Customer_619
ACC_620,Savings,44756.43,Customer_620
ACC_621,Business,5174.79,Customer_621
ACC_622,Business,13076.41,Customer_622
ACC_623,Checking,37953.48,Customer_623
ACC_624,Business,8089.89,Customer_624
ACC_625,Savings,49756.39,Customer_625
ACC_626,Checking,41298.9,Customer_626
ACC_627,Savings,29090.89,Customer_627
ACC_628,Business,3848.54,Customer_628
ACC_629,Checking,5281.11,Customer_629
ACC_630,Checking,16704.64,Customer_630
ACC_631,Checking,1428.11,Customer_631
ACC_632,Checking,29113.34,Customer_632
ACC_633,Business,29781.53,Customer_633
ACC_634,Checking,40970.11,Customer_634
ACC_635,Business,18253.13,Customer_635
ACC_636,Checking,35413.9,Customer_636
ACC_637,Savings,43210.32,Customer_637
ACC_638,Savings,25935.65,Customer_638
ACC_639,Savings,38427.56,Customer_639
ACC_640,Business,25699.3,Customer_640
ACC_641,Savings,5580.95,Customer_641
ACC_642,Savings,36195.68,Customer_642
ACC_643,Checking,4046.43,Customer_643
ACC_644,Business,46289.68,Customer_644
ACC_645,Business,22219.81,Customer_645
ACC_646,Checking,27117.3,Customer_646
ACC_647,Business,32921.47,Customer_647
ACC_648,Savings,3223.07,Customer_648
ACC_649,Checking,10452.17,Customer_649
ACC_650,Savings,21889.7,Customer_650
ACC_651,Business,20821.68,Customer_651
ACC_652,Checking,1726.29,Customer_652
ACC_653,Savings,48074.86,Customer_653
ACC_654,Savings,26275.21,Customer_654
ACC_655,Checking,12696.28,Customer_655
ACC_656,Checking,49539.36,Customer_656
ACC_657,Business,15629.87,Customer_657
ACC_658,Savings,18131.48,Customer_658
ACC_659,Savings,7257.85,Customer_659
ACC_660,Savings,34503.04,Customer_660
ACC_661,Savings,16613.84,Customer_661
ACC_662,Checking,45657.93,Customer_662
ACC_663,Business,10717.79,Customer_663
ACC_664,Savings,24999.56,Customer_664
ACC_665,Savings,9704.7,Customer_665
ACC_666,Business,47928.95,Customer_666
ACC_667,Savings,47882.07,Customer_667
ACC_668,Savings,49526.48,Customer_668
ACC_669,Savings,43433.3,Customer_669
ACC_670,Checking,18235.34,Customer_670
ACC_671,Checking,30874.65,Customer_671
ACC_672,Checking,41884.97,Customer_672
ACC_673,Savings,7121.97,Customer_673
ACC_674,Savings,37739.4,Customer_674
ACC_675,Business,39804.77,Customer_675
