loan_id,customer_id,loan_amount,interest_rate,loan_term,loan_status
LOAN_38,CUST_8250,244480.8,5.98,36,Pending
LOAN_39,CUST_3261,402492.59,4.39,12,Approved
LOAN_40,CUST_8315,150294.99,9.8,48,Pending
LOAN_41,CUST_2309,235617.21,9.19,60,Pending
LOAN_42,CUST_206,77430.54,5.93,36,Rejected
LOAN_43,CUST_3068,419409.47,4.77,36,Pending
LOAN_44,CUST_4610,378729.94,5.73,48,Rejected
LOAN_45,CUST_7383,121719.36,7.34,48,Rejected
LOAN_46,CUST_180,413813.85,10.31,48,Pending
LOAN_47,CUST_2257,497678.98,4.75,36,Pending
LOAN_48,CUST_6932,492146.42,9.81,12,Approved
LOAN_49,CUST_5433,83524.46,10.35,12,Approved
LOAN_50,CUST_8506,487649.88,3.8,24,Rejected
LOAN_51,CUST_4548,374042.1,8.26,24,Pending
LOAN_52,CUST_1956,321734.55,9.01,60,Rejected
LOAN_53,CUST_5433,328400.94,3.51,12,Rejected
LOAN_54,CUST_9234,420715.44,7.92,48,Rejected
LOAN_55,CUST_9032,246208.05,3.41,48,Pending
LOAN_56,CUST_7555,407706.45,3.55,36,Approved
LOAN_57,CUST_3106,464398.2,6.05,36,Rejected
LOAN_58,CUST_8889,389802.15,5.1,24,Approved
LOAN_59,CUST_7636,212095.77,8.38,60,Pending
LOAN_60,CUST_392,440515.58,3.73,12,Approved
LOAN_61,CUST_1153,315726.37,9.09,60,Approved
LOAN_62,CUST_1668,110620.6,3.68,12,Approved
LOAN_63,CUST_1374,463915.35,4.65,36,Approved
LOAN_64,CUST_7335,136954.34,6.92,48,Approved
LOAN_65,CUST_5447,375719.23,9.24,36,Rejected
LOAN_66,CUST_4385,345236.25,2.91,24,Pending
LOAN_67,CUST_6684,425821.02,9.99,12,Approved
LOAN_68,CUST_8939,91735.84,4.75,60,Pending
LOAN_69,CUST_9855,124493.59,6.86,60,Rejected
LOAN_70,CUST_1497,8265.18,5.71,60,Rejected
LOAN_71,CUST_2455,249792.55,2.97,24,Pending
LOAN_72,CUST_1041,378946.05,3.36,36,Approved
LOAN_73,CUST_5026,95032.69,4.93,48,Approved
LOAN_74,CUST_9372,458704.15,8.91,60,Approved
LOAN_75,CUST_2333,347774.65,8.06,60,Rejected
LOAN_76,CUST_5131,327764.39,3.31,24,Rejected
LOAN_77,CUST_3746,116381.71,4.43,36,Rejected
LOAN_78,CUST_8987,352865.57,4.16,60,Approved
LOAN_79,CUST_7217,415859.11,7.6,36,Approved
LOAN_80,CUST_5812,94234.16,5.97,48,Rejected
LOAN_81,CUST_622,271897.12,10.4,36,Pending
LOAN_82,CUST_8965,261830.95,7.79,60,Pending
LOAN_83,CUST_5373,366098.73,6.68,36,Pending
LOAN_84,CUST_909,471978.49,4.05,24,Approved
LOAN_85,CUST_5290,62447.8,7.48,60,Approved
LOAN_86,CUST_7101,134627.06,8.58,48,Approved
LOAN_87,CUST_5040,161181.01,6.24,36,Approved
LOAN_88,CUST_9046,169044.51,7.3,36,Approved
LOAN_89,CUST_1197,14234.93,6.79,48,Rejected
LOAN_90,CUST_3586,45816.17,5.85,48,Rejected
LOAN_91,CUST_2923,367783.9,6.12,48,Rejected
LOAN_92,CUST_9352,273323.61,2.66,48,Rejected
LOAN_93,CUST_3755,233656.93,8.91,24,Rejected
LOAN_94,CUST_304,450164.12,4.13,60,Approved
LOAN_95,CUST_3417,20285.96,2.78,24,Rejected
LOAN_96,CUST_7308,317882.07,2.79,48,Approved
LOAN_97,CUST_6210,462943.55,6.9,60,Pending
LOAN_98,CUST_984,250434.11,7.69,48,Pending
LOAN_99,CUST_4086,265581.9,10.49,24,Pending
LOAN_100,CUST_5159,167117.73,5.48,48,Rejected
LOAN_101,CUST_7892,272622.6,7.7,48,Rejected
LOAN_102,CUST_8266,345179.0,9.05,60,Pending
LOAN_103,CUST_2039,151552.3,2.5,48,Rejected
LOAN_104,CUST_9909,225441.62,5.13,24,Rejected
LOAN_105,CUST_3134,445805.4,8.23,60,Pending
LOAN_106,CUST_5188,60728.52,4.13,48,Pending
LOAN_107,CUST_8346,361058.07,3.83,48,Approved
LOAN_108,CUST_112,208265.12,9.2,36,Approved
LOAN_109,CUST_1794,327560.72,10.17,36,Rejected
LOAN_110,CUST_1431,429652.27,5.98,60,Approved
LOAN_111,CUST_4933,429789.51,4.68,60,Rejected
LOAN_112,CUST_9164,480334.27,4.23,60,Rejected
LOAN_113,CUST_6453,328561.43,8.89,24,Approved
LOAN_114,CUST_6355,353765.33,4.06,60,Rejected
LOAN_115,CUST_3334,126108.68,2.8,12,Approved
LOAN_116,CUST_1537,133824.82,10.15,24,Approved
LOAN_117,CUST_3518,209143.23,5.61,60,Rejected
LOAN_118,CUST_2070,467185.73,5.45,36,Pending
LOAN_119,CUST_9351,199787.88,9.08,12,Rejected
LOAN_120,CUST_7545,480288.41,3.74,60,Approved
LOAN_121,CUST_2749,200072.79,6.72,24,Pending
LOAN_122,CUST_6106,373925.98,10.22,24,Approved
LOAN_123,CUST_6907,16817.23,7.63,12,Pending
LOAN_124,CUST_3205,46420.83,3.11,36,Approved
LOAN_125,CUST_6010,37161.23,9.33,60,Rejected
LOAN_126,CUST_6557,249156.88,4.0,48,Rejected
LOAN_127,CUST_5254,196655.89,4.76,24,Approved
LOAN_128,CUST_2906,294948.65,5.98,24,Pending
LOAN_129,CUST_377,439805.68,3.21,36,Pending
LOAN_130,CUST_4517,472701.63,6.63,24,Rejected
LOAN_131,CUST_8153,437517.1,8.34,48,Pending
LOAN_132,CUST_4173,297377.74,6.27,24,Pending
LOAN_133,CUST_9756,234032.97,5.37,12,Approved
LOAN_134,CUST_2843,497207.51,10.33,36,Rejected
LOAN_135,CUST_1879,354412.78,9.38,12,Rejected
LOAN_136,CUST_1974,370252.97,6.7,12,Pending
LOAN_137,CUST_5899,329976.86,5.9,12,Pending
LOAN_138,CUST_8955,232682.7,2.69,60,Rejected
LOAN_139,CUST_590,305479.69,4.02,60,Rejected
LOAN_140,CUST_4502,497916.6,9.71,48,Approved
LOAN_141,CUST_9527,182103.5,7.81,36,Pending
LOAN_142,CUST_7539,252557.55,4.34,48,Pending
LOAN_143,CUST_4872,358003.02,4.74,36,Pending
LOAN_144,CUST_3385,214333.01,6.87,12,Rejected
LOAN_145,CUST_9792,244780.6,7.58,48,Rejected
LOAN_146,CUST_2635,153439.26,9.94,60,Pending
LOAN_147,CUST_6713,135763.64,8.09,24,Approved
LOAN_148,CUST_8906,468683.78,7.95,12,Pending
LOAN_149,CUST_5042,234760.12,3.17,60,Pending
LOAN_150,CUST_9277,82173.69,6.3,24,Pending
LOAN_151,CUST_9842,170712.37,6.0,12,Approved
LOAN_152,CUST_392,12309.58,4.0,36,Approved
LOAN_153,CUST_3925,287392.21,3.31,36,Approved
LOAN_154,CUST_8769,486985.3,10.37,48,Pending
LOAN_155,CUST_2201,254915.37,5.65,60,Approved
LOAN_156,CUST_7956,124759.44,6.0,12,Pending
LOAN_157,CUST_2850,115036.04,3.62,48,Approved
LOAN_158,CUST_8900,482050.61,9.5,48,Rejected
LOAN_159,CUST_1746,266999.95,9.65,24,Pending
LOAN_160,CUST_9261,165051.62,8.26,36,Approved
LOAN_161,CUST_5514,384088.96,3.22,12,Pending
LOAN_162,CUST_5944,416617.34,4.45,60,Approved
LOAN_163,CUST_3200,161343.51,5.88,24,Rejected
LOAN_164,CUST_110,224919.99,10.01,12,Rejected
LOAN_165,CUST_4457,448311.45,3.05,60,Rejected
LOAN_166,CUST_1491,193837.6,9.36,12,Approved
LOAN_167,CUST_1462,374472.91,6.13,60,Pending
LOAN_168,CUST_8430,372313.82,4.4,36,Approved
LOAN_169,CUST_8650,419386.46,6.44,48,Approved
LOAN_170,CUST_8983,238576.37,5.61,36,Approved
LOAN_171,CUST_8191,385248.77,5.5,12,Approved
LOAN_172,CUST_9861,368908.34,6.12,36,Rejected
LOAN_173,CUST_3489,341919.18,9.07,24,Pending
LOAN_174,CUST_4428,369513.58,4.48,36,Approved
LOAN_175,CUST_9549,288487.91,10.33,36,Rejected
LOAN_176,CUST_1852,99518.67,9.49,12,Approved
LOAN_177,CUST_8088,123669.22,4.7,24,Pending
LOAN_178,CUST_6299,130240.63,4.69,60,Approved
LOAN_179,CUST_1449,232143.38,7.7,12,Rejected
LOAN_180,CUST_3062,240332.49,9.9,36,Approved
LOAN_181,CUST_4730,180657.0,4.37,48,Pending
LOAN_182,CUST_7647,295462.58,3.95,36,Rejected
LOAN_183,CUST_3645,68657.63,8.91,48,Approved
LOAN_184,CUST_4987,298080.82,10.33,48,Pending
LOAN_185,CUST_1771,157589.4,3.6,24,Approved
LOAN_186,CUST_2322,234759.09,10.12,48,Rejected
LOAN_187,CUST_3501,410218.59,6.07,36,Rejected
LOAN_188,CUST_2182,25514.33,6.13,60,Approved
LOAN_189,CUST_7882,409848.62,4.92,36,Pending
LOAN_190,CUST_8040,382811.74,4.0,36,Approved
LOAN_191,CUST_5710,28869.06,3.32,48,Pending
LOAN_192,CUST_9086,231398.94,8.89,60,Approved
LOAN_193,CUST_4888,248761.11,3.27,12,Approved
LOAN_194,CUST_611,166447.3,7.51,24,Rejected
LOAN_195,CUST_6699,283527.2,3.43,36,Pending
LOAN_196,CUST_9061,369825.65,3.76,48,Approved
LOAN_197,CUST_4335,210734.67,3.11,12,Rejected
LOAN_198,CUST_8818,119423.35,7.33,60,Approved
LOAN_199,CUST_632,392350.82,4.37,48,Pending
LOAN_200,CUST_2618,201783.61,8.94,24,Rejected
LOAN_201,CUST_7530,373918.4,9.29,48,Approved
LOAN_202,CUST_9270,389263.39,4.58,60,Rejected
LOAN_203,CUST_8393,134635.59,3.84,48,Rejected
LOAN_204,CUST_5753,343635.59,5.45,60,Pending
LOAN_205,CUST_5169,322855.94,8.61,48,Pending
LOAN_206,CUST_6709,182900.58,8.12,36,Rejected
LOAN_207,CUST_8897,301067.98,4.0,48,Rejected
LOAN_208,CUST_7573,329535.68,4.11,24,Pending
LOAN_209,CUST_5643,5098.69,9.37,24,Approved
LOAN_210,CUST_3673,346518.01,7.53,48,Approved
LOAN_211,CUST_7261,493454.97,5.48,12,Approved
LOAN_212,CUST_8914,263746.88,3.2,12,Approved
LOAN_213,CUST_1061,62913.57,9.87,60,Pending
LOAN_214,CUST_7655,177019.41,9.83,36,Pending
LOAN_215,CUST_800,295154.89,4.38,36,Rejected
LOAN_216,CUST_6243,190237.68,8.5,60,Approved
LOAN_217,CUST_6435,111189.68,5.27,48,Pending
LOAN_218,CUST_6157,91185.84,6.88,12,Pending
LOAN_219,CUST_1474,497365.75,9.53,36,Rejected
LOAN_220,CUST_8536,58418.82,3.74,12,Approved
LOAN_221,CUST_9288,420970.69,6.16,24,Approved
LOAN_222,CUST_2759,139848.25,9.2,60,Approved
LOAN_223,CUST_1299,154745.54,6.0,48,Rejected
LOAN_224,CUST_7349,323054.96,3.6,24,Pending
LOAN_225,CUST_9923,220443.85,4.5,48,Pending
LOAN_226,CUST_7135,267823.5,6.68,60,Pending
LOAN_227,CUST_128,360793.68,4.12,60,Pending
LOAN_228,CUST_6792,394748.12,10.47,48,Rejected
LOAN_229,CUST_1674,52750.41,10.44,12,Rejected
LOAN_230,CUST_4961,43388.24,3.8,24,Rejected
LOAN_231,CUST_8265,153313.7,7.73,60,Pending
LOAN_232,CUST_9739,323640.68,8.54,36,Pending
LOAN_233,CUST_508,467264.17,7.47,48,Rejected
LOAN_234,CUST_207,346770.59,2.79,48,Rejected
LOAN_235,CUST_2246,217711.36,2.63,48,Pending
LOAN_236,CUST_3365,404714.22,4.16,24,Pending
LOAN_237,CUST_236,75710.65,4.77,24,Rejected
LOAN_238,CUST_3156,288623.85,6.73,48,Rejected
LOAN_239,CUST_721,311702.92,4.56,60,Pending
LOAN_240,CUST_7164,227799.43,10.47,48,Pending
LOAN_241,CUST_3522,138296.38,8.87,12,Approved
LOAN_242,CUST_3941,244428.03,5.47,60,Approved
LOAN_243,CUST_650,184984.24,5.41,12,Pending
LOAN_244,CUST_7094,104349.82,5.37,24,Rejected
LOAN_245,CUST_5847,355042.03,5.4,12,Rejected
LOAN_246,CUST_506,297500.14,7.59,24,Approved
LOAN_247,CUST_5266,463435.57,3.7,60,Approved
LOAN_248,CUST_2985,486307.16,2.74,36,Rejected
LOAN_249,CUST_7649,278363.79,6.77,12,Approved
LOAN_250,CUST_295,359397.26,7.09,60,Pending
LOAN_251,CUST_4409,97348.89,2.98,60,Approved
LOAN_252,CUST_5598,132201.58,3.15,24,Rejected
LOAN_253,CUST_849,14268.53,4.45,36,Pending
LOAN_254,CUST_1706,37323.98,4.94,60,Pending
LOAN_255,CUST_7744,108059.85,6.28,24,Approved
LOAN_256,CUST_8125,424869.61,10.01,36,Pending
LOAN_257,CUST_203,183883.21,7.9,24,Approved
LOAN_258,CUST_3341,48389.75,4.68,36,Approved
LOAN_259,CUST_2609,213188.63,10.04,36,Pending
LOAN_260,CUST_3140,59501.56,7.57,48,Rejected
LOAN_261,CUST_5649,120415.78,9.81,36,Rejected
LOAN_262,CUST_7035,348586.51,8.66,24,Approved
LOAN_263,CUST_6970,313666.38,9.13,60,Pending
LOAN_264,CUST_145,50099.2,9.58,60,Pending
LOAN_265,CUST_5339,184724.43,7.55,48,Rejected
LOAN_266,CUST_9137,428258.64,3.83,60,Rejected
LOAN_267,CUST_2009,487659.63,8.04,48,Approved
LOAN_268,CUST_1238,325340.87,7.84,24,Rejected
LOAN_269,CUST_3452,147668.66,9.56,48,Rejected
LOAN_270,CUST_4205,8751.38,2.91,12,Rejected
LOAN_271,CUST_4310,384384.96,6.27,24,Approved
LOAN_272,CUST_6853,145157.26,8.89,60,Rejected
LOAN_273,CUST_7296,120565.73,5.6,48,Pending
LOAN_274,CUST_7603,228888.14,3.56,12,Pending
LOAN_275,CUST_2031,180874.01,7.51,60,Approved
LOAN_276,CUST_2530,86149.84,3.15,36,Approved
LOAN_277,CUST_4929,473183.1,8.31,12,Rejected
LOAN_278,CUST_8830,477354.82,9.37,60,Pending
LOAN_279,CUST_1370,17851.3,2.78,24,Pending
LOAN_280,CUST_7558,215518.95,10.35,48,Pending
LOAN_281,CUST_4669,413096.73,8.56,36,Pending
LOAN_282,CUST_9704,442936.48,8.68,24,Approved
LOAN_283,CUST_7377,498819.37,10.45,48,Approved
LOAN_284,CUST_105,123068.54,6.51,12,Approved
LOAN_285,CUST_2854,476815.27,4.09,36,Pending
LOAN_286,CUST_1607,61412.84,4.63,36,Rejected
LOAN_287,CUST_4689,200653.71,2.5,48,Rejected
LOAN_288,CUST_8845,50439.3,8.12,12,Rejected
LOAN_289,CUST_323,134609.34,3.53,12,Rejected
LOAN_290,CUST_3297,17666.03,5.09,24,Pending
LOAN_291,CUST_9111,21502.2,8.7,60,Pending
LOAN_292,CUST_7598,101521.37,7.63,36,Pending
LOAN_293,CUST_5343,79628.51,5.43,24,Rejected
LOAN_294,CUST_1887,43958.89,3.65,12,Rejected
LOAN_295,CUST_7438,156776.5,4.35,48,Approved
LOAN_296,CUST_1080,352008.36,3.2,48,Pending
LOAN_297,CUST_9008,480701.16,7.62,24,Rejected
LOAN_298,CUST_9426,419977.85,3.26,12,Pending
LOAN_299,CUST_6396,300347.73,2.89,36,Approved
LOAN_300,CUST_7458,44771.53,3.5,24,Pending
LOAN_301,CUST_8833,390485.71,4.71,12,Rejected
LOAN_302,CUST_7009,31552.84,6.75,36,Approved
LOAN_303,CUST_5433,209029.1,9.65,24,Rejected
LOAN_304,CUST_3778,413052.91,2.79,24,Rejected
LOAN_305,CUST_1427,348033.56,3.33,24,Approved
LOAN_306,CUST_6094,487335.05,8.8,24,Pending
LOAN_307,CUST_8429,389425.23,3.67,48,Pending
LOAN_308,CUST_5599,105759.95,8.21,60,Approved
LOAN_309,CUST_998,372934.78,5.18,12,Approved
LOAN_310,CUST_2319,100018.25,8.91,12,Rejected
LOAN_311,CUST_5024,172458.37,3.14,60,Approved
LOAN_312,CUST_4959,100028.44,10.42,60,Approved
LOAN_313,CUST_5304,294322.86,6.65,60,Pending
LOAN_314,CUST_3280,363104.87,5.72,48,Approved
LOAN_315,CUST_8652,351738.75,7.34,60,Approved
LOAN_316,CUST_9247,131434.04,3.85,48,Rejected
LOAN_317,CUST_5054,264954.71,8.26,48,Rejected
LOAN_318,CUST_8213,355116.36,10.08,60,Approved
LOAN_319,CUST_6809,192952.43,5.84,12,Approved
LOAN_320,CUST_7272,329082.99,6.64,60,Approved
LOAN_321,CUST_2619,207849.03,8.08,24,Approved
LOAN_322,CUST_1428,417061.66,5.39,48,Pending
LOAN_323,CUST_4007,185880.57,8.22,12,Pending
LOAN_324,CUST_5150,176356.48,7.59,24,Pending
LOAN_325,CUST_6317,203961.52,9.31,48,Approved
LOAN_326,CUST_5025,175564.68,5.24,24,Rejected
LOAN_327,CUST_8998,108176.68,8.96,24,Pending
LOAN_328,CUST_6177,370306.84,6.3,60,Approved
LOAN_329,CUST_4919,113317.72,7.53,48,Approved
LOAN_330,CUST_2895,39123.04,3.56,36,Pending
LOAN_331,CUST_2430,19548.37,3.37,24,Pending
LOAN_332,CUST_2474,147417.3,5.99,12,Approved
LOAN_333,CUST_9703,466396.97,4.75,60,Rejected
LOAN_334,CUST_7055,33138.72,5.34,60,Pending
LOAN_335,CUST_8427,104246.79,10.09,36,Pending
LOAN_336,CUST_6321,97593.53,10.01,60,Rejected
LOAN_337,CUST_9502,128167.84,9.26,36,Pending
LOAN_338,CUST_6031,465222.38,9.19,36,Approved
LOAN_339,CUST_9538,210282.08,8.55,48,Approved
LOAN_340,CUST_9371,359858.77,4.98,24,Pending
LOAN_341,CUST_1023,156531.45,8.25,60,Approved
LOAN_342,CUST_7161,192913.89,4.3,36,Pending
LOAN_343,CUST_1743,455811.67,6.73,48,Pending
LOAN_344,CUST_6233,16339.85,8.36,48,Approved
LOAN_345,CUST_3957,341664.99,5.0,12,Approved
LOAN_346,CUST_1987,126756.36,9.43,60,Pending
LOAN_347,CUST_7797,467023.56,10.41,24,Approved
LOAN_348,CUST_2854,39521.16,10.14,24,Approved
LOAN_349,CUST_9491,286541.76,7.68,12,Rejected
LOAN_350,CUST_15,293851.16,8.99,60,Rejected
LOAN_351,CUST_2515,317085.32,6.09,24,Approved
LOAN_352,CUST_8897,16868.36,10.46,24,Approved
LOAN_353,CUST_3835,427296.46,7.21,60,Pending
LOAN_354,CUST_8247,187827.02,9.72,36,Pending
LOAN_355,CUST_7352,458992.11,6.11,12,Rejected
LOAN_356,CUST_6295,43339.49,3.39,36,Pending
LOAN_357,CUST_9592,184783.93,3.69,12,Pending
LOAN_358,CUST_2353,262736.19,7.68,36,Pending
LOAN_359,CUST_167,260018.85,9.57,36,Rejected
LOAN_360,CUST_8765,26958.11,3.42,48,Rejected
LOAN_361,CUST_3216,61272.81,7.06,60,Rejected
LOAN_362,CUST_1426,403085.67,5.78,48,Rejected
LOAN_363,CUST_8712,324493.89,2.61,24,Rejected
LOAN_364,CUST_5667,313591.09,10.04,48,Rejected
LOAN_365,CUST_8337,191222.69,6.27,36,Approved
LOAN_366,CUST_8923,65215.44,7.89,36,Approved
LOAN_367,CUST_5126,471459.71,9.19,48,Rejected
LOAN_368,CUST_9943,327947.23,6.76,24,Approved
LOAN_369,CUST_5400,277473.44,5.55,36,Pending
LOAN_370,CUST_996,243758.79,5.65,60,Rejected
LOAN_371,CUST_4616,436216.02,7.66,36,Rejected
LOAN_372,CUST_7457,417879.27,3.99,60,Rejected
LOAN_373,CUST_5544,63639.62,6.46,24,Pending
LOAN_374,CUST_9129,8282.97,5.3,60,Pending
LOAN_375,CUST_9485,210651.89,8.61,60,Rejected
LOAN_376,CUST_4044,422062.59,9.16,24,Pending
LOAN_377,CUST_8511,227616.92,5.52,48,Rejected
LOAN_378,CUST_5022,320741.33,3.69,12,Pending
LOAN_379,CUST_5453,412044.06,6.71,48,Approved
LOAN_380,CUST_674,92203.24,5.3,60,Approved
LOAN_381,CUST_2371,116920.45,9.37,24,Rejected
LOAN_382,CUST_5266,126243.75,9.75,36,Rejected
LOAN_383,CUST_8977,287624.16,6.83,24,Rejected
LOAN_384,CUST_5073,5230.37,2.69,12,Pending
LOAN_385,CUST_9657,471378.77,3.45,36,Pending
LOAN_386,CUST_7012,149128.94,9.53,60,Rejected
LOAN_387,CUST_6414,293553.87,9.88,12,Approved
LOAN_388,CUST_9945,294307.87,9.72,60,Rejected
LOAN_389,CUST_779,360040.4,7.86,36,Rejected
LOAN_390,CUST_4400,161751.86,8.7,48,Approved
LOAN_391,CUST_4294,287021.24,3.78,36,Pending
LOAN_392,CUST_1225,247093.21,2.73,12,Pending
LOAN_393,CUST_9594,257473.93,4.09,12,Approved
LOAN_394,CUST_2991,43794.45,9.74,12,Rejected
LOAN_395,CUST_4050,318224.2,5.36,48,Pending
LOAN_396,CUST_6320,413413.94,2.81,60,Pending
LOAN_397,CUST_2549,18574.71,3.91,24,Approved
LOAN_398,CUST_2824,99560.51,2.93,48,Approved
LOAN_399,CUST_8657,197817.12,9.9,48,Rejected
LOAN_400,CUST_7414,365666.35,10.49,12,Rejected
LOAN_401,CUST_5088,420037.81,5.61,12,Approved
LOAN_402,CUST_1844,219292.97,9.07,24,Pending
LOAN_403,CUST_2757,13223.11,9.31,60,Pending
LOAN_404,CUST_5821,94938.96,9.39,60,Pending
LOAN_405,CUST_632,67857.7,10.42,36,Pending
LOAN_406,CUST_4351,143853.87,8.29,48,Pending
LOAN_407,CUST_4361,341696.95,7.11,48,Rejected
LOAN_408,CUST_1536,254046.12,8.67,36,Approved
LOAN_409,CUST_6519,166623.9,7.11,12,Rejected
LOAN_410,CUST_1386,130415.83,5.31,12,Rejected
LOAN_411,CUST_98,133056.1,8.51,48,Rejected
LOAN_412,CUST_474,365208.32,7.07,12,Approved
LOAN_413,CUST_1167,400979.02,8.41,48,Rejected
LOAN_414,CUST_6876,291197.66,7.74,48,Approved
LOAN_415,CUST_8941,369203.73,5.01,12,Pending
LOAN_416,CUST_6876,364153.01,5.65,36,Pending
LOAN_417,CUST_8557,31687.87,2.68,48,Pending
LOAN_418,CUST_1427,161290.64,5.69,36,Approved
LOAN_419,CUST_9820,301005.11,9.03,60,Approved
LOAN_420,CUST_12,304879.07,6.35,24,Rejected
LOAN_421,CUST_1114,436328.97,7.88,24,Approved
LOAN_422,CUST_3938,454164.19,9.37,48,Pending
LOAN_423,CUST_5228,27165.18,5.03,48,Pending
LOAN_424,CUST_4303,184946.23,9.71,24,Pending
LOAN_425,CUST_6315,249167.05,9.02,12,Approved
LOAN_426,CUST_8105,463793.93,7.74,36,Approved
LOAN_427,CUST_3219,51433.67,2.59,12,Pending
LOAN_428,CUST_5260,450099.52,5.56,12,Approved
LOAN_429,CUST_2648,93364.43,5.72,24,Approved
LOAN_430,CUST_297,97941.0,7.13,24,Approved
LOAN_431,CUST_9510,184832.97,7.15,12,Rejected
LOAN_432,CUST_7745,149526.26,2.72,12,Rejected
LOAN_433,CUST_5850,108071.42,6.49,24,Pending
LOAN_434,CUST_6811,11098.84,9.76,24,Rejected
LOAN_435,CUST_8934,21669.18,2.55,36,Approved
LOAN_436,CUST_6366,172431.29,7.55,48,Approved
LOAN_437,CUST_7861,426821.31,10.07,24,Pending
LOAN_438,CUST_4899,148971.63,2.71,60,Rejected
LOAN_439,CUST_2201,91473.6,5.87,36,Approved
LOAN_440,CUST_3341,376925.04,9.27,60,Rejected
LOAN_441,CUST_4206,197793.29,8.71,60,Rejected
LOAN_442,CUST_9863,197941.89,8.07,36,Pending
LOAN_443,CUST_2911,66930.29,7.67,60,Approved
LOAN_444,CUST_6971,342603.76,7.81,24,Pending
LOAN_445,CUST_5498,427625.99,5.94,48,Pending
LOAN_446,CUST_557,9595.32,7.09,48,Approved
LOAN_447,CUST_8874,141712.2,10.2,60,Rejected
LOAN_448,CUST_3386,221379.59,4.88,48,Pending
LOAN_449,CUST_9259,424424.54,9.55,48,Approved
LOAN_450,CUST_4408,14870.26,9.97,36,Pending
LOAN_451,CUST_6214,471456.48,3.97,12,Approved
LOAN_452,CUST_2987,340028.96,3.18,24,Rejected
LOAN_453,CUST_6364,23041.88,6.37,12,Pending
LOAN_454,CUST_9740,43674.53,4.3,60,Pending
LOAN_455,CUST_8018,171301.29,5.23,24,Pending
LOAN_456,CUST_1876,382220.62,3.59,48,Approved
LOAN_457,CUST_454,47549.32,9.64,60,Approved
LOAN_458,CUST_9446,259251.67,7.68,48,Pending
LOAN_459,CUST_6082,464458.85,7.86,48,Pending
LOAN_460,CUST_721,163430.97,7.89,24,Rejected
LOAN_461,CUST_9414,170068.83,2.65,12,Pending
LOAN_462,CUST_3018,218098.0,8.35,48,Approved
LOAN_463,CUST_2620,192323.09,9.28,60,Approved
LOAN_464,CUST_3201,353711.51,8.96,12,Approved
LOAN_465,CUST_7171,51188.62,9.21,60,Rejected
LOAN_466,CUST_6119,220011.4,3.16,48,Approved
LOAN_467,CUST_8958,255260.48,2.52,36,Rejected
LOAN_468,CUST_8432,373036.13,3.39,60,Rejected
LOAN_469,CUST_6313,341414.52,8.78,24,Approved
LOAN_470,CUST_3607,362323.74,4.93,36,Rejected
LOAN_471,CUST_4053,187524.85,6.59,60,Rejected
LOAN_472,CUST_8868,351280.08,9.09,24,Approved
LOAN_473,CUST_5168,280556.61,9.32,12,Approved
LOAN_474,CUST_7238,297276.01,5.33,48,Pending
LOAN_475,CUST_2538,117363.25,4.74,36,Rejected
LOAN_476,CUST_6103,408365.76,6.9,36,Approved
