ClientID,Name,RiskProfile
152,Client_152,High
153,Client_153,Low
154,Client_154,Medium
155,Client_155,Medium
156,Client_156,Medium
157,Client_157,High
158,Client_158,Medium
159,Client_159,Low
160,Client_160,Medium
161,Client_161,Low
162,Client_162,High
163,Client_163,Low
164,Client_164,High
165,Client_165,Low
166,Client_166,Low
167,Client_167,Medium
168,Client_168,High
169,Client_169,High
170,Client_170,Medium
171,Client_171,High
172,Client_172,Medium
173,Client_173,Medium
174,Client_174,High
175,Client_175,Low
176,Client_176,Low
177,Client_177,High
178,Client_178,Low
179,Client_179,Medium
180,Client_180,Low
181,Client_181,Low
182,Client_182,High
183,Client_183,Low
184,Client_184,Medium
185,Client_185,Medium
186,Client_186,High
187,Client_187,Low
188,Client_188,Medium
189,Client_189,High
190,Client_190,Medium
191,Client_191,Low
192,Client_192,Medium
193,Client_193,Low
194,Client_194,Medium
195,Client_195,High
196,Client_196,Medium
197,Client_197,Medium
198,Client_198,Medium
199,Client_199,Medium
200,Client_200,Medium
201,Client_201,High
202,Client_202,Medium
203,Client_203,Low
204,Client_204,High
205,Client_205,Medium
206,Client_206,Medium
207,Client_207,Low
208,Client_208,Medium
209,Client_209,Medium
210,Client_210,Medium
211,Client_211,Low
212,Client_212,Low
213,Client_213,Medium
214,Client_214,High
215,Client_215,High
216,Client_216,Low
217,Client_217,Low
218,Client_218,High
219,Client_219,Medium
220,Client_220,Medium
221,Client_221,Medium
222,Client_222,Medium
223,Client_223,Medium
224,Client_224,Low
225,Client_225,Low
226,Client_226,Medium
227,Client_227,Low
228,Client_228,High
229,Client_229,Medium
230,Client_230,Low
231,Client_231,Low
232,Client_232,Medium
233,Client_233,Low
234,Client_234,Medium
235,Client_235,High
236,Client_236,High
237,Client_237,Medium
238,Client_238,High
239,Client_239,Medium
240,Client_240,Medium
241,Client_241,Medium
242,Client_242,Low
243,Client_243,High
244,Client_244,Low
245,Client_245,Low
246,Client_246,Medium
247,Client_247,High
248,Client_248,Low
249,Client_249,Medium
250,Client_250,Medium
251,Client_251,Low
252,Client_252,Low
253,Client_253,Low
254,Client_254,Medium
255,Client_255,Medium
256,Client_256,Medium
257,Client_257,High
258,Client_258,High
259,Client_259,Medium
260,Client_260,High
261,Client_261,Low
262,Client_262,Medium
263,Client_263,High
264,Client_264,Low
265,Client_265,High
266,Client_266,High
267,Client_267,Low
268,Client_268,Low
269,Client_269,Medium
270,Client_270,High
271,Client_271,High
272,Client_272,Low
273,Client_273,High
274,Client_274,Medium
275,Client_275,Low
276,Client_276,Medium
277,Client_277,Medium
278,Client_278,Medium
279,Client_279,High
280,Client_280,High
281,Client_281,High
282,Client_282,High
283,Client_283,Low
284,Client_284,Medium
285,Client_285,Low
286,Client_286,High
287,Client_287,High
288,Client_288,High
289,Client_289,High
290,Client_290,High
291,Client_291,High
292,Client_292,Medium
293,Client_293,Medium
294,Client_294,Medium
295,Client_295,High
296,Client_296,Medium
297,Client_297,High
298,Client_298,Medium
299,Client_299,Medium
300,Client_300,Low
301,Client_301,Medium
302,Client_302,Low
303,Client_303,Low
304,Client_304,Low
305,Client_305,Medium
306,Client_306,Medium
307,Client_307,High
308,Client_308,Low
309,Client_309,Medium
310,Client_310,High
311,Client_311,Medium
312,Client_312,High
313,Client_313,High
314,Client_314,Low
315,Client_315,Medium
316,Client_316,High
317,Client_317,Low
318,Client_318,Medium
319,Client_319,Medium
320,Client_320,Low
321,Client_321,Medium
322,Client_322,High
323,Client_323,Low
324,Client_324,Low
325,Client_325,Low
326,Client_326,High
327,Client_327,High
328,Client_328,Low
329,Client_329,Low
330,Client_330,Low
331,Client_331,Low
332,Client_332,Medium
333,Client_333,Low
334,Client_334,Medium
335,Client_335,Low
336,Client_336,Low
337,Client_337,Low
338,Client_338,Medium
339,Client_339,High
340,Client_340,Low
341,Client_341,Medium
342,Client_342,Medium
343,Client_343,Medium
344,Client_344,Medium
345,Client_345,Medium
346,Client_346,Medium
347,Client_347,Medium
348,Client_348,High
349,Client_349,High
350,Client_350,Low
351,Client_351,Low
352,Client_352,High
353,Client_353,Medium
354,Client_354,Medium
355,Client_355,Medium
356,Client_356,Low
357,Client_357,Medium
358,Client_358,Low
359,Client_359,High
360,Client_360,Low
361,Client_361,Medium
362,Client_362,Low
363,Client_363,Medium
364,Client_364,High
365,Client_365,Low
366,Client_366,Low
367,Client_367,High
368,Client_368,Low
369,Client_369,Medium
370,Client_370,High
371,Client_371,Medium
372,Client_372,High
373,Client_373,High
374,Client_374,High
375,Client_375,Medium
376,Client_376,Low
377,Client_377,High
378,Client_378,Low
379,Client_379,Medium
380,Client_380,High
381,Client_381,High
382,Client_382,High
383,Client_383,Medium
384,Client_384,Low
385,Client_385,Low
386,Client_386,Medium
387,Client_387,Low
388,Client_388,Low
389,Client_389,Low
390,Client_390,Low
391,Client_391,Medium
392,Client_392,High
393,Client_393,Low
394,Client_394,Low
395,Client_395,Medium
396,Client_396,High
397,Client_397,High
398,Client_398,Low
399,Client_399,Medium
400,Client_400,Low
401,Client_401,Low
402,Client_402,Medium
403,Client_403,High
404,Client_404,Low
405,Client_405,Medium
406,Client_406,Low
407,Client_407,Medium
408,Client_408,Low
409,Client_409,Low
410,Client_410,Medium
411,Client_411,High
412,Client_412,High
413,Client_413,Medium
414,Client_414,Medium
415,Client_415,Low
416,Client_416,High
417,Client_417,Low
418,Client_418,Medium
419,Client_419,High
420,Client_420,Medium
421,Client_421,Medium
422,Client_422,High
423,Client_423,Medium
424,Client_424,Medium
425,Client_425,High
426,Client_426,Low
427,Client_427,Medium
428,Client_428,Low
429,Client_429,Low
430,Client_430,Low
431,Client_431,Medium
432,Client_432,High
433,Client_433,Low
434,Client_434,Low
435,Client_435,High
436,Client_436,Low
437,Client_437,Medium
438,Client_438,High
439,Client_439,Medium
440,Client_440,Medium
441,Client_441,Medium
442,Client_442,Medium
443,Client_443,Low
444,Client_444,Low
445,Client_445,Low
446,Client_446,High
447,Client_447,High
448,Client_448,Low
449,Client_449,High
450,Client_450,Medium
451,Client_451,High
452,Client_452,High
453,Client_453,Low
454,Client_454,Low
455,Client_455,Medium
456,Client_456,High
457,Client_457,Medium
458,Client_458,High
459,Client_459,Medium
460,Client_460,High
461,Client_461,Medium
462,Client_462,Medium
463,Client_463,High
464,Client_464,High
465,Client_465,Low
466,Client_466,Medium
467,Client_467,Low
468,Client_468,Low
469,Client_469,High
470,Client_470,High
471,Client_471,Medium
472,Client_472,High
473,Client_473,Medium
474,Client_474,Low
475,Client_475,High
476,Client_476,Low
477,Client_477,Medium
478,Client_478,Low
479,Client_479,Low
480,Client_480,Medium
481,Client_481,Low
482,Client_482,Medium
483,Client_483,High
484,Client_484,Low
485,Client_485,High
486,Client_486,Low
487,Client_487,Medium
488,Client_488,High
489,Client_489,Medium
490,Client_490,Medium
491,Client_491,Low
492,Client_492,Low
493,Client_493,Low
494,Client_494,High
495,Client_495,High
496,Client_496,Medium
497,Client_497,High
498,Client_498,Medium
499,Client_499,High
500,Client_500,Low
501,Client_501,Low
502,Client_502,Medium
503,Client_503,High
504,Client_504,Medium
505,Client_505,Medium
506,Client_506,High
507,Client_507,Low
508,Client_508,High
509,Client_509,High
510,Client_510,Low
511,Client_511,Low
512,Client_512,Medium
513,Client_513,Low
514,Client_514,High
515,Client_515,High
516,Client_516,Medium
517,Client_517,High
518,Client_518,Low
519,Client_519,Low
520,Client_520,Low
521,Client_521,High
522,Client_522,Low
523,Client_523,High
524,Client_524,High
525,Client_525,High
526,Client_526,Low
527,Client_527,Medium
528,Client_528,Low
529,Client_529,High
530,Client_530,Medium
531,Client_531,High
532,Client_532,High
533,Client_533,Medium
534,Client_534,Medium
535,Client_535,High
536,Client_536,Medium
537,Client_537,Low
538,Client_538,Medium
539,Client_539,Low
540,Client_540,High
541,Client_541,High
542,Client_542,High
543,Client_543,High
544,Client_544,Low
545,Client_545,High
546,Client_546,Medium
547,Client_547,Medium
548,Client_548,Medium
549,Client_549,Medium
550,Client_550,Low
551,Client_551,Medium
552,Client_552,Medium
553,Client_553,High
554,Client_554,Medium
555,Client_555,High
556,Client_556,High
557,Client_557,High
558,Client_558,Low
559,Client_559,Medium
560,Client_560,Low
561,Client_561,Low
562,Client_562,Low
563,Client_563,Medium
564,Client_564,High
565,Client_565,Medium
566,Client_566,Medium
567,Client_567,Low
568,Client_568,Low
569,Client_569,Medium
570,Client_570,Medium
571,Client_571,High
572,Client_572,High
573,Client_573,Medium
574,Client_574,Low
575,Client_575,Medium
576,Client_576,Medium
577,Client_577,High
578,Client_578,Medium
579,Client_579,Medium
580,Client_580,Low
581,Client_581,High
582,Client_582,Low
583,Client_583,Low
584,Client_584,Low
585,Client_585,Low
586,Client_586,Low
587,Client_587,High
588,Client_588,Low
589,Client_589,High
590,Client_590,Low
591,Client_591,Medium
592,Client_592,High
593,Client_593,Medium
594,Client_594,Low
595,Client_595,Low
596,Client_596,Low
597,Client_597,Medium
598,Client_598,Medium
599,Client_599,High
600,Client_600,Low
601,Client_601,High
602,Client_602,High
603,Client_603,Low
604,Client_604,Low
605,Client_605,Low
606,Client_606,Low
607,Client_607,Low
608,Client_608,High
609,Client_609,High
610,Client_610,High
611,Client_611,High
612,Client_612,Medium
613,Client_613,Low
614,Client_614,High
615,Client_615,High
616,Client_616,High
617,Client_617,High
618,Client_618,Medium
619,Client_619,Medium
620,Client_620,Low
621,Client_621,High
622,Client_622,High
623,Client_623,High
624,Client_624,High
625,Client_625,Low
626,Client_626,High
627,Client_627,Medium
628,Client_628,High
629,Client_629,Medium
630,Client_630,High
631,Client_631,Medium
632,Client_632,High
633,Client_633,High
634,Client_634,Low
635,Client_635,Medium
636,Client_636,Low
637,Client_637,High
638,Client_638,Medium
639,Client_639,Low
640,Client_640,High
641,Client_641,Medium
642,Client_642,High
643,Client_643,High
644,Client_644,Low
645,Client_645,High
646,Client_646,Medium
647,Client_647,Low
648,Client_648,High
649,Client_649,High
650,Client_650,High
651,Client_651,Medium
652,Client_652,Medium
653,Client_653,High
654,Client_654,Medium
655,Client_655,High
656,Client_656,Low
657,Client_657,High
658,Client_658,High
659,Client_659,Low
660,Client_660,Medium
661,Client_661,High
662,Client_662,Low
663,Client_663,High
664,Client_664,High
665,Client_665,Low
666,Client_666,Low
667,Client_667,High
668,Client_668,High
669,Client_669,Low
670,Client_670,Medium
671,Client_671,Low
672,Client_672,Medium
673,Client_673,Medium
674,Client_674,Low
675,Client_675,High
676,Client_676,Low
677,Client_677,Medium
678,Client_678,High
679,Client_679,Low
680,Client_680,Medium
681,Client_681,High
682,Client_682,Medium
683,Client_683,Medium
684,Client_684,Low
685,Client_685,High
686,Client_686,Low
687,Client_687,High
688,Client_688,Low
689,Client_689,High
690,Client_690,Low
691,Client_691,Medium
692,Client_692,Low
693,Client_693,Low
694,Client_694,High
695,Client_695,Low
696,Client_696,Medium
697,Client_697,Low
698,Client_698,Low
699,Client_699,Medium
700,Client_700,Low
701,Client_701,Low
702,Client_702,High
703,Client_703,Medium
704,Client_704,High
705,Client_705,High
706,Client_706,Medium
707,Client_707,High
708,Client_708,High
709,Client_709,Medium
710,Client_710,Medium
711,Client_711,Low
712,Client_712,Low
713,Client_713,High
714,Client_714,Medium
715,Client_715,High
716,Client_716,High
717,Client_717,Low
718,Client_718,Low
719,Client_719,High
720,Client_720,Low
721,Client_721,Low
722,Client_722,High
723,Client_723,High
724,Client_724,Medium
725,Client_725,Low
726,Client_726,High
727,Client_727,Low
728,Client_728,High
729,Client_729,Low
730,Client_730,Low
731,Client_731,Low
732,Client_732,Medium
733,Client_733,Low
734,Client_734,Medium
735,Client_735,Low
736,Client_736,High
737,Client_737,Medium
738,Client_738,Medium
739,Client_739,High
740,Client_740,High
741,Client_741,High
742,Client_742,Low
743,Client_743,Low
744,Client_744,High
745,Client_745,Medium
746,Client_746,Medium
747,Client_747,High
748,Client_748,High
749,Client_749,Low
750,Client_750,High
751,Client_751,Low
752,Client_752,High
753,Client_753,Low
754,Client_754,Medium
755,Client_755,Medium
756,Client_756,Medium
757,Client_757,High
758,Client_758,High
759,Client_759,Medium
760,Client_760,Low
761,Client_761,High
762,Client_762,Medium
763,Client_763,Low
764,Client_764,High
765,Client_765,High
766,Client_766,Low
767,Client_767,Medium
768,Client_768,High
769,Client_769,High
770,Client_770,Low
771,Client_771,Low
772,Client_772,Low
773,Client_773,Low
774,Client_774,High
775,Client_775,High
776,Client_776,High
777,Client_777,High
778,Client_778,Low
779,Client_779,Low
780,Client_780,High
781,Client_781,Low
782,Client_782,Low
783,Client_783,Medium
784,Client_784,Medium
785,Client_785,Medium
786,Client_786,Medium
787,Client_787,Low
788,Client_788,High
789,Client_789,Low
790,Client_790,Medium
791,Client_791,Medium
792,Client_792,High
793,Client_793,High
794,Client_794,Medium
795,Client_795,High
796,Client_796,Medium
797,Client_797,High
798,Client_798,Medium
799,Client_799,High
800,Client_800,High
801,Client_801,Medium
802,Client_802,Medium
803,Client_803,High
804,Client_804,Medium
805,Client_805,Low
806,Client_806,Low
807,Client_807,Low
808,Client_808,Medium
809,Client_809,High
810,Client_810,High
811,Client_811,Low
812,Client_812,Medium
813,Client_813,Medium
814,Client_814,Medium
815,Client_815,Low
816,Client_816,Low
817,Client_817,Low
818,Client_818,Low
819,Client_819,Medium
820,Client_820,Low
821,Client_821,Medium
822,Client_822,Low
823,Client_823,Low
824,Client_824,Low
825,Client_825,Low
826,Client_826,High
827,Client_827,Low
828,Client_828,Medium
829,Client_829,Low
830,Client_830,High
831,Client_831,High
832,Client_832,Medium
833,Client_833,Low
834,Client_834,High
835,Client_835,Medium
836,Client_836,High
837,Client_837,Medium
838,Client_838,Low
839,Client_839,Low
840,Client_840,High
841,Client_841,High
842,Client_842,Low
843,Client_843,High
844,Client_844,High
845,Client_845,High
846,Client_846,Low
847,Client_847,High
848,Client_848,Low
849,Client_849,High
850,Client_850,High
851,Client_851,Low
852,Client_852,Low
853,Client_853,Low
854,Client_854,High
855,Client_855,Medium
856,Client_856,Medium
857,Client_857,Low
858,Client_858,Low
859,Client_859,Low
860,Client_860,Medium
861,Client_861,Medium
862,Client_862,Medium
863,Client_863,High
864,Client_864,High
865,Client_865,Low
866,Client_866,Medium
867,Client_867,Low
868,Client_868,High
869,Client_869,High
870,Client_870,Low
871,Client_871,High
872,Client_872,High
873,Client_873,Low
874,Client_874,Low
875,Client_875,Low
876,Client_876,Medium
877,Client_877,Low
878,Client_878,Low
879,Client_879,High
880,Client_880,Medium
881,Client_881,Low
882,Client_882,Medium
883,Client_883,Low
884,Client_884,High
885,Client_885,High
886,Client_886,Medium
887,Client_887,Medium
888,Client_888,Low
889,Client_889,Low
890,Client_890,Medium
891,Client_891,High
892,Client_892,Medium
893,Client_893,High
894,Client_894,Medium
895,Client_895,Low
896,Client_896,Medium
897,Client_897,Low
898,Client_898,High
899,Client_899,Medium
900,Client_900,High
901,Client_901,Low
902,Client_902,High
903,Client_903,Medium
904,Client_904,Low
905,Client_905,High
906,Client_906,High
907,Client_907,High
908,Client_908,Low
909,Client_909,High
910,Client_910,High
911,Client_911,Medium
912,Client_912,High
913,Client_913,Low
914,Client_914,High
915,Client_915,High
916,Client_916,High
917,Client_917,Low
918,Client_918,Medium
919,Client_919,High
920,Client_920,Medium
921,Client_921,High
922,Client_922,Medium
923,Client_923,High
924,Client_924,Low
925,Client_925,High
926,Client_926,Medium
927,Client_927,Medium
928,Client_928,Low
929,Client_929,Medium
930,Client_930,High
931,Client_931,Low
932,Client_932,High
933,Client_933,Low
934,Client_934,Medium
935,Client_935,High
936,Client_936,High
937,Client_937,Medium
938,Client_938,High
939,Client_939,High
940,Client_940,High
941,Client_941,High
942,Client_942,High
943,Client_943,High
944,Client_944,Medium
945,Client_945,High
946,Client_946,Medium
947,Client_947,High
948,Client_948,High
949,Client_949,Low
950,Client_950,Low
951,Client_951,Low
952,Client_952,High
953,Client_953,Low
954,Client_954,Medium
955,Client_955,Low
956,Client_956,Low
957,Client_957,Medium
958,Client_958,Low
959,Client_959,Low
960,Client_960,Low
961,Client_961,Medium
962,Client_962,Medium
963,Client_963,Low
964,Client_964,Medium
965,Client_965,High
966,Client_966,Medium
967,Client_967,High
968,Client_968,Low
969,Client_969,Medium
970,Client_970,Low
971,Client_971,Low
972,Client_972,Medium
973,Client_973,High
974,Client_974,Low
975,Client_975,Low
976,Client_976,Medium
977,Client_977,Low
978,Client_978,High
979,Client_979,Low
980,Client_980,Medium
981,Client_981,Medium
982,Client_982,Low
983,Client_983,High
984,Client_984,High
985,Client_985,High
986,Client_986,Low
987,Client_987,Medium
988,Client_988,High
989,Client_989,High
990,Client_990,High
991,Client_991,High
992,Client_992,High
993,Client_993,High
994,Client_994,Medium
995,Client_995,High
996,Client_996,Medium
997,Client_997,Medium
998,Client_998,Low
999,Client_999,Medium
1000,Client_1000,High
1001,Client_1001,Low
1002,Client_1002,Medium
1003,Client_1003,Medium
1004,Client_1004,Medium
1005,Client_1005,Medium
1006,Client_1006,Medium
1007,Client_1007,High
1008,Client_1008,High
1009,Client_1009,Low
1010,Client_1010,Low
1011,Client_1011,Medium
1012,Client_1012,High
1013,Client_1013,Medium
1014,Client_1014,Medium
1015,Client_1015,Medium
1016,Client_1016,Medium
1017,Client_1017,High
1018,Client_1018,Low
1019,Client_1019,High
1020,Client_1020,Medium
1021,Client_1021,Medium
1022,Client_1022,Low
1023,Client_1023,Low
1024,Client_1024,Low
1025,Client_1025,High
1026,Client_1026,Medium
1027,Client_1027,High
1028,Client_1028,Medium
1029,Client_1029,Low
1030,Client_1030,Medium
1031,Client_1031,Medium
1032,Client_1032,Medium
1033,Client_1033,High
1034,Client_1034,Medium
1035,Client_1035,Low
1036,Client_1036,Medium
1037,Client_1037,High
1038,Client_1038,Low
1039,Client_1039,Low
1040,Client_1040,Medium
1041,Client_1041,Low
1042,Client_1042,Medium
1043,Client_1043,Low
1044,Client_1044,Low
1045,Client_1045,Low
1046,Client_1046,Low
1047,Client_1047,Low
1048,Client_1048,Low
1049,Client_1049,High
1050,Client_1050,High
1051,Client_1051,High
1052,Client_1052,Medium
1053,Client_1053,Low
1054,Client_1054,Medium
1055,Client_1055,Medium
1056,Client_1056,Low
1057,Client_1057,High
1058,Client_1058,Low
1059,Client_1059,Medium
1060,Client_1060,Low
1061,Client_1061,Low
1062,Client_1062,Low
1063,Client_1063,High
1064,Client_1064,Medium
1065,Client_1065,Medium
1066,Client_1066,Low
1067,Client_1067,High
1068,Client_1068,Low
1069,Client_1069,Low
1070,Client_1070,Medium
1071,Client_1071,Low
1072,Client_1072,Low
1073,Client_1073,High
1074,Client_1074,High
1075,Client_1075,High
1076,Client_1076,Medium
1077,Client_1077,High
1078,Client_1078,Low
1079,Client_1079,Low
1080,Client_1080,Medium
1081,Client_1081,Low
1082,Client_1082,High
1083,Client_1083,High
1084,Client_1084,Low
1085,Client_1085,High
1086,Client_1086,Low
1087,Client_1087,Medium
1088,Client_1088,High
1089,Client_1089,Medium
1090,Client_1090,Medium
1091,Client_1091,Medium
1092,Client_1092,Medium
1093,Client_1093,Low
1094,Client_1094,Low
1095,Client_1095,Medium
1096,Client_1096,Low
1097,Client_1097,High
1098,Client_1098,Low
1099,Client_1099,Low
1100,Client_1100,Medium
1101,Client_1101,Medium
1102,Client_1102,Medium
1103,Client_1103,Low
1104,Client_1104,Medium
1105,Client_1105,Medium
1106,Client_1106,Medium
1107,Client_1107,Medium
1108,Client_1108,High
1109,Client_1109,Low
1110,Client_1110,Low
1111,Client_1111,High
1112,Client_1112,Medium
1113,Client_1113,High
1114,Client_1114,Medium
1115,Client_1115,High
1116,Client_1116,High
1117,Client_1117,Medium
1118,Client_1118,Medium
1119,Client_1119,Low
1120,Client_1120,High
1121,Client_1121,High
1122,Client_1122,Low
1123,Client_1123,Low
1124,Client_1124,High
1125,Client_1125,High
1126,Client_1126,High
1127,Client_1127,Low
1128,Client_1128,Medium
1129,Client_1129,Medium
1130,Client_1130,High
1131,Client_1131,High
1132,Client_1132,High
1133,Client_1133,High
1134,Client_1134,Medium
1135,Client_1135,Medium
1136,Client_1136,Medium
1137,Client_1137,Low
1138,Client_1138,High
1139,Client_1139,Low
1140,Client_1140,Medium
1141,Client_1141,Low
1142,Client_1142,Low
1143,Client_1143,Medium
1144,Client_1144,High
1145,Client_1145,Low
1146,Client_1146,Low
1147,Client_1147,Low
1148,Client_1148,High
1149,Client_1149,Low
1150,Client_1150,Medium
1151,Client_1151,High
1152,Client_1152,High
1153,Client_1153,High
1154,Client_1154,Low
1155,Client_1155,High
1156,Client_1156,Medium
1157,Client_1157,Low
1158,Client_1158,Low
1159,Client_1159,Low
1160,Client_1160,High
1161,Client_1161,High
1162,Client_1162,High
1163,Client_1163,High
1164,Client_1164,Low
1165,Client_1165,Low
1166,Client_1166,Medium
1167,Client_1167,Medium
1168,Client_1168,Low
1169,Client_1169,High
1170,Client_1170,High
1171,Client_1171,Low
1172,Client_1172,High
1173,Client_1173,High
1174,Client_1174,High
1175,Client_1175,Medium
1176,Client_1176,Medium
1177,Client_1177,Low
1178,Client_1178,Medium
1179,Client_1179,High
1180,Client_1180,High
1181,Client_1181,High
1182,Client_1182,High
1183,Client_1183,Medium
1184,Client_1184,Medium
1185,Client_1185,High
1186,Client_1186,Low
1187,Client_1187,Medium
1188,Client_1188,Low
1189,Client_1189,Low
1190,Client_1190,Medium
1191,Client_1191,Medium
1192,Client_1192,Medium
1193,Client_1193,Low
1194,Client_1194,High
1195,Client_1195,Medium
1196,Client_1196,Low
1197,Client_1197,Low
1198,Client_1198,Low
1199,Client_1199,High
1200,Client_1200,Medium
1201,Client_1201,Low
1202,Client_1202,Medium
1203,Client_1203,Medium
1204,Client_1204,Low
1205,Client_1205,High
1206,Client_1206,High
1207,Client_1207,Low
1208,Client_1208,Low
1209,Client_1209,Low
1210,Client_1210,High
1211,Client_1211,Medium
1212,Client_1212,Low
1213,Client_1213,Low
1214,Client_1214,High
1215,Client_1215,Low
1216,Client_1216,Medium
1217,Client_1217,Medium
1218,Client_1218,Low
1219,Client_1219,Medium
1220,Client_1220,Medium
1221,Client_1221,Medium
1222,Client_1222,Medium
1223,Client_1223,High
1224,Client_1224,Medium
1225,Client_1225,High
1226,Client_1226,Low
1227,Client_1227,Low
1228,Client_1228,High
1229,Client_1229,Low
1230,Client_1230,Medium
1231,Client_1231,Low
1232,Client_1232,Medium
1233,Client_1233,High
1234,Client_1234,Low
1235,Client_1235,Medium
1236,Client_1236,Low
1237,Client_1237,Medium
1238,Client_1238,High
1239,Client_1239,Medium
1240,Client_1240,High
1241,Client_1241,High
1242,Client_1242,High
1243,Client_1243,Low
1244,Client_1244,High
1245,Client_1245,Low
1246,Client_1246,Medium
1247,Client_1247,Medium
1248,Client_1248,High
1249,Client_1249,Low
1250,Client_1250,Medium
1251,Client_1251,Low
1252,Client_1252,Low
1253,Client_1253,Medium
1254,Client_1254,Low
1255,Client_1255,High
1256,Client_1256,Low
1257,Client_1257,High
1258,Client_1258,High
1259,Client_1259,High
1260,Client_1260,High
1261,Client_1261,Low
1262,Client_1262,Medium
1263,Client_1263,Medium
1264,Client_1264,Low
1265,Client_1265,Low
1266,Client_1266,Low
1267,Client_1267,Medium
1268,Client_1268,High
1269,Client_1269,Low
1270,Client_1270,High
1271,Client_1271,High
1272,Client_1272,Medium
1273,Client_1273,High
1274,Client_1274,Medium
1275,Client_1275,Low
1276,Client_1276,Low
1277,Client_1277,High
1278,Client_1278,High
1279,Client_1279,Medium
1280,Client_1280,Low
1281,Client_1281,High
1282,Client_1282,Medium
1283,Client_1283,Low
1284,Client_1284,High
1285,Client_1285,Low
1286,Client_1286,High
1287,Client_1287,Low
1288,Client_1288,Low
1289,Client_1289,High
1290,Client_1290,Medium
1291,Client_1291,Low
1292,Client_1292,High
1293,Client_1293,High
1294,Client_1294,Medium
1295,Client_1295,High
1296,Client_1296,Medium
1297,Client_1297,High
1298,Client_1298,Medium
1299,Client_1299,High
1300,Client_1300,High
1301,Client_1301,Low
1302,Client_1302,High
1303,Client_1303,Low
1304,Client_1304,High
1305,Client_1305,Low
1306,Client_1306,High
1307,Client_1307,High
1308,Client_1308,Low
1309,Client_1309,Low
1310,Client_1310,Low
1311,Client_1311,High
1312,Client_1312,Low
1313,Client_1313,Medium
1314,Client_1314,Medium
1315,Client_1315,Low
1316,Client_1316,High
1317,Client_1317,High
1318,Client_1318,High
1319,Client_1319,High
1320,Client_1320,Medium
1321,Client_1321,Low
1322,Client_1322,High
1323,Client_1323,Medium
1324,Client_1324,High
1325,Client_1325,High
1326,Client_1326,Low
1327,Client_1327,Medium
1328,Client_1328,Medium
1329,Client_1329,High
1330,Client_1330,High
1331,Client_1331,Low
1332,Client_1332,Medium
1333,Client_1333,Low
1334,Client_1334,High
1335,Client_1335,Medium
