CustomerID,TransactionDate,Revenue,Cost,RiskFactor,Assets,Region,Age,ProductCategory,LastTransactionDate,TransactionSize,DeliveryTime,ExpectedSLA,ExchangeRate,Engagement,TransactionFrequency
3391,2024-03-23 08:29:04.765097,3656.75,3801.1,0.31659445340977965,17176,East,52,Electronics,2023-05-20 08:29:04.799712,719.2,9,3,0.8619808427684073,1,45
2515,2024-04-24 08:29:04.765105,2663.94,485.87,0.9630407827356227,9346,North,65,Automotive,2023-06-17 08:29:04.799718,662.75,3,3,1.0480281105795948,2,40
4485,2024-06-30 08:29:04.765114,1050.3,3827.52,0.810153735276698,11676,North,20,Electronics,2023-02-16 08:29:04.799724,616.32,6,3,0.9994598580035396,6,17
3853,2024-12-30 08:29:04.765122,594.87,1492.03,0.014086412162869988,19688,West,64,Electronics,2023-08-03 08:29:04.799736,815.4,2,5,0.8370359810827784,8,7
3433,2024-02-28 08:29:04.765131,1947.77,2595.62,0.9061075998618738,8104,West,21,Clothing,2024-01-18 08:29:04.799742,674.25,9,4,1.1814813733445666,4,5
2215,2024-07-31 08:29:04.765140,4193.95,167.96,0.22664729883307033,7639,North,19,Clothing,2023-10-24 08:29:04.799747,842.48,9,3,1.1339023094455885,2,40
1955,2025-01-07 08:29:04.765148,4333.21,3558.87,0.7059325391660635,16711,South,50,Home & Kitchen,2023-06-21 08:29:04.799752,654.85,7,5,0.8284096511664059,5,27
3324,2024-12-29 08:29:04.765156,3034.09,2577.14,0.5530731073672155,8328,West,61,Electronics,2023-02-08 08:29:04.799757,201.02,9,4,1.1725071751523746,3,1
2184,2024-11-17 08:29:04.765164,3651.31,2584.91,0.536811883602784,6703,South,46,Automotive,2023-06-15 08:29:04.799763,343.97,4,6,1.166671131057518,5,2
1459,2025-01-20 08:29:04.765172,620.02,3611.64,0.7179213233927192,18505,West,41,Electronics,2023-12-10 08:29:04.799768,363.84,1,4,0.8168732066932269,3,4
4385,2024-12-07 08:29:04.765180,2961.22,2048.14,0.2071814718944397,8371,East,18,Home & Kitchen,2024-01-26 08:29:04.799773,139.22,1,3,0.8805915783237785,4,1
1021,2024-12-09 08:29:04.765189,3351.48,1659.75,0.15902513076642655,15162,South,30,Electronics,2023-11-03 08:29:04.799779,707.69,2,3,1.0809633546946598,5,29
3300,2024-09-04 08:29:04.765197,1043.53,3468.53,0.6519126067329519,4514,East,35,Electronics,2023-11-29 08:29:04.799784,615.36,3,3,1.1738294300091638,7,21
1747,2024-08-23 08:29:04.765206,4406.77,2977.41,0.29057922890466226,11945,East,60,Electronics,2023-11-05 08:29:04.799789,610.27,2,6,1.1292458887026136,2,42
3904,2025-01-16 08:29:04.765214,1015.23,3797.43,0.9739502076577609,11538,North,58,Home & Kitchen,2023-12-30 08:29:04.799794,504.59,4,3,0.9127591415777014,6,35
4632,2024-08-05 08:29:04.765223,1601.71,3762.28,0.4515118390746734,13572,East,21,Electronics,2023-11-21 08:29:04.799799,565.97,8,3,0.8133754226087082,6,34
1474,2024-12-08 08:29:04.765232,3121.76,1547.83,0.11159702000696525,13554,East,21,Clothing,2023-12-19 08:29:04.799805,57.68,3,5,0.9891549657932255,6,39
2082,2024-03-01 08:29:04.765240,3209.83,1804.54,0.6858151661720446,4005,East,35,Electronics,2023-05-24 08:29:04.799810,141.44,4,5,0.8367846978439569,7,2
3558,2025-01-08 08:29:04.765249,3511.95,1046.26,0.30615929246613127,9210,East,19,Clothing,2023-10-17 08:29:04.799816,699.19,2,6,0.8981184928424776,3,25
4753,2024-12-31 08:29:04.765257,604.46,2652.77,0.1485874276214022,19569,North,29,Electronics,2023-04-17 08:29:04.799821,298.39,1,3,1.056038822428874,5,6
3047,2024-07-23 08:29:04.765265,4254.85,1477.23,0.42282336288992095,14918,North,52,Clothing,2024-01-30 08:29:04.799826,152.52,8,5,0.9980075795675701,9,8
4547,2024-05-15 08:29:04.765274,2687.59,3150.82,0.9642222780872781,16911,East,47,Electronics,2023-09-18 08:29:04.799832,362.22,7,3,0.9506877028405772,9,35
3747,2024-07-09 08:29:04.765282,2383.04,512.56,0.41143057638713,765,South,32,Automotive,2023-10-07 08:29:04.799837,291.76,2,3,1.1719849305397345,7,19
1975,2024-12-02 08:29:04.765290,4906.43,492.12,0.34733376573106345,9998,West,18,Clothing,2023-10-03 08:29:04.799842,77.9,8,4,0.877186470027222,9,9
2806,2024-05-11 08:29:04.765298,3714.87,841.69,0.4445089620693041,15232,South,20,Automotive,2023-04-19 08:29:04.799847,440.03,3,3,0.9949912972609036,3,33
1189,2025-01-18 08:29:04.765307,634.13,364.64,0.012115705599648363,17694,East,59,Clothing,2023-03-26 08:29:04.799852,75.68,7,4,1.0293980719413358,7,8
4005,2024-10-03 08:29:04.765315,3794.87,2491.53,0.13310153859861407,14649,North,24,Electronics,2023-10-30 08:29:04.799857,50.37,1,5,0.9287768147033032,1,38
3734,2024-04-15 08:29:04.765323,521.48,614.99,0.8496746181346078,1110,East,40,Home & Kitchen,2024-01-25 08:29:04.799863,802.85,3,3,1.0821189756652256,7,32
4005,2024-02-27 08:29:04.765332,185.98,665.05,0.9780344120945137,12980,East,47,Electronics,2023-11-05 08:29:04.799868,349.22,9,4,1.146911470329762,3,23
1562,2024-05-27 08:29:04.765340,2047.95,86.49,0.15794148560368138,13993,North,21,Home & Kitchen,2023-08-03 08:29:04.799873,589.21,4,4,1.016591571417196,3,34
2899,2024-02-11 08:29:04.765349,4968.21,3134.9,0.5355178183869084,5527,South,33,Automotive,2023-07-25 08:29:04.799878,332.86,1,5,1.1125347772457754,7,23
4638,2024-09-25 08:29:04.765357,915.68,3254.82,0.9663334338056436,14138,West,32,Home & Kitchen,2023-07-08 08:29:04.799884,933.52,6,4,0.824384657890262,8,46
2267,2024-11-16 08:29:04.765366,3379.59,673.23,0.15658137617896384,6224,East,53,Home & Kitchen,2023-04-16 08:29:04.799889,742.72,1,3,0.8615130251910976,4,32
3879,2024-02-04 08:29:04.765374,908.31,2965.91,0.18630961750245023,702,North,52,Home & Kitchen,2023-02-12 08:29:04.799894,400.71,1,3,0.9848102115389311,1,1
2528,2024-07-10 08:29:04.765383,3637.7,1751.17,0.9268163539283983,901,West,64,Home & Kitchen,2023-04-29 08:29:04.799899,250.1,2,4,1.1684079423305742,5,7
4202,2024-12-12 08:29:04.765392,2551.5,981.19,0.7056876464523825,2527,West,25,Automotive,2023-03-23 08:29:04.799904,180.92,3,3,1.012636582693924,4,43
4556,2024-11-12 08:29:04.765401,3415.86,2496.9,0.15196668684216075,14455,West,28,Home & Kitchen,2023-12-11 08:29:04.799909,774.3,2,3,0.972920847049618,9,48
4890,2024-06-03 08:29:04.765409,1054.22,738.58,0.39349267111860975,15307,North,43,Electronics,2023-05-10 08:29:04.799915,480.38,8,6,1.0400430280637694,3,24
1646,2024-02-16 08:29:04.765418,3740.86,3034.83,0.05626994421471054,9581,East,53,Clothing,2023-06-02 08:29:04.799920,270.37,6,4,0.8497863179524416,4,2
3068,2024-08-29 08:29:04.765427,4978.31,219.03,0.4326715339176942,678,North,18,Clothing,2023-08-03 08:29:04.799925,923.64,1,5,1.0614722531539043,3,18
3888,2024-05-01 08:29:04.765435,3344.97,3837.75,0.777901494487037,6317,East,19,Electronics,2023-07-05 08:29:04.799930,420.59,6,5,0.837608457841622,3,19
3214,2024-10-26 08:29:04.765445,2492.73,315.34,0.5539720545861272,2479,South,55,Automotive,2023-07-18 08:29:04.799935,566.32,1,3,1.0307173265478986,7,42
2297,2024-06-30 08:29:04.765455,4619.71,2330.41,0.6474421218162031,7685,West,37,Electronics,2023-05-07 08:29:04.799941,864.91,9,4,1.085756016455401,5,36
3435,2024-04-11 08:29:04.765464,128.47,3611.71,0.3268201322002092,4484,East,51,Electronics,2023-12-30 08:29:04.799947,841.71,3,3,0.9646029855314202,5,28
1600,2024-07-05 08:29:04.765472,3663.12,77.26,0.161395917744793,10736,South,47,Home & Kitchen,2023-10-22 08:29:04.799952,656.06,1,3,1.164361090743095,4,35
3363,2024-02-22 08:29:04.765481,4449.3,2009.1,0.01311667577348441,3483,North,37,Home & Kitchen,2023-03-05 08:29:04.799957,894.19,1,4,0.8608128178481295,8,32
3061,2024-11-03 08:29:04.765489,355.29,1419.53,0.8213123443293454,15135,West,38,Automotive,2023-04-25 08:29:04.799962,954.49,2,5,0.8683833885608243,1,13
1241,2024-03-30 08:29:04.765497,2277.82,2333.92,0.6366545593457879,9042,East,28,Automotive,2023-06-09 08:29:04.799967,938.36,6,6,1.006765763780429,9,6
3041,2024-05-11 08:29:04.765505,1063.36,925.07,0.22932124128768838,4782,West,19,Clothing,2023-06-30 08:29:04.799972,381.56,1,6,1.1726621495464982,9,29
3824,2024-03-11 08:29:04.765513,2854.26,287.65,0.41843396007729483,12110,West,36,Automotive,2023-03-17 08:29:04.799978,427.31,7,3,0.9562794411856703,5,10
4417,2024-03-16 08:29:04.765522,3265.24,2514.95,0.8014432687281142,12522,West,38,Electronics,2023-04-05 08:29:04.799983,278.48,4,6,1.1705599511045748,1,40
3612,2024-08-26 08:29:04.765531,1547.98,1684.89,0.5387001860913857,8488,North,43,Clothing,2023-09-27 08:29:04.799988,844.99,7,5,1.0773899567638177,2,10
3945,2024-08-27 08:29:04.765539,2326.91,2501.27,0.3001598764459783,13096,West,27,Clothing,2023-10-30 08:29:04.799993,165.73,4,3,1.1130220908994855,2,34
2363,2024-09-13 08:29:04.765548,1432.73,865.84,0.2671845171706855,10916,East,20,Home & Kitchen,2023-11-19 08:29:04.799998,387.33,4,4,1.1751482817614949,6,20
3139,2024-10-01 08:29:04.765559,1878.49,1374.8,0.2176140244488256,19671,North,64,Home & Kitchen,2023-09-26 08:29:04.800004,59.25,4,6,1.0289313348852773,9,47
2390,2024-11-26 08:29:04.765568,839.72,2259.88,0.8237298801341698,13035,South,31,Clothing,2023-11-19 08:29:04.800009,614.91,8,4,1.0566611721513164,3,33
4003,2024-10-15 08:29:04.765576,4433.52,2384.66,0.5818603506846625,13003,East,30,Home & Kitchen,2023-05-21 08:29:04.800015,675.47,2,5,1.0315961745387436,8,11
2478,2024-09-05 08:29:04.765585,99.55,1508.09,0.7091571657014643,5308,North,65,Home & Kitchen,2023-10-22 08:29:04.800020,286.54,8,3,1.1139434237778176,2,24
4499,2024-09-15 08:29:04.765593,4417.93,1141.81,0.8601204413974134,6388,East,63,Home & Kitchen,2023-12-16 08:29:04.800025,749.89,1,4,0.9093625178015722,5,33
3556,2024-08-21 08:29:04.765602,2879.81,1116.59,0.9868617025302162,6237,East,21,Clothing,2023-08-20 08:29:04.800030,412.46,7,3,1.115219134562234,4,22
1775,2024-10-22 08:29:04.765610,1691.71,723.56,0.24948358653078195,2858,South,20,Clothing,2023-05-21 08:29:04.800035,346.13,7,6,1.0854182525077594,5,48
1034,2024-02-27 08:29:04.765618,3629.13,1321.86,0.18090248745791293,5890,North,48,Clothing,2023-04-24 08:29:04.800040,958.36,6,3,1.0408264708542554,4,12
3253,2024-03-29 08:29:04.765627,2563.37,821.78,0.46199834279394847,906,West,59,Electronics,2023-05-29 08:29:04.800045,609.26,4,5,0.8155166977136682,1,30
4152,2024-09-11 08:29:04.765636,2520.59,2546.25,0.0350712794785325,16949,East,47,Clothing,2023-07-12 08:29:04.800051,289.7,5,3,1.109817588740063,1,32
2955,2024-11-08 08:29:04.765645,595.2,2289.2,0.7917178815635283,727,East,29,Home & Kitchen,2023-11-07 08:29:04.800056,984.08,1,3,0.8529703811979026,6,44
2585,2024-08-06 08:29:04.765652,1978.1,1548.88,0.8837599988343822,13669,East,38,Clothing,2023-03-14 08:29:04.800061,418.17,2,6,1.1847887692193733,8,19
4943,2024-07-16 08:29:04.765661,1243.27,1323.55,0.6860396987480284,19068,East,36,Electronics,2023-08-21 08:29:04.800066,665.44,7,5,0.8325972404851314,7,45
4459,2024-10-10 08:29:04.765669,127.69,973.33,0.26799502456360935,10933,East,31,Home & Kitchen,2023-02-01 08:29:04.800071,737.66,2,4,1.0881102319131406,4,40
4073,2024-12-05 08:29:04.765677,1832.49,2155.77,0.12315547398879056,16213,North,44,Automotive,2023-12-06 08:29:04.800076,451.18,8,3,0.9441702734678545,5,2
2021,2024-08-04 08:29:04.765686,494.62,3678.04,0.38214418791988836,9621,East,22,Clothing,2023-07-10 08:29:04.800082,559.12,7,3,1.094276156845989,8,14
4461,2024-07-28 08:29:04.765710,1321.31,2752.24,0.8333356205052533,11295,East,37,Clothing,2023-09-06 08:29:04.800087,277.79,8,4,1.00758108438641,6,33
3613,2024-06-26 08:29:04.765722,507.96,2985.33,0.34782780378611466,18064,East,30,Automotive,2023-04-06 08:29:04.800092,492.53,4,5,1.0518020923469702,8,32
2129,2024-03-20 08:29:04.765730,549.66,3342.48,0.03425457362663997,16335,West,58,Home & Kitchen,2023-04-28 08:29:04.800097,345.26,1,4,0.8301746962438636,6,41
4843,2024-06-27 08:29:04.765738,1035.11,1425.99,0.2742803762251319,9731,West,50,Clothing,2023-04-17 08:29:04.800103,570.09,7,3,1.186591636946801,8,19
4893,2024-10-02 08:29:04.765745,4999.25,279.62,0.9899456100757232,1601,North,20,Electronics,2024-01-11 08:29:04.800108,686.4,1,3,0.8015385903121977,4,14
2500,2024-08-08 08:29:04.765753,60.81,2501.56,0.6766687556658832,2599,East,27,Home & Kitchen,2023-09-17 08:29:04.800113,633.3,7,5,1.1764637801876296,2,4
1702,2025-01-07 08:29:04.765762,3211.43,779.03,0.9008548299771278,1013,East,30,Clothing,2024-01-22 08:29:04.800118,787.88,9,6,1.0273000767555085,3,2
3449,2024-07-01 08:29:04.765769,749.16,2289.1,0.7748652675011075,11824,South,19,Home & Kitchen,2023-03-30 08:29:04.800123,89.45,5,5,0.9033080594635425,5,10
3777,2024-06-09 08:29:04.765778,4607.11,2965.86,0.5397055153266307,15991,West,19,Clothing,2023-12-18 08:29:04.800128,124.67,2,4,1.055091107867439,4,29
2579,2025-01-17 08:29:04.765786,513.48,3141.04,0.1486888723949803,14193,South,40,Automotive,2023-05-28 08:29:04.800134,245.05,1,5,1.0691588541401909,5,15
1161,2024-10-21 08:29:04.765794,4777.56,1228.3,0.34864447835571766,16423,East,29,Clothing,2024-01-02 08:29:04.800139,986.51,8,4,1.0921326579511073,1,31
1201,2025-01-06 08:29:04.765802,3074.09,2064.36,0.5837402252742222,2332,East,45,Home & Kitchen,2023-06-21 08:29:04.800144,810.25,4,6,0.8065751017546902,1,33
2981,2024-02-01 08:29:04.765810,56.28,2495.23,0.870632348731992,11372,South,55,Clothing,2023-08-08 08:29:04.800149,927.91,8,6,1.1931129615137297,2,29
1995,2025-01-19 08:29:04.765818,4475.34,3283.34,0.26867504586489965,10790,North,57,Clothing,2023-10-28 08:29:04.800154,308.49,2,4,1.047165173869868,2,11
3317,2024-05-02 08:29:04.765827,2632.47,3052.71,0.12122686934022953,7637,North,24,Home & Kitchen,2024-01-15 08:29:04.800159,595.16,3,3,0.9510144791560056,8,48
4934,2024-04-24 08:29:04.765836,1350.22,3952.26,0.5588323175548174,11858,South,45,Clothing,2024-01-04 08:29:04.800165,577.14,3,4,1.0282601533771212,4,45
1815,2024-10-28 08:29:04.765844,3848.03,62.1,0.17650122251805567,6307,East,25,Clothing,2023-09-28 08:29:04.800170,591.04,4,4,0.8713687290597779,6,40
4342,2024-07-13 08:29:04.765852,4636.99,1766.83,0.6103617693219067,16382,South,46,Home & Kitchen,2023-04-06 08:29:04.800175,731.69,9,5,0.8989066203081142,2,9
1455,2025-01-09 08:29:04.765860,2444.27,1046.5,0.263521442483732,15359,West,20,Automotive,2023-05-04 08:29:04.800180,424.28,9,6,0.834311801214801,1,47
4533,2024-02-25 08:29:04.765868,1611.99,505.98,0.23096300430062466,15637,North,65,Electronics,2023-07-29 08:29:04.800186,693.35,5,5,1.1516934588917402,7,29
4798,2024-07-03 08:29:04.765876,3955.28,3648.72,0.3991807649888911,11579,South,46,Electronics,2023-09-12 08:29:04.800191,799.02,7,3,0.9006400460514465,4,37
2275,2024-09-12 08:29:04.765884,3424.84,3991.91,0.5931917575579458,4843,North,51,Electronics,2023-09-16 08:29:04.800196,324.62,9,3,1.0958841879788648,4,21
2016,2024-04-12 08:29:04.765891,4449.32,746.97,0.545317672949313,5128,West,55,Electronics,2023-03-01 08:29:04.800201,948.46,1,3,0.9096794731252861,2,31
4773,2024-04-07 08:29:04.765899,3477.94,182.58,0.24473447723498054,9481,East,56,Electronics,2023-06-17 08:29:04.800206,542.15,2,4,0.8583954597964145,9,22
3343,2024-10-21 08:29:04.765907,1255.47,1121.97,0.8911166744533762,1800,East,30,Electronics,2023-07-02 08:29:04.800211,746.12,6,5,0.8432537882458471,2,18
4796,2024-04-01 08:29:04.765914,4661.71,3344.4,0.10988196973520103,2447,East,30,Home & Kitchen,2023-05-03 08:29:04.800217,742.48,3,4,1.1440977402895476,5,2
3767,2024-02-06 08:29:04.765923,568.94,1196.74,0.0394675630743353,2742,North,21,Home & Kitchen,2023-04-16 08:29:04.800222,586.98,7,3,0.8478947138997744,6,22
4820,2025-01-02 08:29:04.765931,1376.32,255.9,0.6027062694061975,16129,West,21,Home & Kitchen,2023-12-05 08:29:04.800227,356.55,5,6,0.8348596731976476,3,37
1337,2024-12-20 08:29:04.765939,2624.96,238.39,0.12340716806547647,18242,South,63,Clothing,2024-01-14 08:29:04.800232,683.59,8,5,0.8037419142221162,3,20
1878,2024-02-10 08:29:04.765948,2850.42,1726.87,0.5048908142789611,4156,East,32,Automotive,2023-08-05 08:29:04.800237,132.92,1,4,0.9465760197443743,6,48
2076,2024-04-02 08:29:04.765957,125.79,3729.35,0.9517732844096326,17191,North,59,Automotive,2023-08-27 08:29:04.800242,982.36,9,5,1.1770748762169463,5,48
1791,2024-09-06 08:29:04.765966,3913.83,1165.1,0.6985802714527901,1950,East,19,Electronics,2023-05-21 08:29:04.800248,224.8,6,4,1.1634599436321944,5,4
4993,2024-05-19 08:29:04.765975,1839.96,1725.82,0.6174565803977604,7866,West,18,Electronics,2023-12-26 08:29:04.800253,311.65,5,6,0.8460210822949852,5,26
3264,2024-06-17 08:29:04.765984,2061.77,434.68,0.5748052248722807,19007,South,44,Home & Kitchen,2023-04-11 08:29:04.800258,956.72,8,6,0.80499789020017,9,20
1763,2024-06-08 08:29:04.765992,4056.38,1989.48,0.17953925219959277,3342,East,53,Automotive,2023-05-15 08:29:04.800263,227.21,4,3,1.1004030089895553,8,22
3235,2024-02-04 08:29:04.766001,1927.45,2795.29,0.43264782462810436,16517,West,34,Clothing,2023-11-14 08:29:04.800269,211.59,9,6,0.9225909162522624,4,43
1379,2025-01-17 08:29:04.766010,283.76,1106.47,0.3425235073667625,14336,North,28,Clothing,2023-08-31 08:29:04.800275,814.31,5,4,1.1338707919011122,6,20
1492,2024-07-04 08:29:04.766018,923.38,1207.94,0.9530743222220627,14686,West,21,Home & Kitchen,2023-02-05 08:29:04.800280,288.72,1,4,0.8861717754897697,5,29
4112,2024-06-15 08:29:04.766026,4781.72,3372.64,0.242320231370725,2164,North,28,Electronics,2023-02-19 08:29:04.800285,139.99,8,3,0.9968834402592704,6,48
2180,2024-10-22 08:29:04.766033,398.51,71.14,0.4715163713960514,14920,East,34,Automotive,2023-08-27 08:29:04.800290,265.31,9,3,0.8131784154850273,8,31
3062,2024-12-30 08:29:04.766042,1806.91,2556.79,0.9380793632762501,4448,East,20,Clothing,2023-11-18 08:29:04.800295,893.95,5,6,1.1578859311262413,6,23
4884,2025-01-14 08:29:04.766050,2540.74,1593.72,0.789180652439315,4134,West,47,Electronics,2023-12-08 08:29:04.800301,316.3,5,6,0.8711903981924318,6,44
1064,2024-09-15 08:29:04.766057,2491.74,1214.57,0.9645152392844231,17098,North,26,Automotive,2023-07-10 08:29:04.800306,710.31,6,4,0.9178812131326674,2,38
4928,2024-03-07 08:29:04.766074,69.6,2640.65,0.608330255146991,3572,West,61,Clothing,2023-07-01 08:29:04.800311,425.38,9,4,0.9918801586321029,7,16
4910,2024-08-17 08:29:04.766083,2530.76,3343.63,0.33378685474593406,2959,West,39,Electronics,2024-01-23 08:29:04.800316,299.01,5,4,0.908507536966651,3,19
3568,2024-03-26 08:29:04.766092,1949.67,2246.82,0.826649775464059,4206,East,26,Clothing,2023-10-18 08:29:04.800321,186.85,2,3,0.816065378408368,7,11
2367,2024-10-22 08:29:04.766101,4861.79,153.45,0.2914562713733706,18090,East,24,Electronics,2023-03-20 08:29:04.800326,973.58,3,3,0.8116344519156934,5,12
2152,2024-10-13 08:29:04.766110,837.84,1861.76,0.16477280191188592,9101,East,20,Electronics,2023-06-01 08:29:04.800331,545.06,3,3,1.1820853051257636,4,36
3027,2024-02-22 08:29:04.766118,1803.06,1867.16,0.7062888140390073,3969,West,35,Electronics,2023-03-31 08:29:04.800336,159.02,9,5,0.9301985296995874,1,13
3695,2024-08-10 08:29:04.766127,2126.43,2188.88,0.6389556635343594,5347,West,42,Automotive,2023-10-21 08:29:04.800342,238.87,8,5,0.9337566376271478,8,2
2495,2024-06-07 08:29:04.766135,1983.93,2693.71,0.8789489025953954,848,South,58,Home & Kitchen,2023-05-02 08:29:04.800347,436.93,6,3,1.1691599879977435,2,11
4134,2024-08-21 08:29:04.766143,3345.86,106.69,0.9619247578160507,4151,South,44,Electronics,2023-03-13 08:29:04.800352,566.96,5,6,1.1344614719261028,8,1
2162,2024-06-28 08:29:04.766151,1116.79,2022.99,0.8571975872245541,3378,West,50,Electronics,2023-02-28 08:29:04.800357,222.71,2,5,1.0747766421378917,7,41
2522,2024-05-11 08:29:04.766159,1144.3,2365.58,0.06002179758827075,12357,South,30,Clothing,2023-12-30 08:29:04.800362,313.84,9,6,1.0634023029353186,3,10
3640,2024-05-12 08:29:04.766168,3659.59,1393.11,0.6645134329822682,5249,West,38,Clothing,2023-10-16 08:29:04.800367,794.52,8,5,1.1204342944878671,7,3
1391,2024-04-13 08:29:04.766175,2526.44,2683.41,0.7847324128640457,11761,East,23,Automotive,2023-05-08 08:29:04.800372,446.61,5,4,0.8675501799707748,1,8
2698,2024-05-01 08:29:04.766184,2105.02,935.87,0.9819287243501765,11804,North,25,Home & Kitchen,2023-11-20 08:29:04.800378,51.33,6,4,1.0657099429732289,5,16
1418,2025-01-27 08:29:04.766193,887.56,1289.97,0.3746612995126337,502,East,60,Clothing,2023-02-20 08:29:04.800384,101.24,9,4,0.839359436905837,2,36
3336,2025-01-02 08:29:04.766201,978.26,3852.14,0.16988158727114788,18001,West,40,Automotive,2023-08-04 08:29:04.800389,467.36,1,6,0.8506050931378695,2,43
1378,2024-03-10 08:29:04.766209,102.23,1411.84,0.8529330617972212,13194,East,33,Automotive,2023-05-09 08:29:04.800394,107.11,4,5,0.8971024403094094,3,40
2796,2024-09-03 08:29:04.766217,502.56,1405.61,0.31746674363255534,14853,West,52,Automotive,2023-09-02 08:29:04.800399,215.21,5,5,1.0839215136183498,7,39
4561,2025-01-02 08:29:04.766224,2806.35,2394.85,0.5982018957938589,2017,West,27,Electronics,2023-11-25 08:29:04.800404,741.48,9,6,1.1570180776136896,2,20
3278,2024-03-26 08:29:04.766232,4464.77,3884.77,0.38989476421299984,10587,South,22,Home & Kitchen,2023-02-18 08:29:04.800409,506.36,5,4,1.0763145149536266,4,47
4065,2024-11-26 08:29:04.766241,1471.47,3932.83,0.4023262567586612,13675,West,28,Home & Kitchen,2023-07-19 08:29:04.800415,508.34,5,6,0.9666492107681526,4,8
3088,2024-02-09 08:29:04.766248,1672.35,2331.24,0.7324644791774516,19263,North,24,Home & Kitchen,2023-04-12 08:29:04.800420,618.31,3,4,1.0054644874992353,1,10
