customer_id,transaction_date,amount,transaction_type
0243b8e0,2022-05-21,6483.4,Deposit
2a3a8683,2024-05-15,7235.68,Withdrawal
c560be57,2021-02-24,6742.78,Withdrawal
9e401415,2022-07-12,9820.75,Withdrawal
409b60e4,2020-09-15,4154.57,Deposit
f04c2ff7,2022-06-10,2180.79,Transfer
e9ebb4ba,2022-09-09,9420.1,Transfer
da53493c,2022-12-03,6196.15,Deposit
8ff1396b,2024-07-17,4133.49,Transfer
2fd850d5,2023-04-10,8270.68,Withdrawal
b78ee8eb,2023-08-14,5099.58,Deposit
91766145,2024-09-01,5301.48,Withdrawal
1830d0fc,2021-03-28,6195.32,Deposit
546ce1f9,2022-12-16,8085.49,Deposit
310bfb04,2024-06-20,9832.11,Transfer
1cf99072,2021-08-22,1629.61,Transfer
2ff74238,2023-04-02,17.29,Transfer
e8bf0867,2022-07-07,4944.77,Transfer
86385b62,2022-10-08,3137.74,Transfer
d2689c86,2020-10-12,2620.43,Deposit
bac52a56,2020-02-05,4579.26,Withdrawal
3646bc9d,2022-10-25,3190.07,Transfer
bbdd199b,2021-06-07,8841.03,Withdrawal
c347d2e4,2023-04-22,7662.05,Withdrawal
94bc5b25,2020-09-03,4484.6,Withdrawal
57a2af96,2024-09-29,8741.04,Transfer
75591655,2022-11-04,6237.18,Deposit
3b5caa25,2020-04-10,9456.25,Transfer
8711db4f,2023-10-29,9242.57,Transfer
e59b7024,2022-03-06,4366.54,Deposit
e9b66808,2024-02-24,993.05,Transfer
9e602d21,2023-01-25,9977.76,Transfer
92a2da96,2024-03-24,9966.65,Transfer
295b20bb,2020-11-04,6476.08,Transfer
32f0a1a5,2020-11-06,1807.57,Withdrawal
df3f52f7,2021-10-31,926.77,Transfer
a5336d6d,2022-08-04,7351.25,Withdrawal
b4b869ca,2022-10-31,5759.25,Withdrawal
7e073780,2023-07-27,2616.57,Deposit
10610e4b,2023-02-07,5290.65,Withdrawal
f91bc0b0,2022-03-29,8968.06,Transfer
74b15998,2021-05-02,673.29,Deposit
c1cf1ccd,2021-02-22,1578.21,Deposit
b8c0b459,2022-04-27,7407.4,Withdrawal
e3e005f6,2022-01-10,8124.79,Transfer
86de5a2d,2020-05-10,3163.41,Deposit
1f5d2bf3,2023-11-17,6537.16,Transfer
609f148b,2025-01-08,9704.97,Deposit
c180de18,2021-04-12,4387.26,Transfer
ba2aee40,2022-06-06,3129.93,Transfer
b1fbb1c2,2022-11-01,409.39,Deposit
534b249a,2021-10-01,6287.54,Withdrawal
e9253126,2023-10-12,784.5,Deposit
9935be78,2024-05-18,7594.71,Transfer
a4780b78,2021-10-29,4086.65,Deposit
4a2bbf05,2020-01-07,2881.65,Deposit
2a0acf4a,2024-03-12,2914.75,Transfer
d61339fb,2021-05-16,7340.65,Transfer
965281f9,2024-07-18,2823.41,Withdrawal
249b1eb9,2022-12-11,5137.4,Deposit
8c952438,2021-02-19,5659.33,Withdrawal
837758e7,2023-08-03,3371.1,Transfer
e1cba7a0,2024-06-05,4439.8,Deposit
54f68ac6,2021-10-05,2641.98,Transfer
a6011ea6,2022-12-01,3086.73,Deposit
d4b2666c,2023-11-18,7007.39,Deposit
26673d69,2023-01-26,9554.9,Deposit
0643c0d2,2023-06-16,8996.78,Withdrawal
c0bab803,2023-08-17,9566.46,Deposit
57d019d0,2020-01-27,4272.44,Transfer
fc5712c2,2020-09-08,2673.43,Withdrawal
0a742f26,2022-06-07,7894.76,Withdrawal
84924e6e,2023-10-22,5466.08,Withdrawal
6da04f62,2023-12-09,7815.89,Deposit
d9a6d5ff,2021-06-03,6576.89,Withdrawal
b0d73945,2024-08-18,8509.03,Withdrawal
28acaf98,2023-05-28,2714.71,Deposit
25d36648,2023-01-14,5026.29,Transfer
70a5547b,2020-08-13,9990.91,Deposit
a7d4fb98,2021-11-16,8881.15,Transfer
0cbeefbc,2022-10-17,3130.06,Deposit
eef4e99f,2025-01-11,6019.9,Deposit
957c0931,2022-09-27,6574.17,Withdrawal
ed3cab53,2023-09-30,685.93,Deposit
64153aeb,2020-07-06,6970.08,Withdrawal
960347d0,2023-10-18,8830.49,Deposit
55528e81,2021-12-29,2269.01,Deposit
4bfd6a48,2020-10-10,3645.85,Deposit
c52bd24c,2021-09-09,4955.63,Transfer
d878370e,2020-11-18,2390.87,Deposit
5764d752,2022-06-24,285.14,Transfer
e59895ab,2024-06-01,424.18,Deposit
94939657,2023-08-15,5684.36,Transfer
531ac18d,2024-09-10,869.9,Transfer
fd52e481,2021-06-14,9457.64,Transfer
321213e4,2022-12-07,3516.83,Deposit
dd04ccd1,2021-11-20,3491.51,Deposit
fcfdf7f9,2023-08-26,3216.85,Deposit
53059f6c,2024-09-14,9637.8,Deposit
89cf5474,2021-10-11,1053.28,Deposit
f6739ec4,2023-07-16,4570.11,Transfer
cd9c5cb3,2020-03-14,8729.35,Withdrawal
29da67e4,2024-06-06,2555.86,Transfer
eba43937,2023-10-22,2305.48,Transfer
a8666046,2022-02-15,5048.05,Deposit
4a3a5ac6,2024-02-24,2198.43,Deposit
5953fdb4,2022-01-14,2305.97,Deposit
03f33ad1,2022-12-25,3902.23,Withdrawal
07736309,2020-09-27,2359.03,Deposit
aaacaa45,2023-03-12,5503.49,Withdrawal
474a372c,2020-04-18,9721.18,Withdrawal
cc418bc6,2020-01-11,1206.11,Withdrawal
3bf069aa,2020-08-27,4868.78,Deposit
c0028d96,2021-08-27,3897.17,Transfer
e3d7b398,2022-08-23,1648.13,Transfer
4262dcfd,2024-10-11,9956.49,Deposit
e5821e4c,2024-09-07,1481.8,Deposit
25ef8252,2022-09-09,2689.94,Deposit
147c9b40,2021-03-01,2069.47,Withdrawal
9073780a,2022-10-22,2874.26,Transfer
579712f3,2023-05-27,4812.87,Deposit
cb449118,2024-02-05,1189.75,Transfer
08151175,2024-06-24,5542.45,Transfer
2bdf9a06,2024-12-14,4755.52,Transfer
4e1a9a46,2020-01-21,5744.84,Transfer
d913b23a,2024-12-10,9162.3,Withdrawal
520af518,2024-02-17,7289.81,Deposit
23b15818,2021-11-11,2036.84,Withdrawal
3e4a5f0d,2024-09-23,925.68,Transfer
7c162086,2021-08-20,8831.1,Withdrawal
6af9cdcb,2021-04-14,4862.64,Transfer
84be8bfa,2020-11-16,663.24,Withdrawal
8918d492,2024-09-02,6133.11,Deposit
c0ba62b8,2024-04-12,8657.5,Deposit
8c3be10f,2021-04-07,6919.16,Deposit
d3b06b08,2023-05-02,7199.09,Withdrawal
f2a74c94,2022-10-19,7193.12,Deposit
83c74c9b,2022-06-07,7874.45,Withdrawal
8ea6f491,2024-11-05,2791.87,Withdrawal
00e4c7db,2024-02-05,3788.82,Deposit
f43c6e35,2024-08-06,3025.49,Transfer
4df8cac3,2021-09-07,6360.26,Withdrawal
418ce0a3,2020-12-30,4067.21,Deposit
db96866b,2021-03-04,4077.9,Transfer
1f5aa3c1,2021-10-12,5509.67,Deposit
a3ba7c82,2021-07-25,5760.19,Transfer
22d5a8e1,2024-11-25,5249.36,Withdrawal
c1a7870b,2020-11-07,9751.02,Withdrawal
56f32404,2021-07-01,9679.62,Deposit
a5d1ff71,2023-11-06,2505.28,Transfer
964d4bae,2023-08-29,3000.85,Deposit
8a19a7c1,2022-02-05,2289.79,Deposit
426d38cc,2023-11-09,9608.42,Transfer
1e70ebdc,2020-10-19,1886.18,Withdrawal
f6c1dc6d,2022-07-15,9293.71,Transfer
003e7b03,2020-04-05,1343.79,Transfer
6a74c721,2020-10-19,169.83,Deposit
4ebf5fd6,2020-01-16,1754.07,Transfer
f39faa25,2023-06-08,6768.35,Transfer
4ad060ca,2024-09-24,5951.21,Deposit
205a14e8,2021-02-04,3288.85,Transfer
6c47dd66,2023-01-18,1058.13,Withdrawal
8fcfe52c,2024-03-02,9269.84,Deposit
4f87452a,2020-03-28,5331.96,Withdrawal
8c4fcc4f,2024-11-20,9946.97,Deposit
0cecd726,2021-10-13,9425.37,Deposit
94d5b4db,2023-09-15,196.02,Transfer
ae63ea9d,2023-07-24,920.51,Withdrawal
da5e0205,2020-05-28,5680.54,Withdrawal
7faa41c0,2022-04-30,1253.19,Deposit
f98abdeb,2024-06-28,7893.47,Transfer
b970ca20,2024-10-25,7408.23,Deposit
4d69ad34,2023-11-17,8463.99,Withdrawal
9b68d7ed,2023-01-14,531.49,Withdrawal
581118c3,2025-01-24,6681.93,Deposit
d8195210,2020-06-06,8414.47,Transfer
3c33808b,2023-01-08,4561.5,Withdrawal
f768d095,2023-07-26,6177.84,Transfer
74826849,2020-11-02,4161.83,Deposit
e310ab56,2021-05-04,8363.53,Deposit
b0ea733a,2020-11-30,5471.58,Withdrawal
f4650cb2,2020-05-16,8637.67,Deposit
62e5c5a0,2022-01-18,523.88,Deposit
856aaec8,2025-01-17,4307.57,Transfer
82f40141,2023-01-11,107.29,Withdrawal
3aaf16f3,2023-10-12,2418.84,Transfer
eb1457d1,2024-01-07,5625.54,Deposit
e3d513f7,2023-01-01,501.47,Deposit
e699d4c6,2020-05-21,1300.11,Deposit
fedcc2f8,2023-01-14,1066.51,Withdrawal
947d4571,2020-04-11,1205.16,Deposit
651c35d6,2020-10-15,5480.17,Deposit
214ed750,2024-02-11,1422.82,Withdrawal
648238fa,2020-10-16,4465.39,Transfer
710c0386,2024-02-14,3458.74,Withdrawal
ab07838d,2020-02-03,673.57,Deposit
82d5ba06,2023-12-21,1715.14,Transfer
b302f342,2020-05-06,4536.07,Transfer
f1b497df,2023-03-28,8505.09,Transfer
84a1a9cd,2022-03-15,8510.67,Withdrawal
bf657bc7,2021-03-16,6836.37,Deposit
e9499124,2021-01-25,8660.48,Withdrawal
ae4d7d19,2024-02-26,1365.05,Deposit
c10b525d,2022-01-09,7635.17,Transfer
44cc7707,2023-10-20,6764.17,Deposit
abbe9b63,2022-06-26,4180.41,Deposit
b260fd75,2021-03-06,2600.48,Deposit
38bf6ccc,2021-12-09,3121.78,Withdrawal
f8846b82,2021-11-15,761.87,Transfer
ceacbb40,2024-12-28,7226.76,Transfer
9e3c1d51,2020-12-21,927.75,Withdrawal
58115fcf,2020-12-02,2669.27,Deposit
0c30e1a7,2024-02-27,1208.34,Withdrawal
3a100924,2023-10-16,6618.78,Transfer
461af258,2020-02-21,1322.86,Withdrawal
d6ef3227,2022-04-28,7116.13,Transfer
8369174d,2024-06-03,7198.27,Deposit
113577a0,2023-07-31,4777.65,Withdrawal
cce04f06,2022-03-07,7150.8,Deposit
ce84af0c,2020-10-23,2012.98,Withdrawal
d8cd8ae3,2021-02-24,4995.86,Deposit
2f32fe54,2022-03-25,8209.66,Withdrawal
fd789543,2021-07-07,7788.1,Transfer
4369dd79,2021-11-08,9317.43,Deposit
e744eecc,2020-05-20,4430.88,Deposit
aa84531d,2024-09-08,1151.76,Withdrawal
260b7119,2022-06-03,9203.58,Transfer
759f892a,2020-03-30,5899.76,Transfer
7ccef21b,2022-01-28,1513.54,Deposit
04c82064,2021-03-25,9381.13,Transfer
b70c9374,2022-05-16,2795.54,Transfer
2caa9e78,2020-01-20,290.93,Withdrawal
fdf20c4f,2024-10-15,9602.71,Deposit
96d3e5d0,2024-04-24,7323.62,Transfer
c40901ef,2021-09-05,6773.23,Deposit
9ec947b4,2020-11-21,2636.06,Withdrawal
f9b4c7f9,2022-06-27,5098.45,Withdrawal
ade8b294,2022-08-01,1717.48,Transfer
830d5b63,2024-04-23,4033.48,Withdrawal
b652672e,2024-08-12,3512.95,Transfer
86b5c842,2021-08-20,3698.59,Deposit
8fb4bef8,2020-01-22,8703.7,Deposit
5cf6f8a2,2021-02-28,2176.99,Withdrawal
ce732d0e,2022-01-27,8724.79,Transfer
18e21c25,2023-05-22,1922.19,Withdrawal
c4fe7af3,2023-03-17,7479.34,Withdrawal
37aabf6c,2021-01-01,7803.64,Transfer
709dd20f,2023-09-12,8313.19,Withdrawal
979f7693,2024-02-06,9213.24,Deposit
ede5fa5e,2024-04-12,8163.22,Deposit
f1a3f016,2021-01-11,3576.77,Deposit
0b8dcec1,2023-10-25,7554.66,Transfer
659028ac,2020-06-16,4576.88,Withdrawal
00a45299,2023-04-02,6089.1,Deposit
6ae3a015,2020-04-05,6882.2,Withdrawal
8135314e,2022-10-10,8387.03,Withdrawal
13a1b8c9,2020-04-25,8937.9,Withdrawal
a5221a1f,2021-03-16,1402.09,Deposit
5f237365,2021-09-28,6457.16,Deposit
f29fb201,2023-05-10,2695.13,Transfer
93132479,2021-04-29,6971.58,Withdrawal
a4251efa,2022-05-27,7637.88,Transfer
fd5d76af,2022-10-05,4818.1,Transfer
2cf117d4,2025-01-10,5318.1,Transfer
f50c44ad,2021-06-20,7433.34,Withdrawal
901ea7ba,2023-07-10,1750.13,Withdrawal
2dac15d4,2023-09-30,8225.28,Deposit
db02a9a1,2023-08-19,2288.2,Withdrawal
16f880fd,2024-08-19,9191.88,Withdrawal
5f49ee66,2025-01-13,4658.11,Transfer
bcf54078,2021-05-07,4359.54,Withdrawal
a6888dd6,2024-02-24,7090.42,Withdrawal
f9f5c2f7,2022-07-02,7918.27,Deposit
7f5a1167,2023-08-23,9085.13,Deposit
2bf49322,2023-07-14,7569.78,Transfer
e14250d2,2021-07-06,5545.28,Deposit
478171b2,2024-02-15,4487.65,Transfer
5c0510ee,2025-01-14,3171.98,Deposit
ea43df30,2020-11-03,5784.88,Transfer
0aac1abf,2021-03-12,9126.25,Deposit
982a780c,2022-03-13,7104.52,Deposit
cda78ad7,2025-01-06,4901.0,Withdrawal
2fcc202c,2022-05-19,6484.6,Deposit
6a1485de,2021-06-15,2656.12,Deposit
c90db6db,2021-08-27,8231.64,Withdrawal
8fa9a8af,2022-11-02,4984.74,Withdrawal
3627df27,2023-02-22,3103.56,Withdrawal
fe6cde11,2023-09-23,5195.71,Withdrawal
3df15eb9,2023-06-11,6617.38,Deposit
47880c49,2020-01-11,8616.44,Withdrawal
4bff3a91,2020-06-20,7803.82,Transfer
c2c72fe3,2023-02-15,9906.65,Transfer
5b3b92fb,2021-07-22,9203.32,Withdrawal
dc06080a,2022-01-22,4555.95,Withdrawal
14507c36,2023-10-30,9206.16,Transfer
463000dd,2020-06-26,4124.92,Deposit
04eec8bd,2020-02-18,1663.68,Deposit
9cce60c5,2021-12-28,7254.54,Deposit
0b3c3d0e,2021-10-28,5107.14,Transfer
4b41921c,2020-11-24,7237.82,Deposit
b6636483,2024-07-21,6193.75,Withdrawal
510b3d14,2024-10-14,2101.55,Withdrawal
b3d7d9c5,2022-08-22,3835.79,Transfer
7dbb7c19,2022-01-25,6888.01,Withdrawal
1622d0ab,2022-04-12,5306.9,Withdrawal
ed0ccc56,2024-02-01,971.22,Withdrawal
75d01200,2020-11-22,1555.42,Transfer
c22d645e,2020-08-27,8534.45,Transfer
c4684688,2024-09-13,161.16,Deposit
34e6e213,2022-06-29,9150.87,Deposit
588e516a,2024-09-18,976.64,Withdrawal
0ecdf7a0,2021-02-25,5429.51,Deposit
afbb6e11,2024-03-10,2584.11,Withdrawal
64a6f84b,2021-02-02,8788.42,Withdrawal
f2cc6b92,2022-10-26,4243.86,Deposit
67a7a56c,2020-11-03,6418.54,Deposit
ae0a6992,2024-05-05,5940.19,Withdrawal
083db869,2021-10-10,2678.65,Deposit
19560f8c,2020-02-06,9882.1,Deposit
f115831e,2022-01-20,3811.28,Transfer
7a100b83,2023-08-26,8520.96,Deposit
bec5bcdb,2021-12-06,6706.37,Withdrawal
7c8151bf,2020-08-02,121.89,Withdrawal
df3a85f3,2020-02-02,789.14,Withdrawal
ba434e0a,2021-10-31,4780.94,Withdrawal
336b420c,2024-06-07,4364.64,Withdrawal
a9e9183c,2022-11-13,508.35,Withdrawal
5c8e3621,2020-08-07,4194.4,Deposit
e88b1d21,2021-07-13,877.59,Transfer
f5c4d0d0,2024-01-30,8039.8,Withdrawal
43ff08a3,2024-03-12,5051.85,Transfer
41a94555,2023-06-16,9627.88,Transfer
88e1fc37,2020-09-15,4352.54,Transfer
b4405043,2021-01-04,1472.64,Withdrawal
44ac13cc,2022-04-28,4563.73,Deposit
fceeed03,2022-05-13,4557.59,Transfer
c713cbe3,2020-02-26,1112.09,Withdrawal
bce67872,2021-06-18,4977.03,Withdrawal
ad4c03ef,2021-03-06,3417.55,Deposit
2dfc087c,2020-03-02,1437.2,Withdrawal
2d8756bd,2021-02-07,3183.21,Transfer
2e318fed,2022-03-05,4212.48,Withdrawal
ed8f9696,2022-06-04,383.67,Withdrawal
8a3b39d3,2022-08-25,9772.21,Withdrawal
9e4094c4,2021-02-10,279.38,Transfer
e77473c6,2023-10-16,6912.94,Deposit
349e234c,2020-08-06,6714.04,Withdrawal
0e219a66,2024-02-14,1888.5,Transfer
6ac4a668,2022-09-08,6078.64,Deposit
30776778,2024-02-16,3404.96,Withdrawal
060c9a3e,2022-02-10,3844.29,Transfer
7df9b51c,2023-05-07,8954.35,Deposit
4566403d,2022-04-19,1343.4,Deposit
d3f2c3c3,2024-12-10,7547.14,Transfer
aa180671,2024-02-06,2491.65,Transfer
def6f643,2025-01-10,1967.74,Transfer
36294d80,2021-07-01,4693.0,Deposit
e7449098,2024-03-24,7843.27,Withdrawal
a0e75428,2024-03-10,4679.87,Withdrawal
f0f60200,2022-07-01,524.42,Transfer
ad100aa5,2023-09-06,9251.93,Transfer
9674dd87,2020-02-02,8377.0,Deposit
40cb65b8,2023-05-17,4821.22,Transfer
10569de0,2022-07-07,8953.25,Transfer
77c0b1bb,2023-12-02,143.83,Deposit
f4326366,2023-08-20,8109.12,Deposit
1b3e5f10,2020-12-20,4360.62,Transfer
e5578e54,2020-04-07,3115.86,Deposit
31f61c7c,2023-02-05,3835.39,Transfer
f3ab4c22,2020-01-24,9996.97,Deposit
1baff29c,2023-07-09,9666.48,Transfer
d97b7b4d,2022-06-08,9135.21,Transfer
d8488b0c,2024-01-18,5876.85,Withdrawal
c4893d2a,2022-09-03,3603.47,Transfer
4dc37ea6,2021-03-04,9618.13,Withdrawal
528c88c9,2021-02-14,3961.53,Withdrawal
94115bc8,2024-12-01,8642.32,Transfer
c902276f,2020-05-26,1528.06,Deposit
6c43b905,2021-03-09,1232.36,Deposit
2e4226c0,2022-10-10,181.75,Withdrawal
940746ff,2024-05-04,4052.12,Withdrawal
7e38cb9c,2024-01-05,269.83,Withdrawal
708f1348,2022-08-25,7029.05,Transfer
37adb1a2,2020-04-16,8555.02,Withdrawal
f949daa7,2020-03-30,4850.79,Transfer
48c20b26,2023-02-13,8395.68,Deposit
a8d468f2,2023-10-08,9883.24,Transfer
0eba54b4,2021-11-13,3907.68,Withdrawal
4cb19d26,2020-03-01,6381.02,Deposit
46de4eaa,2020-12-20,8690.72,Transfer
e2d30e0c,2024-01-01,6546.46,Withdrawal
b97eac61,2022-07-02,9150.19,Transfer
4c884871,2020-02-18,2625.55,Transfer
80aa7d4b,2020-12-01,6672.56,Deposit
461a5809,2021-05-02,4436.18,Transfer
8b710bf6,2024-01-24,8957.85,Withdrawal
b0065a7d,2025-01-19,3741.47,Deposit
d9d254bf,2020-04-26,1284.52,Transfer
ae5fc9b6,2021-11-22,8870.79,Deposit
04476c88,2021-10-22,4340.93,Transfer
02dc8b62,2022-08-23,2359.28,Transfer
4f2e73b6,2023-08-04,9319.0,Withdrawal
fa6cccf4,2021-01-23,2313.77,Deposit
361e230e,2023-05-18,3944.94,Deposit
b54475d1,2024-09-04,2732.13,Deposit
c4b6a8f9,2023-08-20,5006.18,Deposit
ea7b373e,2024-01-20,9039.03,Transfer
4cd2d1ce,2020-05-26,4157.57,Withdrawal
1c0eb77d,2024-04-15,4254.69,Deposit
0f17b1cd,2021-05-20,1953.7,Deposit
fdbf2853,2022-12-12,8334.78,Withdrawal
f2301301,2023-08-09,7536.79,Withdrawal
ec770917,2020-10-21,1168.69,Withdrawal
e5b6ff6f,2023-08-14,7062.07,Deposit
b473ee58,2021-03-19,8138.07,Withdrawal
5a10e414,2022-09-05,7075.02,Transfer
f05e39c7,2023-02-19,9209.35,Transfer
3c90c85f,2020-11-19,9024.54,Withdrawal
7370927d,2022-12-15,2490.15,Deposit
ea21c947,2023-08-08,5573.41,Withdrawal
023e407b,2021-08-02,5646.24,Withdrawal
d9d2c9d1,2024-03-18,4442.37,Withdrawal
06159cc7,2022-04-18,5433.02,Transfer
a666b57f,2020-11-09,3410.84,Withdrawal
f4703bb3,2020-08-26,9757.26,Deposit
58b66159,2023-04-07,3906.94,Transfer
4df5d35f,2020-01-24,3387.64,Transfer
1e84c60d,2023-06-11,2425.13,Deposit
6663bf62,2021-03-27,2403.91,Transfer
531da691,2022-03-04,7142.55,Withdrawal
3da9e507,2021-02-09,6642.17,Withdrawal
dd4ac681,2024-12-07,5057.61,Deposit
66f85cef,2022-08-15,9463.04,Transfer
958508bc,2024-03-18,7706.89,Deposit
02b4896b,2021-03-30,7125.46,Withdrawal
83f49135,2025-02-01,5561.05,Transfer
67e9a445,2020-10-13,9372.89,Withdrawal
0b26b7ba,2024-12-04,677.15,Transfer
7fb350dd,2023-05-31,8077.25,Transfer
3af06965,2023-11-01,2035.08,Deposit
e67a1b5d,2023-09-12,447.98,Transfer
4a6bdcc8,2024-06-10,3820.5,Deposit
4f437dcb,2023-11-05,2234.84,Withdrawal
99c2828d,2024-02-11,2556.07,Deposit
02975735,2024-01-04,7806.62,Withdrawal
45ad5f20,2023-04-25,4379.4,Transfer
211dd071,2020-01-28,459.27,Transfer
89f1c501,2021-12-23,372.79,Transfer
3b901438,2020-11-17,5666.97,Transfer
2f80beea,2020-07-20,9013.68,Deposit
098ecf4b,2024-03-04,9568.35,Withdrawal
7558640a,2020-06-19,361.95,Deposit
b62cffcb,2020-05-05,313.63,Deposit
e3e54aec,2023-04-14,4006.84,Deposit
3472952a,2023-12-26,926.02,Withdrawal
e7959342,2023-08-22,2385.27,Transfer
1ba8c319,2022-08-26,3546.46,Transfer
0f7c3687,2023-03-31,1630.8,Deposit
7ccf2bf6,2022-06-23,8739.24,Deposit
2247f4eb,2020-07-12,2336.02,Withdrawal
7b358acd,2021-12-13,830.29,Withdrawal
d93eefee,2021-10-28,7843.26,Deposit
6d3ae00c,2023-12-18,1269.7,Deposit
e62bb4b4,2020-11-28,6991.85,Withdrawal
db866a28,2020-11-12,2555.84,Withdrawal
85977681,2022-05-22,4585.62,Transfer
19da1399,2021-11-07,1441.7,Withdrawal
6d70d32b,2020-11-30,2565.8,Withdrawal
87b508c0,2023-10-13,1535.56,Transfer
b01a9c6e,2024-02-27,7084.41,Deposit
cfc76c56,2020-05-14,7244.21,Withdrawal
7d0ff69b,2021-06-27,747.84,Withdrawal
8a99bc38,2023-09-01,9070.41,Transfer
a2897cd0,2021-01-29,9161.0,Transfer
c4bb634a,2022-04-23,1106.61,Withdrawal
acac2a64,2021-07-12,1098.56,Withdrawal
a37d2e51,2023-12-22,9855.12,Transfer
93c513b2,2024-06-30,6519.44,Withdrawal
84ea7f31,2020-04-06,4363.19,Deposit
a04e00f2,2020-02-23,8024.69,Deposit
99f3e8b1,2021-08-17,6184.95,Withdrawal
60ccd959,2020-06-28,2456.67,Withdrawal
05505152,2020-07-10,5620.14,Withdrawal
01adf9b4,2024-07-15,8868.12,Deposit
8beb093b,2022-08-06,8868.41,Transfer
45c320bc,2021-12-19,4436.92,Deposit
8213b8b6,2024-11-23,8488.47,Withdrawal
a0f2e3cc,2021-01-22,3201.3,Withdrawal
2081f068,2022-07-31,3437.55,Transfer
08eef490,2021-08-03,7700.57,Transfer
b46a20ac,2023-02-19,2225.8,Deposit
d7aa1c11,2024-02-10,8872.44,Transfer
054b31eb,2024-12-07,3094.54,Withdrawal
bff624be,2024-02-24,6394.95,Deposit
0182cdcf,2022-11-14,4894.91,Withdrawal
f9370691,2020-08-16,4742.83,Deposit
