customer_id,loan_id,loan_amount,loan_status,region
246379e6,8e1494,393261.22,Approved,South
0ba436a6,5c99c2,223946.28,Pending,East
eafa916a,dd09d0,35969.39,Rejected,West
dff1abae,2ce8da,152396.83,Approved,North
a16222fa,085b23,383444.9,Rejected,East
9efdc418,0eb338,26272.31,Approved,North
2b9c443f,ec0a0d,418601.18,Pending,East
eb9fde41,e7bfc1,162009.32,Rejected,East
afce0553,cff41e,316546.58,Approved,West
7ccd9868,63d644,191650.94,Approved,North
3576f361,a98530,496838.07,Rejected,East
01e75a56,99c0e3,211248.17,Approved,West
253628a5,3f7331,142797.74,Approved,North
12b15576,743942,72096.94,Rejected,North
8ff009d9,30aab4,469223.17,Rejected,South
26981dda,6dddbf,326629.2,Rejected,North
251b8b67,2aacec,49432.74,Approved,South
67104e7c,8691b9,170174.96,Rejected,East
a20f5cf7,12c63f,489200.55,Rejected,East
eb550dc2,411f07,225490.22,Approved,East
38ad080b,0cbed7,299642.29,Pending,North
06667534,3ae29a,94614.35,Rejected,East
efc8850a,9a7b63,162055.68,Rejected,East
89abbbbe,3ed0f3,460480.73,Pending,West
869e83bf,89b81a,492644.98,Pending,East
3a621db3,b77179,381963.66,Pending,East
79e87524,2019dc,366025.26,Rejected,South
52b9e6a1,223bdb,236634.91,Approved,West
bd080b89,84b20d,29238.35,Pending,North
fdd4a580,2cfa08,428092.86,Rejected,West
d5f77e56,9ecf03,227975.77,Approved,West
d146cc40,58b1cd,419869.33,Pending,East
2591bfcf,0575cc,367352.4,Pending,North
a0c58ffc,5ec1df,188397.33,Approved,North
4b8197f8,1cd3a0,15509.62,Pending,West
b3bf0033,27d6c7,329369.81,Pending,East
1b2d8901,665432,135707.93,Pending,South
b1eea7af,5faa3b,278376.82,Pending,West
cdb4503d,0bfd95,264876.88,Approved,South
a1017e67,1c3361,390817.17,Pending,West
8d83fc06,168d06,57018.17,Pending,East
45212aea,dde5e1,104713.42,Rejected,East
da9ff64f,73fa66,132424.48,Rejected,North
94850696,c0de31,388321.82,Rejected,West
24876f0b,f0b1a6,404592.76,Approved,West
84363910,55a58c,227154.3,Rejected,West
235cca22,e7d51f,462276.18,Rejected,West
d333a1d4,65fffe,214466.38,Pending,West
7e5eb731,641e7b,359849.31,Pending,West
95ddf047,c4fce7,277468.56,Pending,West
06c1b363,5b7193,194162.61,Approved,South
bef61e8a,7bf5bc,246254.08,Rejected,North
9631a138,c43bd8,260042.61,Approved,East
c0cd7a30,a055cc,464115.13,Pending,East
3a6d9acf,02579a,440528.25,Approved,North
f4b5b6d5,10eba8,117410.2,Pending,South
aa3147fb,bddfb6,296502.06,Pending,North
9485f568,dd661b,368834.16,Approved,North
2ad73cc0,1b29b4,314818.35,Approved,South
9e8fe368,ebee13,138320.27,Approved,North
5009fd0f,ceefd2,342513.4,Approved,West
7f470df0,aeaa7c,109160.16,Rejected,West
67316adf,2c2d8f,308382.32,Pending,West
a623d882,d0feb9,127811.12,Approved,North
b71a8f0a,c5e4f8,256046.93,Pending,West
9a62eb50,16f139,299422.52,Rejected,North
8c26e8ec,9d3a16,191986.66,Pending,North
9e2c1a32,a64fa3,410574.73,Pending,North
10a920da,24237b,408585.33,Rejected,East
f3a98f87,86d552,291515.26,Approved,West
e910dd58,e30295,239189.4,Rejected,North
ce08c926,20e319,330271.11,Rejected,East
25fbb348,887c28,498883.27,Pending,East
d92ba095,a543c5,259568.92,Approved,South
3c60f2f1,b0069d,194396.83,Pending,East
d2d9f0ae,c6aaf8,484243.52,Pending,South
83ae3cc8,2d3b27,428216.26,Approved,East
1a137705,6381cb,183593.72,Rejected,North
9098f0d1,af42e9,167917.61,Pending,East
8190a3a3,0f80a6,19281.77,Approved,South
bfef6c99,c914be,479826.92,Approved,South
8313da56,1dafb6,205930.55,Rejected,South
66c88f25,e60b50,489130.11,Approved,North
8a6be810,b3b480,335106.84,Rejected,South
15090784,dda77b,199963.92,Rejected,South
032c99e9,34a445,182606.5,Approved,East
d58e1251,55b4ea,224491.99,Rejected,West
c2e7445a,280360,380506.1,Approved,North
a8b1fd07,8a0fd8,412204.28,Pending,West
1371e7c0,986b96,186307.48,Pending,East
9a583ee6,a3f421,290775.55,Pending,South
d3abd108,8b06e4,396340.2,Pending,West
e044c897,c6d695,321553.85,Pending,South
5527c9b5,66d378,107096.72,Rejected,West
12ac8aa5,bdafb2,247861.26,Pending,South
08894074,348257,213877.59,Approved,South
9a0c05a6,8ef06a,95074.81,Approved,North
0745199f,f2f5ba,137877.56,Pending,South
d3023011,4403ea,181961.82,Pending,North
144444c4,eea26b,165246.08,Rejected,West
6039b5c2,271ac6,119699.66,Pending,North
5dc4ef94,06ac23,456813.65,Rejected,North
8a472af7,482fb1,399537.49,Pending,East
6089ecc6,530960,6975.66,Rejected,South
a5a074a2,1e3647,400183.59,Pending,East
c9c5db27,11d6fa,237876.84,Approved,West
16258186,0199ea,300937.37,Pending,East
c660a807,e16974,135486.14,Rejected,North
80ad06e4,8834b3,292705.4,Rejected,South
d8593e0d,79e61a,48106.65,Pending,South
c382bdfb,1294e5,62496.27,Rejected,North
dea04256,b5e2e1,28135.76,Approved,East
40772e85,817420,251893.74,Pending,East
888161e5,3b2096,371950.21,Rejected,North
c29c7d74,60f496,125759.76,Approved,East
0cf47fc5,4faa5b,353011.26,Approved,East
065da228,e811d4,283282.85,Approved,North
d3430b00,4e455f,116637.86,Approved,North
1819f4b0,f75e10,192934.1,Rejected,South
9a7323ab,a9de07,163661.88,Pending,North
73d9a53f,460e2a,495665.21,Rejected,North
e1633d5b,b81e5c,167294.15,Rejected,South
2a914305,033cbc,67046.46,Approved,West
3ddef7b6,ac72e6,193817.81,Approved,South
37f5ca33,140d96,122742.75,Approved,East
84767b8e,18a8b4,326514.6,Pending,East
59bc9712,a63a22,88402.38,Pending,North
798dc0df,e7ea63,309928.84,Approved,West
91c47b05,4b4c0a,339299.34,Rejected,North
ddee9ec3,663556,7378.3,Pending,South
18a2973d,c6e273,489133.11,Rejected,South
9e152239,c54af8,171472.23,Approved,South
f631101d,a0b76a,363871.6,Rejected,North
ab18d528,396034,54177.15,Approved,East
125f5cb2,9e5ba2,376892.47,Pending,West
3b6ded37,3aa52c,323016.08,Rejected,West
5f5921ee,3b6e2c,191682.77,Rejected,East
00a992ca,5e9337,497095.74,Approved,West
81000542,01b66b,442415.06,Rejected,East
079936cf,66d6ac,404853.73,Pending,West
3493814c,d27209,466388.09,Pending,West
46816674,65b108,473457.61,Approved,East
178e1a33,968154,151445.9,Rejected,South
d7de13de,a5de77,338856.48,Approved,East
bafca22b,3fa17a,171775.41,Pending,West
937f435a,93ed05,313127.96,Rejected,South
bfc89bdf,42acae,20873.4,Approved,East
7e6702ad,f5d6f6,412158.6,Approved,East
b2091591,f6322d,424429.17,Rejected,North
37e2a563,51848d,177491.62,Pending,West
3d1fabe4,30d9f8,338599.87,Approved,East
e7b08b22,7f077f,290859.13,Rejected,West
18824058,9ec970,93936.93,Pending,North
178e1a33,269d75,252256.54,Rejected,East
4c0ee915,0c6554,57439.63,Rejected,North
30b5d94c,a7ca99,188006.05,Pending,South
0d924ac2,57474f,120492.32,Rejected,North
e2fd2d46,6e9607,23662.27,Pending,South
f1914d08,da6b45,492275.46,Approved,East
e38f1f17,c4a214,164811.0,Approved,South
cf10a13f,de09c9,9959.04,Pending,West
c23958ad,a714f2,16923.52,Rejected,South
4dea2f4e,1947d3,118493.39,Rejected,South
2dc98986,3ce734,275287.74,Rejected,North
ae5abfff,9fe984,245508.2,Approved,West
db4452b7,86feee,425986.3,Approved,West
668bf89f,1bab9a,323922.71,Pending,West
a7568c3d,1fea73,65490.57,Rejected,West
205b940b,b48e25,431290.26,Rejected,West
45f021e3,eb24bd,211434.27,Pending,East
4b7a9d26,c9f86b,51592.86,Approved,West
cc9811b7,21c809,472851.81,Pending,South
18d4c355,c9a0f8,474374.5,Approved,West
8424900b,8dbb1f,120759.95,Pending,East
2e7a5206,58c0d5,66229.6,Approved,West
43c724f8,038658,36151.26,Approved,East
0809ae3e,4e1feb,452135.05,Approved,West
b78dcb0c,e8a2c9,440396.16,Rejected,South
cdc17661,fb2925,172996.0,Rejected,East
75fadb40,829601,332342.63,Approved,West
bae4c357,7e2f19,76793.75,Rejected,South
10aa2a9c,a6f44b,335393.26,Approved,North
3211980d,e657f6,443843.56,Approved,South
1000d4de,52bfc0,396635.06,Rejected,South
7c66cc7e,edd5fa,347225.82,Pending,North
92c1b7f9,841943,112794.45,Rejected,North
fbd52a1b,d17e43,368589.92,Rejected,South
886ef3ef,425c69,64845.27,Pending,East
47671de6,42acd0,254818.96,Approved,East
14608a95,8dcf8c,238262.18,Rejected,West
4ada9308,98da8e,171505.1,Approved,West
b33640cb,2c09a9,271804.05,Approved,East
aeb51f2b,798d2d,201502.16,Rejected,North
27ddf342,36bea5,473346.54,Approved,North
0affddc2,dab5c7,337106.63,Pending,South
feacec97,6d131c,26772.35,Rejected,South
f0adbfbc,0d28c0,227096.78,Pending,West
de8ffb17,fce038,420302.67,Approved,North
57c12847,6fff41,201197.09,Approved,West
25042778,72c704,367157.05,Approved,North
ee2cd510,e3f94e,463410.47,Approved,West
b3f38b98,c7e7f7,257560.93,Approved,South
8654e2c1,8e62bc,99528.15,Pending,West
1a71e6fd,3ad2de,291443.98,Approved,South
e0183f7d,d10685,282375.55,Pending,West
9773eb4e,c4922f,51121.87,Rejected,North
62dbda9a,b769db,268019.72,Approved,West
772f3fb0,a004c2,119941.59,Approved,South
9ace31c9,1209e7,414598.92,Pending,South
ae7f051f,038074,177913.35,Approved,North
14752d20,08b616,90462.44,Approved,South
e3a7722a,bd6b86,214634.36,Approved,East
e61151d6,a106b4,402516.43,Rejected,East
84363910,35d5d5,381468.02,Approved,East
9d755944,ddcfba,234127.45,Pending,West
b2a510f5,2aa804,344540.84,Pending,East
b405ae31,945363,17088.46,Approved,South
7f9bb471,86fe88,64462.39,Pending,West
04cc752b,ec0ba1,462582.56,Pending,West
8ec592bc,474dd6,58119.11,Pending,West
30715459,21f5de,250106.14,Rejected,West
f6692478,c029f0,27799.94,Approved,East
cd4674d4,7f875a,490922.51,Rejected,South
42893781,c2679d,451934.3,Pending,South
043a5155,8f856a,363568.62,Rejected,West
9a2301fb,bafa9e,369513.26,Pending,West
97cd9ba1,d135ee,443506.57,Rejected,West
b6f4c0b9,41e841,12276.28,Pending,North
384ba671,039a03,395044.64,Approved,North
eb917aca,f8f4bf,158290.09,Rejected,East
f1e56ad7,a8a4ac,74078.56,Pending,West
15365332,6a64d2,296226.49,Approved,East
7661a377,c58ce9,12823.24,Pending,South
9605fb13,b66123,398804.39,Pending,West
e63c0569,862989,11949.38,Rejected,West
0f6317ac,825bb2,53213.16,Rejected,East
9f3613bb,f7cdd1,73202.83,Approved,East
82862581,51257c,134001.34,Rejected,North
be7c82d0,1cf842,431073.09,Rejected,East
5f5420c4,cc7565,162494.86,Pending,East
846d1bda,546648,78648.08,Approved,North
af64eaf8,706dec,9540.4,Pending,North
6dec983d,c6f443,143284.0,Rejected,East
0050c6c0,a10324,212171.98,Approved,East
5c687fcb,4032ef,188812.7,Approved,North
988b04cb,fb9d4f,211661.59,Pending,North
4e06a5ed,5b1c46,423098.39,Pending,East
75213727,3fd585,301870.06,Rejected,East
bf7576b2,cd9e7d,410304.07,Rejected,North
d9677c59,c798ff,182055.66,Pending,East
63f6348c,c1b1a2,391989.38,Pending,North
c588dcbf,ba29d2,494753.27,Pending,South
f1e3f243,550b88,356200.69,Approved,North
e7d1b14b,0574eb,474184.34,Rejected,North
ddf2dcea,c95216,182729.41,Rejected,East
620ae295,02fabd,225927.79,Pending,West
8cc05104,04b464,61062.26,Rejected,East
842e8ed7,8e1a42,295831.85,Approved,West
553ea82a,1c6764,312998.17,Rejected,East
eadfdc08,42e6eb,468867.87,Rejected,East
ab910ef0,7c3f29,72323.03,Approved,South
47a5558c,870236,394842.22,Pending,East
fe143487,499124,341409.55,Pending,East
b836299c,34220a,375192.93,Pending,East
679d36c5,f9cd89,497695.86,Rejected,West
6b1b691b,16476e,435916.31,Approved,East
4a9009ba,985187,137845.18,Rejected,South
7eadb77f,c0434b,483489.11,Pending,North
dc81c576,5096b0,58960.43,Pending,South
ef9977ac,e783bb,141214.57,Pending,East
19381c43,f69a8f,436749.67,Pending,South
bce25e70,95e790,208873.51,Pending,East
9efdc418,5ea71b,79310.8,Approved,East
e910dd58,8585b0,262925.37,Approved,East
3516c7b8,bb5a08,391869.67,Approved,North
41be7069,14461a,278517.32,Rejected,North
1a5bac67,8b45b3,10289.86,Approved,South
8313da56,1b9c74,76597.54,Pending,North
8ccc5c8d,b56674,49252.86,Pending,South
d845149e,9efe3f,307010.28,Pending,North
4b3a5655,38fdd2,83760.05,Approved,East
a89098ae,e261b8,44840.31,Rejected,West
c4a58e24,972e28,196960.15,Rejected,North
acfa997c,c83341,137459.8,Rejected,East
c06ab239,f6e959,312340.86,Pending,East
c869f197,2e8bed,108592.39,Approved,North
ed9576bf,18c5ab,353087.17,Pending,East
e41fc539,c07b2d,444623.8,Rejected,West
eb9b6ee0,9ea38b,26599.28,Approved,South
d613c39d,0e9eb3,119453.94,Rejected,South
2aed76de,a44b72,137890.16,Approved,East
f4c4cfc4,350996,102907.44,Rejected,East
15102219,808f01,278236.72,Pending,West
00b303fb,6f9af3,323434.74,Approved,West
0fc3a8a8,3a7695,105271.04,Rejected,North
9e5eff73,2798ef,205698.76,Approved,South
11df7b04,5fabaf,157042.07,Approved,North
3d4062ea,4f6250,209241.85,Pending,East
d09aab79,c53558,14599.36,Pending,North
48e337d5,5784b5,222520.1,Approved,North
4bc9cdc8,f8333c,167404.23,Pending,South
952c2bae,3d174b,105669.02,Approved,South
631c6fc8,211c37,57025.27,Approved,East
a29988ed,87e90c,223241.14,Approved,North
3e9fde85,20ba14,337197.0,Pending,East
f1c8c543,e7f207,365889.67,Approved,West
2b9f872f,815ade,179919.86,Pending,South
b059e8a7,279144,363748.62,Rejected,South
80b5874d,55aa4b,495954.78,Pending,South
3646b8d1,1a984e,63878.74,Pending,North
2ea41046,34d44e,119115.17,Approved,West
cbd690d1,75389e,67825.18,Rejected,East
c32aa1fd,622351,280346.85,Pending,East
8e39e110,1d3a93,292517.94,Pending,North
44e6e0ec,65c52f,242469.86,Pending,East
1d57a21f,a67908,125943.99,Pending,North
c7ffb753,a601bd,174562.28,Rejected,South
e5a4c40f,fde91f,460009.89,Approved,South
823b8989,079972,451103.75,Pending,South
cefc590c,13206a,494167.28,Pending,South
bdab8811,b9fa96,419577.52,Rejected,East
5fb42b89,df3d91,81176.89,Approved,North
cac544cf,fbea19,233004.11,Approved,East
541eb071,8384ae,289158.68,Pending,West
f472bb01,934397,490118.48,Approved,West
059e692b,636a86,424002.03,Pending,West
b13b2d56,f10117,97763.76,Rejected,South
d5640f9c,8191c9,431385.58,Rejected,East
7e495c79,318129,251629.22,Pending,North
f1cedae1,d31524,491615.88,Pending,West
93aa9b6d,2c3d01,382866.29,Rejected,East
2686524f,309f1c,377847.28,Rejected,West
8c89961e,380070,263375.55,Pending,South
f3c03e16,dc63f2,363590.58,Rejected,West
504c8fcc,8c2ec4,288286.61,Pending,West
d0a4fe84,30b85e,190045.59,Approved,North
e12b3d4a,35d6e7,39702.94,Approved,West
bb933889,4b42bd,268984.23,Rejected,East
6bd70bab,a89990,193278.13,Pending,East
c4893a84,6f37fc,131818.82,Approved,North
25470a1d,1b712d,222045.97,Rejected,West
e8336558,21f2cb,137650.74,Pending,North
6d0f74fe,233a89,346779.16,Pending,West
2eadbf1a,399c0f,175375.13,Rejected,West
7037cca1,eb9c89,15043.39,Pending,East
c323562d,d35f1d,20767.34,Rejected,East
c77dbd35,9eacdc,6894.56,Approved,East
e82eb141,47a232,226189.04,Approved,South
1865a8b0,a9bfa7,194707.75,Rejected,North
a2d0bf71,517f76,265380.38,Pending,South
fe3fced6,dca226,116528.05,Pending,East
c8bac770,75aa22,185235.36,Pending,East
6059f58b,2bbe61,144436.2,Rejected,East
4dcf1a6a,8989ba,491278.98,Rejected,West
9c1a36ac,cc0cc5,236902.22,Pending,West
ab784e46,38aa26,367944.37,Approved,East
abb1aaec,cb1e6d,200119.01,Pending,West
12d6d794,dbc993,230511.44,Approved,East
43b3e129,2cf3d1,281949.9,Rejected,South
cec7301c,a7baab,411901.66,Approved,West
b38a0598,9093db,471813.87,Rejected,South
a9cff761,c316c0,344002.23,Pending,North
726df4f5,f3546c,39089.36,Approved,South
df01519b,3d44f9,301284.86,Rejected,East
2878fb3c,3029b6,239147.99,Rejected,East
316ef6a0,b2fd3e,286743.8,Approved,East
2fa80261,5d7693,274068.05,Pending,South
