transaction_id,customer_id,amount,timestamp,branch_name
43fe39b7-fccc-466a-99ae-322fc14d7bbb,2196,744.4,2025-02-03 03:44:40.283004,New York
9a7cbe4b-b258-494b-b24c-4fc2c9d20892,3785,930.72,2025-01-29 03:44:40.283016,Los Angeles
45dcf18d-d936-44dc-88f2-fb9895fb989a,2092,1182.31,2025-02-03 03:44:40.283029,New York
0d708e6d-2f27-41fb-b7d8-003e01858153,3990,2063.12,2025-02-08 03:44:40.283042,New York
f701abd3-af9d-42b3-bf70-2df3b9e5813e,4550,4041.95,2025-01-28 03:44:40.283054,Boston
47b9b5b1-23ff-4c3c-a870-31b539381197,4092,4874.32,2025-01-19 03:44:40.283066,Los Angeles
8ace0b3b-aee8-4aec-81ca-ac6e9dfa059f,1681,1220.91,2025-01-28 03:44:40.283079,Boston
73db640b-0208-4883-bc88-ce9e12815dac,4142,2396.06,2025-02-06 03:44:40.283091,New York
319614af-e410-432e-98f1-486b9b208700,2630,4282.72,2025-01-22 03:44:40.283103,Chicago
27f0ecdd-115e-4a3b-b0db-32640dbf9833,2135,1896.74,2025-02-02 03:44:40.283114,Boston
20b3adb0-ba5c-462b-acc2-e7462536af34,2832,1660.94,2025-01-18 03:44:40.283124,New York
e2bc3951-692e-444a-b8b3-e3d6d97f8e07,2510,4314.33,2025-01-14 03:44:40.283135,New York
7077c019-08d9-43de-861a-1fa20ef7fbfc,1908,1646.82,2025-01-30 03:44:40.283147,New York
26959cda-ff5a-4f0b-9b39-482122b635c1,1295,3819.78,2025-01-29 03:44:40.283160,Chicago
854ba458-affb-4069-b56f-4515813a0160,4299,4530.57,2025-02-05 03:44:40.283171,New York
188a0109-76b2-4646-9176-7ce2dff20a6c,4157,224.68,2025-02-03 03:44:40.283183,Boston
7d6c8fb4-4bb9-4c13-bef3-327c732e6ca7,3250,4119.29,2025-01-25 03:44:40.283194,New York
d4794626-f44d-4761-ae84-3268444e9f3c,4135,1143.83,2025-01-26 03:44:40.283205,San Francisco
ec41e402-c57c-49ce-9f41-1be8b17d33fb,2956,1901.34,2025-02-05 03:44:40.283217,New York
f646b782-1968-4c94-9cc7-938d8f82a565,1077,246.69,2025-01-29 03:44:40.283229,Chicago
9afa344d-cf1d-4034-b49c-ccc2f711caa3,3412,590.07,2025-01-26 03:44:40.283241,Boston
ad29a4b3-154b-4e51-b62a-75be3e44a82f,3515,801.9,2025-01-14 03:44:40.283253,New York
120928c6-4602-40a4-aa9a-3ef15604892b,3671,1253.0,2025-01-15 03:44:40.283264,San Francisco
835d70f4-2c6b-4fcc-bce1-a4187d9077e9,2538,2457.47,2025-02-06 03:44:40.283276,New York
df2bbbea-aa4e-4c48-b5fe-b4bc511ecd9f,1292,1008.29,2025-01-20 03:44:40.283287,Boston
cb0e7d33-bf73-44e3-ba00-20c54fd4808c,1319,573.01,2025-01-19 03:44:40.283300,Boston
f4fbefa7-d83c-4e84-b4c3-f03df82abe52,2726,3241.17,2025-01-23 03:44:40.283314,Boston
25696712-b215-4b89-adcd-af432ee36e47,4601,1157.25,2025-01-22 03:44:40.283328,Los Angeles
08a735dc-df2d-4667-aeee-88a9ff4dc782,1904,1769.81,2025-01-13 03:44:40.283341,New York
2e8e0920-3369-4a66-a6b0-6d673a102dab,2821,4217.32,2025-01-25 03:44:40.283353,San Francisco
e2fce38f-1cc0-47d3-9378-b9927fc7e2c0,2123,1927.61,2025-01-21 03:44:40.283367,San Francisco
5c525ace-7520-4211-9ddf-0af61c2266f7,4148,645.47,2025-01-18 03:44:40.283379,New York
a8f8d56a-eebe-4bf8-b25f-aab1d39a5e91,3663,4692.22,2025-01-26 03:44:40.283391,San Francisco
ae2164e4-40d9-429e-9538-28a093d1682d,1807,3869.37,2025-01-23 03:44:40.283403,Chicago
20fcfdce-464b-4f00-819c-5f0b1e62a5bf,4107,1976.85,2025-01-15 03:44:40.283415,Chicago
8877e113-ff55-4f26-a3dd-d43e1ab7e108,1167,1136.47,2025-02-09 03:44:40.283427,Los Angeles
cec76a17-84c9-4973-af34-ac2b69e0eb43,4555,1039.87,2025-02-05 03:44:40.283440,Los Angeles
efa86759-9628-460e-a470-15d251b12ca2,1285,2928.56,2025-01-30 03:44:40.283452,New York
715782b8-6c89-419e-badd-b93271c25393,4441,408.06,2025-01-25 03:44:40.283465,Chicago
3ef6c3a9-2de9-4630-86b0-052c76f6ebe7,1624,675.32,2025-01-18 03:44:40.283479,Boston
c696b6a1-0e87-4c59-a42e-74ea7252f045,3753,1243.15,2025-01-20 03:44:40.283491,New York
d5aa8325-8b1f-426b-ba47-b29fd74e4243,1958,2039.67,2025-01-22 03:44:40.283502,Los Angeles
370a4e07-908b-4a0a-b1ae-1709ce72074d,4885,1817.66,2025-01-14 03:44:40.283513,New York
19a238c6-20e1-44ba-bfe5-dfb76b29a43c,3100,4096.17,2025-02-10 03:44:40.283524,Los Angeles
bf2e3b81-a26e-484b-83de-c30a3ce227b0,3433,3697.0,2025-01-23 03:44:40.283537,New York
c2dd5d3c-1cae-48a4-b551-814e1249a767,3575,1309.02,2025-02-04 03:44:40.283550,New York
bad716f7-254d-4d40-a015-d05a69a38452,4564,4626.61,2025-02-09 03:44:40.283562,New York
5d1649e5-f3be-40c7-bc08-5a5109f5b79e,3319,3240.61,2025-01-30 03:44:40.283573,Chicago
2ded614b-1611-4e34-aeb4-db7388637ce3,3147,907.06,2025-01-31 03:44:40.283585,Chicago
5a0f8951-e091-40ca-89eb-0d0a863cf824,1170,1163.8,2025-02-03 03:44:40.283615,Los Angeles
342027a0-3092-410b-9017-c9ba166ec7d5,3218,4927.79,2025-01-23 03:44:40.283628,New York
4b4667f4-5eee-406b-ab45-01b294db42bf,4133,300.31,2025-02-09 03:44:40.283642,Chicago
ec3699ae-513b-4c12-9359-a95d88ae3ff2,4403,2603.18,2025-02-09 03:44:40.283654,Los Angeles
1a33770a-63c0-4c56-8ff0-f45f75f06fe1,1781,1087.52,2025-01-13 03:44:40.283666,Los Angeles
0fc28b08-d8d0-4c2a-8ca2-00d2e0832092,4066,585.4,2025-02-08 03:44:40.283679,Boston
399aac74-3002-4c3a-8e87-0e508c1a2978,2873,4464.33,2025-01-27 03:44:40.283691,Chicago
513dbe16-f222-43e9-9c2d-6d3e043c6170,2521,3722.64,2025-02-02 03:44:40.283703,New York
a1345a01-b411-4de7-982c-8e59f87bc295,3784,1014.37,2025-01-14 03:44:40.283717,San Francisco
f79ee305-3384-4a85-9684-7bf3032ef9a8,1993,2080.12,2025-02-04 03:44:40.283731,Los Angeles
ed1c59d0-f2bb-4103-9f92-ac9285c36961,3325,135.67,2025-01-28 03:44:40.283746,New York
81a636e1-10f8-4fc9-b45b-5e19d5face79,4532,4946.96,2025-01-20 03:44:40.283759,Chicago
a7d4dc9a-863c-4d8e-8bb7-d7e76d07b5c7,3979,127.5,2025-01-19 03:44:40.283771,New York
2dd0ff0a-a685-4de6-a9f8-e6911af15277,4324,602.97,2025-01-17 03:44:40.283783,New York
4ba542b6-562b-4644-9bfb-992712988d37,1793,1251.74,2025-01-23 03:44:40.283794,New York
206c3424-d062-49f8-a81a-bbd023495654,3855,3073.35,2025-01-20 03:44:40.283806,Boston
c2cf3ad8-eecb-470e-ab8c-3ebb40389dba,1437,3121.09,2025-01-22 03:44:40.283819,Chicago
4d428e7a-ead8-4083-9f44-51feb3907b68,1916,1211.81,2025-02-06 03:44:40.283832,Boston
e3a8884b-dd29-41fe-9bd1-6dcd720ae0de,2610,2322.39,2025-01-27 03:44:40.283856,San Francisco
8a163592-85aa-4c60-a78a-c5b0e03a98fe,1892,3429.46,2025-02-10 03:44:40.283869,New York
6c2886ef-cb0e-4985-a46e-fb02c3cd2112,3009,2222.79,2025-01-26 03:44:40.283881,Chicago
09cdd3b3-4638-4449-a82d-877818d8890f,3164,4070.01,2025-01-27 03:44:40.283894,Los Angeles
ba0a3a86-c708-4434-9216-0c77a988059e,2633,2738.3,2025-02-04 03:44:40.283905,Chicago
190ab09c-566a-4b56-88eb-b103cb1747c8,3804,2640.48,2025-01-22 03:44:40.283917,San Francisco
6fc00b7b-dfb7-4c0d-b60c-550b96630dd2,2698,1622.85,2025-01-19 03:44:40.283928,Los Angeles
62eab8d4-8440-41fd-99f5-d7a4da678005,2135,4816.6,2025-01-25 03:44:40.283940,Boston
7ca50d67-73cd-40ab-9126-be18acdd0f0d,3569,2010.83,2025-01-20 03:44:40.283952,Chicago
b9f048c5-1a88-4bb9-a4c0-01fa55cd2ce6,3589,785.47,2025-02-01 03:44:40.283963,Los Angeles
53a5e975-575c-4ff5-bbea-7de3e007b0c4,2825,1929.6,2025-02-10 03:44:40.283974,New York
393ff26b-321c-4252-b81f-f099af5a98c2,3991,227.17,2025-01-28 03:44:40.283986,Los Angeles
92520330-61d4-4a04-b325-329bd3b23729,2828,2275.94,2025-01-24 03:44:40.283997,New York
417bc927-b344-4d3f-b322-f45d24e068d8,2543,2494.44,2025-01-22 03:44:40.284009,Chicago
1fed2f9b-4c8c-4eb1-afa3-85f50c4dbeb2,4530,1315.86,2025-01-30 03:44:40.284021,Los Angeles
e96f2944-fb86-4aad-ba6c-594cf7635b07,4661,712.09,2025-01-28 03:44:40.284034,Boston
d5ae4358-887c-4330-aef5-ee3952436417,2058,145.89,2025-02-03 03:44:40.284048,Los Angeles
1a342d9d-c734-4572-8454-fda3ffe7d461,4508,3366.22,2025-02-09 03:44:40.284060,Los Angeles
d9853575-54f6-466e-a813-ef6ca7aec944,4268,892.61,2025-01-18 03:44:40.284072,Los Angeles
9c34db50-a096-44c7-92aa-996ae2024790,2518,1916.88,2025-01-19 03:44:40.284083,Los Angeles
dbf0bf4e-60df-482d-949e-dae119089348,1923,2553.75,2025-01-17 03:44:40.284096,Chicago
fde0f2bc-2e58-460c-8f43-fc5f262ec130,4995,4347.02,2025-02-06 03:44:40.284109,New York
7f24a486-cdd9-41e1-a8e4-6aa3e68c9d8a,4901,472.03,2025-02-07 03:44:40.284123,Los Angeles
b16e7022-0f99-4c51-b39d-96372f7a420d,2765,4027.56,2025-01-20 03:44:40.284136,San Francisco
65923e8a-a9eb-47dd-b0a8-9162b8f63aeb,4657,912.07,2025-01-26 03:44:40.284149,Chicago
43fe977c-0136-4ae2-8834-f9a7148babb0,2967,1094.8,2025-02-03 03:44:40.284163,San Francisco
ba17359f-2aa3-4736-a368-20f324a92002,1271,3939.11,2025-02-10 03:44:40.284176,Los Angeles
acae1887-fd11-4128-bee2-fe7298207103,4294,2564.61,2025-01-24 03:44:40.284190,Chicago
8b08716c-1849-445c-8247-91bbbbbac86b,2286,2845.79,2025-02-03 03:44:40.284203,New York
981c0cd6-2306-4187-b4e7-321c87178749,2245,113.04,2025-02-09 03:44:40.284216,Chicago
4a409a92-5498-46b2-8a9e-623c60c6712c,1743,1448.92,2025-02-07 03:44:40.284228,Los Angeles
0b6db4d9-6c25-412a-8382-17921842c946,4652,228.64,2025-01-19 03:44:40.284241,Los Angeles
4ad867f7-e860-4e7b-bbf9-7ab687592ac2,3236,3530.37,2025-01-27 03:44:40.284253,Chicago
7ea9e71c-c1ed-4923-9bd5-9d60def946c5,1811,907.32,2025-01-18 03:44:40.284266,Boston
ac2b369a-2589-4947-bb93-804a74f0a069,4596,4755.54,2025-02-05 03:44:40.284279,Boston
eb227662-5ca4-40c3-a391-e23ae69df038,3952,4392.67,2025-02-02 03:44:40.284291,San Francisco
822a99d3-bcb9-4980-b4cc-e5015b81824a,2644,744.34,2025-01-18 03:44:40.284303,Chicago
0c5abe1e-a0f0-4075-a168-01219fee91cb,3965,4853.13,2025-01-29 03:44:40.284315,San Francisco
ab7bbfc8-79e8-4d2e-b8ba-84ad7e877e80,2175,1145.7,2025-02-04 03:44:40.284327,Los Angeles
65d3fe74-8a5e-4be3-ae0a-8a88eb17a678,1454,655.82,2025-01-20 03:44:40.284338,Los Angeles
109b3161-bafe-489d-b860-763c202a77a6,2113,2887.91,2025-01-17 03:44:40.284350,San Francisco
39bf4c04-7185-4baa-b659-672857ec74e6,4311,1693.92,2025-02-11 03:44:40.284362,San Francisco
303e56d3-f466-4588-ae1f-eb062255bf44,3286,3494.82,2025-01-27 03:44:40.284372,Chicago
606b9f86-b2ac-4e79-b0b4-68a5fb325d3a,2249,4420.38,2025-02-01 03:44:40.284382,Boston
e2cc585b-e9e0-470b-8f8b-53abce1e4367,2535,3198.48,2025-02-09 03:44:40.284393,San Francisco
812ad7ca-9d27-4ea7-8e85-ae8dd7069120,2744,1314.88,2025-01-20 03:44:40.284403,New York
192c21af-ca80-4bcc-ad29-6366be72231b,4234,2091.55,2025-01-18 03:44:40.284414,New York
6443f5c0-a35d-4f74-85f6-bf5e6bd1a6b3,4951,4743.03,2025-02-01 03:44:40.284426,Boston
8d197e66-9e51-4f51-aad5-0d39c74930b1,1398,3220.65,2025-01-22 03:44:40.284438,San Francisco
263ebc57-7dd3-4295-bea7-e029e02c1f24,3476,1370.95,2025-01-22 03:44:40.284450,San Francisco
e6f74d88-de18-460c-be8d-d63d7119d1fe,2104,3693.42,2025-01-16 03:44:40.284463,Los Angeles
0d8c0f38-f6be-42a2-8eaf-ed261ae332a5,4008,3561.59,2025-01-17 03:44:40.284476,Chicago
592bf3a1-19f3-46f9-b25d-8bab528c13de,4354,2791.76,2025-01-23 03:44:40.284486,Boston
03ca28c7-4853-4f36-a5a4-fe2252819aae,3917,1774.83,2025-01-29 03:44:40.284498,Los Angeles
b87c6ff8-650a-4bab-9a28-dfa6f6c00aca,4899,1986.99,2025-01-17 03:44:40.284511,San Francisco
f9e5946d-15c7-4502-8f08-7c24edce4239,1800,3363.45,2025-01-15 03:44:40.284523,Boston
58854896-4fcd-4c66-948e-87e72ea988cb,3042,1193.82,2025-01-19 03:44:40.284535,San Francisco
81beb588-21fd-4cef-9ec1-8ec7e582870b,3381,2701.78,2025-02-06 03:44:40.284547,New York
e1ea3c9b-3f5f-406e-a534-b258e16d699f,4522,3219.67,2025-01-18 03:44:40.284560,Chicago
818e39f2-3113-45b7-b233-96822297abf4,4777,1815.75,2025-02-05 03:44:40.284571,New York
217ea2e4-dbad-4f36-96b3-6c0407b7f0a5,2503,4077.83,2025-01-14 03:44:40.284583,Chicago
7fbbeee2-d72d-4dbe-adfd-19d5c9956d9f,4343,3383.52,2025-01-21 03:44:40.284614,Boston
bfd36b02-936e-408e-a1fe-e9bd7c6eb9a1,4245,4106.92,2025-01-15 03:44:40.284629,Boston
9b9850da-767f-4db0-9613-eb20fb544c31,2493,3301.19,2025-02-05 03:44:40.284641,San Francisco
859b43f0-d740-40e6-ac73-06fcca2d15b7,4044,4555.56,2025-01-29 03:44:40.284655,Los Angeles
36eb991d-5a77-4480-bef6-24dc888a02bd,4958,124.62,2025-01-17 03:44:40.284667,New York
9fcb5747-ecb6-41c6-bde4-971aca92131d,3832,3863.72,2025-01-31 03:44:40.284680,Boston
67a218d1-34dd-437a-9b54-6507c80ccf64,3272,433.38,2025-01-25 03:44:40.284693,Chicago
7bdbcc60-6d85-4004-971a-cc4ae0174425,3512,3870.98,2025-02-11 03:44:40.284705,Boston
646a2f49-7cec-4d26-bbc7-43d85ae9f082,2963,4009.68,2025-01-31 03:44:40.284717,Boston
8d548b54-74ef-4228-90c5-f60782829f93,4760,4598.84,2025-01-13 03:44:40.285530,Chicago
e8d98c56-625e-42b8-925a-ca7dcd96d2ed,4613,2065.04,2025-01-21 03:44:40.285569,Los Angeles
5fafd4fb-2aed-4463-9c33-199772ab713e,4150,354.33,2025-01-30 03:44:40.285587,San Francisco
2de898ee-634a-4d61-8ec3-2e1cf29eab7e,3988,939.13,2025-01-15 03:44:40.285621,Los Angeles
0e3a4575-1ae0-4181-8047-7860e7a4da03,2547,1751.17,2025-02-06 03:44:40.285636,San Francisco
0eb0199f-bd4c-4529-976a-b78dea9a2ef1,2195,3105.54,2025-01-28 03:44:40.285649,Los Angeles
39007668-6aa3-4a42-b080-c2758d333ce2,1197,1643.79,2025-02-06 03:44:40.285660,Boston
2a506885-8fe0-436e-84d4-6414e4613cfb,3309,2473.11,2025-01-27 03:44:40.285670,Los Angeles
e0091efc-6b1d-475a-a7fc-b2cfd464d8a8,4071,3121.28,2025-01-31 03:44:40.285682,San Francisco
e3811fd3-1a4c-444e-a459-041975ddbad7,4358,2477.26,2025-01-26 03:44:40.285694,Chicago
0a560408-3ee9-4289-b0f5-f8bb7fb33536,4128,1768.22,2025-01-16 03:44:40.285707,Chicago
43fa1e11-7e1b-460f-86b3-2ee2e8e5cc2d,3415,3738.87,2025-01-31 03:44:40.285717,Chicago
734d9484-9107-4588-adba-20e74f4f2e23,2235,797.44,2025-01-30 03:44:40.285729,Boston
27223b7d-8594-43b0-8cc2-2b4211782655,3558,2406.55,2025-02-07 03:44:40.285739,Boston
5ba4dba3-3212-46c8-8fea-38e05c9fb75a,4428,1374.62,2025-02-02 03:44:40.285750,Los Angeles
5db5c57d-bd60-450f-bc62-db5123a0bc7f,3523,3234.56,2025-01-24 03:44:40.285761,San Francisco
16b634a2-4c26-46f7-99c1-57424db95cfd,2735,769.02,2025-01-20 03:44:40.285772,Boston
5c561686-8b9d-470e-a95e-8c648c5cb673,4924,2870.85,2025-01-29 03:44:40.285783,New York
94cf2699-898f-444c-9b1e-e14d6962cf98,2874,3118.4,2025-02-01 03:44:40.285794,Los Angeles
9fbdcce4-0144-4bbf-991b-67c3b0cd7a76,1068,133.42,2025-02-08 03:44:40.285805,New York
44253acd-1864-4360-b356-eceb85a505ad,2021,385.97,2025-01-29 03:44:40.285816,San Francisco
332bdf87-c792-4ae4-a55e-3b82e6ddc354,3838,3433.22,2025-01-22 03:44:40.285827,Los Angeles
e0a81088-c257-40b7-927f-0df3c6b92521,2359,829.13,2025-01-22 03:44:40.285849,New York
c929f7ea-b88e-43d9-9718-20024c2c402f,2561,3669.84,2025-01-20 03:44:40.285861,Boston
62093151-4659-428a-bebb-7086d9410c28,1722,1938.69,2025-02-05 03:44:40.285872,Los Angeles
90b83cab-c773-4e7d-925f-4c5f74eec9ae,3129,4194.1,2025-01-20 03:44:40.285883,Chicago
b4508579-941f-46b5-b3df-145e1ebf335e,4108,4717.18,2025-01-27 03:44:40.285894,San Francisco
199d43c6-5329-4f58-be8b-a669daeda436,1774,2798.88,2025-01-15 03:44:40.285905,Los Angeles
e5c3242e-33c6-45f1-af5f-5b751e04a150,1981,658.93,2025-01-16 03:44:40.285916,Los Angeles
2f8f9323-625b-4b7e-9dce-c4d9e755eeee,4584,3532.42,2025-02-11 03:44:40.285928,Los Angeles
2df504ea-2e0b-45f5-8587-2c14e2590189,1714,2035.46,2025-01-29 03:44:40.285940,Boston
f96df875-f64b-44f8-991a-8f7a9713046a,4695,1279.39,2025-02-05 03:44:40.285952,Los Angeles
c8368598-e246-4c61-8164-26be83828e75,4192,3652.38,2025-01-20 03:44:40.285963,San Francisco
1cd02f26-39e3-4f35-ba75-9eb665bafe33,2205,3101.67,2025-02-01 03:44:40.285974,Boston
5b1e1df2-67b5-4f02-a821-cba5158bc649,1844,1831.48,2025-01-18 03:44:40.285985,New York
2c7fa0bf-58bb-4c4c-9aab-23c2e2e65ab2,4002,797.24,2025-01-18 03:44:40.285995,Los Angeles
9b52820a-c150-4997-a302-18ad851a69fb,1097,4472.61,2025-01-28 03:44:40.286006,Chicago
7ba21e01-d009-45c4-bc26-a1a7ae1af14c,4961,854.94,2025-01-27 03:44:40.286018,San Francisco
6588676b-c798-4205-a7b9-8f17ad7bcc99,4468,4816.23,2025-02-04 03:44:40.286029,New York
d2e3f327-af56-4caa-b8f6-8aa73445491d,3513,2226.38,2025-02-10 03:44:40.286040,Boston
afb73dea-2e25-4814-b81b-b1a926be647c,3295,1762.78,2025-02-06 03:44:40.286050,Chicago
d328bec1-0946-4b5d-abbb-f69a3bd368c6,2764,2687.7,2025-02-09 03:44:40.286062,San Francisco
3b8c3b7b-b78e-4825-86da-febb6306d3b3,2682,1135.08,2025-01-28 03:44:40.286142,Chicago
77dff7c9-2e4f-49ae-a82a-570da968d6ba,2627,4393.86,2025-01-17 03:44:40.286389,Boston
9af07a58-0d6d-4ed0-9a54-d0a1cb3f539f,4346,2033.31,2025-01-16 03:44:40.286408,New York
83147f1e-9011-400a-942e-8ccac1cfc4a6,4642,1670.49,2025-01-15 03:44:40.286421,Los Angeles
6628d8fa-c91c-4623-af1d-0bf22db10617,2964,4685.77,2025-01-25 03:44:40.286432,Boston
b4e70f00-aaf3-4c8e-8d63-15b1d08ad70f,3040,904.71,2025-02-03 03:44:40.286444,Chicago
2d4cf53f-e06c-477b-a15c-cf5d46ad6733,1032,3871.51,2025-01-14 03:44:40.286456,Boston
b1ca65d2-8c54-4490-8cea-4b885fbf7b28,4808,3977.15,2025-02-10 03:44:40.286468,Chicago
7966064f-49aa-42d2-b2ab-77b936fbad6e,2030,116.31,2025-02-08 03:44:40.286479,Chicago
7319893e-a05d-4b58-b23e-0c6f857894ed,3600,2064.87,2025-01-19 03:44:40.286490,Chicago
7329a19b-13e6-42f6-ad52-97272c270fd2,3681,3560.11,2025-01-31 03:44:40.286502,Boston
4f211241-d964-4ef4-a7ef-73332a61ad0a,2064,1552.26,2025-01-20 03:44:40.286513,Chicago
fe29e054-d3a9-4e5c-9215-90e86f0387c1,2817,4621.47,2025-01-16 03:44:40.286524,Los Angeles
29d715f3-901d-4fe6-90a4-f1e6f5cdbec8,4861,3870.44,2025-01-18 03:44:40.286535,San Francisco
f32a8aea-0428-4feb-bde0-d02260c3d129,4307,207.52,2025-01-24 03:44:40.286546,New York
96581b9d-75e0-4387-83c6-52bc17d2efb7,4812,4303.19,2025-02-01 03:44:40.286557,Boston
cb1b5b25-9373-484c-a55f-cf61d62ee1ac,3154,3346.47,2025-01-29 03:44:40.286568,Boston
c4bfd2ee-64cd-49b7-8f26-66c2f612d6fe,3891,579.53,2025-01-13 03:44:40.286579,San Francisco
d5c67ed3-9442-4cfb-8555-596d421a7fd9,4073,4544.68,2025-01-13 03:44:40.286591,Los Angeles
ce340fbf-d258-4b23-b2af-10fa33fb4182,4269,1362.08,2025-02-10 03:44:40.286809,New York
252a9c11-c287-469b-981a-cd0497b0328d,4237,4726.97,2025-01-14 03:44:40.286830,New York
3e8211b7-c5b3-4daa-975c-6be8f1a577f2,3909,2810.09,2025-02-04 03:44:40.286843,Los Angeles
39d92a11-83c9-4710-86bd-afb65da699fd,3945,1175.31,2025-01-20 03:44:40.286865,Boston
e2d94f41-9036-4163-8b1a-fdf0afeca66a,1441,152.03,2025-01-25 03:44:40.286879,San Francisco
2e4f75a4-22bd-47bf-aa3a-7bd414bac2f2,3392,1068.45,2025-02-07 03:44:40.286892,Boston
84fafa94-96e3-4522-874f-d3fc232b78cd,3228,1106.21,2025-01-23 03:44:40.286904,Boston
73261b8f-ccf3-4b08-b84b-394a08de4e97,1995,3307.97,2025-02-02 03:44:40.286916,Chicago
3b33fa6d-254c-4bc4-b1cb-15065365e1f2,3419,1065.31,2025-01-17 03:44:40.286929,San Francisco
45b8b500-76d9-48bf-bd2c-21735e297ecf,4645,2114.17,2025-01-27 03:44:40.286946,Los Angeles
ca73d683-459b-46ac-8095-05408fca40b1,4176,4995.69,2025-01-26 03:44:40.286958,Chicago
966eea96-b378-48c3-bbe8-0731c88add39,3575,3341.59,2025-01-26 03:44:40.286972,Los Angeles
d6c4da46-97ae-49aa-87e1-5650fc9ee03e,1737,1492.0,2025-02-09 03:44:40.286985,Los Angeles
010d2872-6273-42b6-a355-534044076873,3170,3743.55,2025-01-23 03:44:40.286999,Los Angeles
8a42d4f8-f8c6-4aed-8841-be2ab8b7c1ec,2447,1621.81,2025-02-05 03:44:40.287011,Los Angeles
78d6ff4b-8b63-4fcd-aaf9-371fb821ea64,1577,1767.45,2025-02-11 03:44:40.287023,Los Angeles
f9195dfd-4a7a-4f47-95ed-78bebccfc643,2831,3492.95,2025-02-05 03:44:40.287036,Boston
fb3492a4-2707-4e16-b55e-580a01498d02,4563,2518.42,2025-01-24 03:44:40.287049,San Francisco
f7ce20ba-2c7f-42bd-acf8-51fb2ea7bdd5,1469,2298.56,2025-01-17 03:44:40.287063,Boston
e2ec21c9-4944-4503-8b8e-654b7ebf6e7e,1981,1064.28,2025-02-05 03:44:40.287076,Boston
7dcb35c4-64f8-452f-b378-4425be5ec7a3,4195,173.82,2025-01-23 03:44:40.287090,Boston
a9f51ccd-a0d9-408c-b1d2-f5cce253b01f,3074,3558.5,2025-02-10 03:44:40.287104,New York
6989cbb8-37b4-4eef-9c8b-9dfc169bc662,1963,759.12,2025-02-06 03:44:40.287117,San Francisco
bad610d8-5a56-4c8a-9d66-acb2c32656c0,2595,2113.95,2025-02-11 03:44:40.287131,Los Angeles
0f99c160-654e-4e3f-9751-9b421afa90e2,4707,687.19,2025-01-30 03:44:40.287147,Los Angeles
