store_id,sku_id,date,sales_quantity,price,region
248,3268,2024-10-24,382,419.07,East
224,1717,2024-03-20,324,193.89,East
202,2562,2024-02-16,433,478.27,West
349,3698,2024-06-04,56,211.08,East
436,3322,2024-07-15,227,233.6,South
924,3215,2024-10-24,0,345.28,North
584,2505,2024-08-04,85,260.55,North
591,1539,2024-09-27,120,298.22,West
228,2742,2024-05-25,357,43.68,West
371,3691,2024-08-31,458,5.39,East
364,16,2024-07-15,467,56.47,North
277,3589,2024-02-04,42,70.07,North
877,4813,2024-11-03,293,84.18,East
235,787,2024-11-07,417,456.88,North
369,4258,2024-10-28,72,80.83,West
464,3000,2024-07-22,293,185.69,South
519,4196,2024-10-23,474,307.61,South
123,2755,2024-04-11,15,171.78,East
674,366,2024-11-29,353,268.05,West
936,2460,2024-09-22,240,26.46,East
506,2770,2024-08-28,408,468.72,East
466,1729,2024-03-24,412,74.07,East
707,3352,2024-01-10,221,18.94,North
448,4500,2024-07-31,241,93.02,North
676,3891,2024-08-19,243,32.3,South
870,3868,2024-05-13,473,284.79,South
903,1890,2024-01-12,369,145.44,North
88,985,2024-04-02,303,107.25,South
450,719,2024-08-29,242,358.14,North
469,3775,2024-12-28,420,378.67,South
367,3868,2024-11-18,193,230.09,East
766,1504,2024-07-24,156,183.24,West
459,502,2024-02-18,428,10.44,North
10,132,2024-11-17,189,306.45,North
892,3221,2024-05-06,130,20.7,East
818,1063,2024-02-07,370,405.69,West
26,4569,2024-11-03,409,38.51,South
587,3584,2024-07-23,497,68.19,East
208,4970,2024-10-03,311,365.07,North
644,668,2024-05-03,165,20.64,East
716,3045,2024-05-15,201,169.43,East
98,4332,2024-05-15,166,498.84,South
889,2820,2024-08-11,39,499.26,South
137,3067,2024-01-16,169,190.35,West
150,3421,2024-01-29,21,92.22,North
754,4298,2024-05-22,428,64.24,West
144,698,2024-11-06,391,414.22,East
419,1464,2024-03-02,358,104.43,East
194,3185,2024-05-26,325,156.93,West
282,3161,2024-03-29,417,106.66,West
491,4927,2024-12-10,372,418.24,East
323,3062,2024-04-23,5,375.86,East
637,1699,2024-03-24,34,241.82,North
808,2750,2024-05-22,109,116.8,East
366,4919,2024-04-06,64,412.75,South
143,1520,2024-10-28,9,469.09,East
983,3700,2024-07-16,253,397.56,South
711,4081,2024-05-17,41,409.63,East
761,2699,2024-07-23,121,366.14,East
353,666,2024-08-24,31,84.4,West
699,2810,2024-06-26,446,288.15,South
818,1645,2024-02-03,187,385.01,East
726,4351,2024-04-15,53,147.89,South
775,226,2024-05-22,194,203.88,South
881,1211,2024-01-02,370,361.5,South
23,4940,2024-05-13,202,196.31,North
221,867,2024-01-30,457,268.45,North
945,4091,2024-08-12,375,294.22,West
29,4470,2024-12-18,154,44.77,West
872,938,2024-10-03,221,259.65,East
456,1118,2024-12-11,460,309.29,North
260,1270,2024-07-26,427,289.36,North
209,2236,2024-03-12,491,41.41,South
773,2452,2024-11-18,188,326.85,South
499,2272,2024-12-20,489,455.74,West
606,4967,2024-01-15,205,368.9,East
256,2547,2024-04-23,434,101.46,West
75,2873,2024-03-20,306,122.22,East
71,717,2024-06-05,113,177.39,East
212,138,2024-04-14,117,314.09,South
202,413,2024-03-18,94,273.88,South
642,758,2024-02-25,178,285.17,North
146,2421,2024-03-11,303,233.8,South
930,2996,2024-10-14,290,403.65,North
105,3901,2024-06-15,487,81.46,North
183,2842,2024-05-09,203,177.23,East
29,2359,2024-11-13,496,461.16,South
682,3411,2024-10-11,493,393.69,South
962,4787,2024-07-11,98,445.4,East
289,3844,2024-07-06,80,482.45,East
973,2305,2024-03-02,175,147.55,East
895,353,2024-08-24,181,492.83,West
972,2114,2024-08-04,39,308.4,West
302,2219,2024-09-11,198,216.91,North
305,2864,2024-08-18,491,56.49,West
349,608,2024-05-15,387,271.42,East
927,4975,2024-05-27,370,489.67,East
158,3674,2024-01-15,484,225.66,South
706,4188,2024-03-20,463,243.71,West
633,2792,2024-09-03,83,116.96,South
150,684,2024-07-08,45,457.27,East
811,4703,2024-10-20,66,300.75,North
307,322,2024-03-04,227,96.03,South
383,1843,2024-07-25,72,154.48,West
97,2956,2024-12-11,459,346.09,East
662,4210,2024-12-07,484,90.74,West
18,1098,2024-02-26,155,151.44,South
949,3491,2024-02-25,52,119.18,East
681,4836,2024-05-16,200,438.31,South
771,4878,2024-02-03,242,399.98,North
844,1105,2024-05-21,403,150.8,West
327,524,2024-07-26,151,128.72,South
767,266,2024-03-24,229,474.64,South
74,4317,2024-03-18,185,409.73,South
452,547,2024-11-10,164,265.62,South
232,4219,2024-01-31,331,402.23,East
738,2615,2024-02-06,184,452.44,West
543,2754,2024-12-02,7,385.36,West
573,4355,2024-10-03,247,152.98,East
239,1729,2024-09-01,11,140.87,West
270,4621,2024-12-24,216,384.07,South
378,4294,2024-10-29,275,51.11,East
667,4977,2024-10-13,210,141.12,South
680,3486,2024-01-20,152,238.59,South
545,4498,2024-02-14,457,240.49,East
533,3330,2024-11-19,4,432.67,North
353,3394,2024-06-13,60,471.99,East
116,3859,2024-11-08,25,301.83,East
726,1650,2024-07-25,440,242.9,South
981,2002,2024-04-07,68,62.51,South
807,4498,2024-02-11,217,209.42,South
596,1374,2024-02-25,186,255.22,South
244,822,2024-04-01,269,242.14,South
672,1955,2024-07-23,402,104.64,West
16,1996,2024-03-23,57,322.03,North
349,4425,2024-04-04,165,235.61,North
654,295,2024-06-09,495,358.45,North
142,4604,2024-11-22,113,211.08,North
942,1648,2024-09-30,326,82.47,West
531,539,2024-06-02,323,163.27,South
119,3334,2024-12-01,133,167.93,North
30,4800,2024-01-22,415,451.88,North
870,1835,2024-12-01,423,11.24,North
547,2609,2024-04-17,249,464.72,East
219,4702,2024-08-10,63,276.99,East
676,3753,2024-10-09,35,275.16,West
635,2486,2024-06-19,76,406.42,West
448,93,2024-07-03,200,464.36,East
182,4952,2024-09-02,443,406.54,North
807,3585,2024-05-24,315,461.21,North
317,1949,2024-05-09,399,158.11,East
914,3671,2024-02-15,272,426.15,West
216,623,2024-10-09,10,363.93,South
410,4876,2024-04-15,154,27.57,North
897,417,2024-12-28,479,134.5,South
899,431,2024-04-29,386,345.75,North
940,3917,2024-06-04,75,236.42,West
848,898,2024-08-20,303,236.82,East
9,3045,2024-12-27,279,126.14,West
434,1885,2024-06-29,467,348.66,South
491,3872,2024-10-03,372,443.84,East
659,3218,2024-01-28,483,478.96,West
511,3708,2024-04-11,231,261.28,East
965,1687,2024-06-18,453,205.6,North
199,1812,2024-10-12,267,421.39,East
561,3993,2024-10-26,95,263.68,West
559,2411,2024-08-23,101,261.2,South
649,844,2024-01-08,80,95.54,West
578,3965,2024-12-09,61,187.24,North
563,2975,2024-04-30,256,201.81,East
11,2743,2024-06-22,189,233.69,North
165,4844,2024-02-20,281,204.52,East
118,1519,2024-04-15,345,452.79,South
51,1118,2024-07-05,377,39.78,East
964,1236,2024-08-17,35,35.19,North
253,2793,2024-06-17,264,71.16,North
339,846,2024-08-12,21,380.39,South
746,4153,2024-08-25,68,235.26,East
164,4484,2024-01-12,61,83.08,North
173,1942,2024-12-30,312,370.59,South
439,4455,2024-11-13,15,147.91,West
878,227,2024-12-17,140,206.14,West
125,2235,2024-01-18,321,259.03,West
936,515,2024-12-27,414,108.57,South
409,2812,2024-02-06,36,227.65,East
948,873,2024-11-10,10,183.43,South
985,989,2024-11-10,349,470.27,North
152,617,2024-08-29,15,400.68,North
533,705,2024-07-08,343,174.45,East
371,3090,2024-03-11,248,31.97,North
552,3979,2024-01-10,223,28.78,East
484,2938,2024-08-03,114,397.02,North
830,3847,2024-12-20,121,208.74,South
307,139,2024-08-28,466,66.1,East
645,3858,2024-08-05,328,116.6,East
147,2049,2024-09-15,249,440.23,East
551,4755,2024-05-08,16,91.73,South
993,2070,2024-04-21,239,321.31,South
362,231,2024-06-06,249,470.57,North
3,4415,2024-05-22,157,438.37,North
64,1380,2024-09-30,158,374.5,East
148,4056,2024-01-12,229,318.15,North
486,1813,2024-07-18,477,442.37,East
377,1893,2024-11-11,169,200.86,East
164,1544,2024-12-09,344,16.73,South
738,212,2024-09-18,175,435.55,South
230,4631,2024-12-01,339,363.27,East
672,896,2024-04-18,205,52.32,North
269,2172,2024-11-20,64,84.72,North
658,4105,2024-03-26,390,110.63,West
879,1541,2024-08-30,426,265.83,East
523,2602,2024-01-12,69,102.37,East
493,4661,2024-01-28,495,180.14,North
799,4178,2024-01-15,131,32.02,West
380,2786,2024-12-03,243,141.21,South
878,608,2024-05-18,488,164.96,West
735,1465,2024-08-30,18,54.03,North
256,2129,2024-05-20,83,460.18,South
932,1589,2024-06-10,258,138.25,West
123,4456,2024-07-17,261,194.7,North
437,2548,2024-06-30,395,224.3,West
463,35,2024-10-02,318,259.7,North
127,3275,2024-06-20,342,232.28,West
703,1504,2024-09-02,298,227.81,West
341,3006,2024-07-30,316,224.91,West
632,2865,2024-02-10,7,237.15,South
690,4260,2024-06-19,161,32.96,North
403,285,2024-12-16,114,217.31,East
986,4561,2024-11-20,347,468.7,North
918,931,2024-02-12,142,246.24,North
661,4511,2024-08-06,191,471.13,South
573,3687,2024-07-10,120,148.93,East
911,3831,2024-03-27,368,267.15,South
409,1555,2024-05-22,357,173.88,North
263,97,2024-08-29,6,134.63,West
500,1,2024-11-11,303,221.41,West
286,1613,2024-07-03,488,109.64,West
91,1538,2024-12-30,42,62.91,West
608,2152,2024-05-21,126,41.5,South
726,1721,2024-12-01,47,56.01,West
501,3648,2024-04-03,154,180.32,West
390,3098,2024-06-21,45,335.45,East
483,4510,2024-10-27,372,274.19,West
108,4783,2024-03-27,438,443.92,South
929,1033,2024-03-23,393,125.94,South
28,1513,2024-08-06,463,311.6,East
57,2298,2024-10-03,230,342.78,South
856,1272,2024-04-28,310,264.14,East
346,2180,2024-03-23,212,167.7,South
482,4318,2024-11-11,26,49.75,North
186,4804,2024-12-18,468,361.21,West
49,727,2024-07-06,241,360.67,South
306,1913,2024-03-03,28,232.3,North
931,4331,2024-03-21,39,163.58,South
660,1945,2024-06-12,176,22.96,East
60,923,2024-09-21,496,478.33,South
77,4508,2024-03-19,399,424.6,East
332,1179,2024-07-24,288,239.94,North
644,3379,2024-01-12,296,482.56,East
871,579,2024-08-26,390,249.23,West
249,2556,2024-12-17,408,131.74,West
833,327,2024-04-15,318,30.16,South
642,3430,2024-06-06,424,478.92,North
835,4389,2024-11-25,423,51.11,South
123,4598,2024-07-05,118,429.57,West
860,2343,2024-07-05,281,427.95,East
596,3585,2024-11-09,467,486.47,East
321,3849,2024-03-14,206,144.32,West
777,1243,2024-04-16,68,345.9,North
982,1342,2024-10-21,75,213.82,North
266,2147,2024-06-27,233,16.0,South
398,3404,2024-09-07,260,398.25,West
187,4343,2024-01-11,481,279.87,North
274,2943,2024-04-25,157,27.0,South
925,2956,2024-01-20,248,333.9,South
888,4809,2024-10-13,255,237.77,West
299,2875,2024-04-10,441,357.73,East
808,884,2024-07-24,315,481.58,North
596,3788,2024-09-23,49,495.36,East
701,2498,2024-04-25,189,201.51,West
60,4209,2024-03-20,190,42.16,North
648,139,2024-08-31,353,14.65,North
809,3731,2024-01-19,199,494.23,West
280,1490,2024-11-01,242,62.03,East
914,4957,2024-06-02,406,124.62,North
410,260,2024-08-13,129,133.93,North
147,2873,2024-11-18,157,421.46,South
36,4499,2024-03-19,150,313.72,South
454,20,2024-09-06,52,425.81,West
100,2329,2024-07-22,341,252.21,South
206,2554,2024-04-03,196,293.95,East
904,4159,2024-04-26,262,344.26,South
944,548,2024-10-12,374,56.2,East
551,282,2024-11-30,101,146.96,East
611,2332,2024-04-03,122,9.02,West
587,76,2024-06-18,377,396.37,East
129,2422,2024-09-06,408,487.65,East
624,1291,2024-11-02,268,29.97,East
62,4421,2024-03-06,24,314.77,North
50,2621,2024-09-03,361,216.13,West
653,4680,2024-01-08,282,273.1,North
345,93,2024-06-22,243,216.54,East
236,321,2024-10-17,259,113.67,South
361,4328,2024-08-10,325,462.72,South
401,4095,2024-09-23,453,22.37,South
361,3276,2024-09-14,467,139.46,North
705,4040,2024-08-28,397,362.32,North
972,4299,2024-11-09,439,441.76,East
445,3081,2024-10-09,439,219.12,East
485,2990,2024-11-02,252,498.2,North
380,1617,2024-10-15,6,58.01,South
89,2726,2024-08-28,132,320.06,South
906,4520,2024-06-11,157,176.05,West
592,2412,2024-06-01,303,476.33,South
334,835,2024-02-26,97,435.24,West
6,3196,2024-06-01,288,23.0,West
529,1716,2024-10-24,433,49.1,East
166,1567,2024-02-25,52,492.71,North
30,4894,2024-06-23,432,266.98,North
439,1912,2024-10-01,315,424.88,East
53,3874,2024-11-02,49,122.87,North
545,2048,2024-11-26,405,32.7,East
236,4076,2024-10-02,57,83.29,West
259,4383,2024-03-21,428,25.87,South
458,38,2024-10-20,231,435.61,East
461,2589,2024-07-14,90,33.59,North
739,2404,2024-09-09,463,298.6,West
493,3913,2024-01-15,307,51.09,South
874,2745,2024-12-16,81,299.95,South
534,4769,2024-11-29,336,428.3,North
857,1418,2024-11-12,0,133.27,East
868,2801,2024-05-24,322,488.74,North
868,4732,2024-06-15,105,391.16,South
548,2216,2024-12-16,473,206.31,West
137,2463,2024-09-24,16,400.38,North
824,3465,2024-11-27,129,377.47,East
562,4559,2024-11-11,451,480.9,West
629,2435,2024-01-15,360,205.71,East
88,1319,2024-10-27,77,421.24,North
207,735,2024-07-22,393,163.32,South
703,744,2024-10-18,441,212.14,North
3,3472,2024-03-22,183,48.34,East
826,438,2024-10-11,319,434.44,South
27,3905,2024-05-17,115,360.72,North
799,4092,2024-09-29,256,23.18,North
912,62,2024-03-14,178,266.27,North
762,1347,2024-02-16,199,399.44,South
737,1821,2024-04-24,257,39.31,West
26,4797,2024-12-28,53,129.94,West
537,2855,2024-05-26,447,101.54,West
979,550,2024-03-01,436,31.66,South
91,3408,2024-07-18,116,77.02,East
972,1804,2024-11-23,405,8.36,West
635,4462,2024-09-17,421,201.29,North
554,2850,2024-12-12,36,27.6,South
585,1501,2024-11-23,185,391.25,East
304,1406,2024-03-16,491,183.23,North
596,4498,2024-05-04,111,273.23,North
483,2241,2024-06-04,418,497.96,East
806,3491,2024-03-28,480,296.51,South
659,1941,2024-02-17,36,312.12,North
239,4545,2024-01-14,31,457.05,West
570,1490,2024-02-01,434,439.07,North
94,1818,2024-07-05,30,160.62,South
478,1828,2024-10-08,301,392.69,North
15,2457,2024-08-12,234,108.86,North
184,3102,2024-11-05,422,167.68,North
329,3545,2024-01-04,109,448.89,South
475,915,2024-06-28,164,5.84,South
295,844,2024-11-27,246,354.92,East
451,4019,2024-11-17,276,92.75,West
69,4978,2024-02-16,334,398.94,North
300,4952,2024-11-22,70,290.64,North
283,2122,2024-04-18,193,113.86,North
501,4152,2024-03-07,338,197.26,West
677,1171,2024-09-07,101,252.81,West
404,4945,2024-09-05,408,58.0,North
321,1757,2024-10-14,296,283.33,South
508,1395,2024-01-17,324,213.65,West
661,1608,2024-07-25,141,488.75,North
88,3346,2024-12-07,403,196.0,West
798,2563,2024-08-15,163,422.34,North
352,4665,2024-04-14,192,413.03,South
269,3690,2024-12-18,426,293.83,South
234,3707,2024-08-31,404,143.25,South
566,418,2024-01-25,192,292.71,North
363,1771,2024-04-15,465,6.42,East
756,3297,2024-03-17,14,31.09,North
95,2692,2024-07-15,240,462.3,South
440,4906,2024-01-08,438,316.49,South
691,1791,2024-06-05,106,196.28,East
168,3194,2024-08-22,194,325.74,West
53,4212,2024-01-30,393,199.8,West
362,1629,2024-06-23,328,341.89,East
392,3261,2024-12-19,497,387.79,North
665,1960,2024-03-25,304,411.23,West
945,58,2024-05-21,186,225.4,East
950,1198,2024-08-04,147,265.73,West
11,3139,2024-12-22,320,78.79,West
421,4137,2024-10-14,57,311.87,North
375,4862,2024-10-15,332,112.01,West
975,168,2024-11-29,4,168.29,South
852,4157,2024-07-20,32,392.71,West
955,1455,2024-06-21,449,306.88,West
56,1951,2024-07-04,414,330.64,East
437,2349,2024-12-15,453,254.48,North
783,683,2024-01-26,13,278.68,East
99,4028,2024-12-08,253,343.01,West
898,2194,2024-02-21,61,170.15,North
789,221,2024-04-14,456,395.77,South
461,89,2024-07-05,269,453.36,East
34,2099,2024-11-30,143,371.61,South
467,2848,2024-10-19,77,105.63,East
431,1308,2024-01-06,207,450.08,East
5,662,2024-11-02,326,423.16,East
712,1880,2024-03-17,41,202.5,West
655,776,2024-11-26,142,192.07,East
674,2023,2024-02-22,430,221.15,East
972,4169,2024-04-09,258,225.04,East
14,3885,2024-04-06,0,214.93,North
579,1459,2024-01-05,403,301.67,North
334,483,2024-08-23,371,29.03,North
370,2657,2024-11-07,485,365.84,West
866,3246,2024-07-05,232,194.02,South
865,3335,2024-05-16,373,70.09,East
134,3871,2024-02-07,203,338.35,South
408,1252,2024-05-13,125,29.51,West
814,1618,2024-05-14,163,313.31,West
208,2151,2024-05-10,442,432.19,West
527,1896,2024-02-03,454,120.82,East
788,3600,2024-02-20,388,99.39,West
793,2230,2024-04-18,376,373.37,East
721,4372,2024-05-10,129,300.61,North
813,1974,2024-08-25,29,395.71,East
367,3639,2024-05-24,51,288.6,East
230,3199,2024-01-08,305,464.99,East
2,4436,2024-02-19,372,432.19,North
668,3915,2024-01-15,283,460.23,North
116,2813,2024-10-02,278,122.25,South
549,184,2024-02-01,160,391.83,South
575,995,2024-09-22,150,261.18,West
774,948,2024-10-06,182,429.27,East
140,4080,2024-11-18,454,171.29,South
469,1784,2024-04-11,336,126.2,East
81,1761,2024-04-16,101,200.66,South
420,4676,2024-06-22,403,419.28,South
329,1294,2024-05-20,270,452.67,South
547,2153,2024-12-02,379,252.82,South
250,2768,2024-12-12,304,421.84,West
410,1691,2024-02-21,14,356.68,South
535,3394,2024-02-04,112,379.23,East
614,2437,2024-01-28,146,89.82,East
326,1981,2024-10-11,199,300.77,North
854,3129,2024-01-04,439,355.12,West
138,1928,2024-03-10,307,208.23,East
616,3005,2024-08-19,265,186.65,West
687,1877,2024-09-14,153,314.32,North
475,3646,2024-06-01,40,387.53,East
776,53,2024-07-07,126,494.16,North
251,3967,2024-04-15,459,114.12,North
255,467,2024-10-20,493,474.4,South
314,4818,2024-07-26,466,351.53,West
740,506,2024-07-12,140,52.04,East
619,296,2024-08-16,441,466.3,East
325,1045,2024-06-04,299,113.47,South
455,4848,2024-08-10,174,200.14,East
305,2133,2024-08-23,403,47.77,North
842,3844,2024-11-05,3,65.96,South
31,3693,2024-09-19,277,337.63,North
123,4236,2024-10-03,303,38.61,North
840,4548,2024-05-18,213,317.45,West
126,2212,2024-10-26,304,256.98,East
214,3066,2024-09-21,373,66.08,East
802,101,2024-11-30,335,269.8,West
848,4349,2024-09-27,377,224.4,North
288,414,2024-04-30,314,162.11,West
894,2614,2024-04-20,322,211.06,South
428,1331,2024-11-21,373,86.66,West
758,929,2024-03-29,234,327.89,East
983,3883,2024-10-12,260,138.5,North
336,847,2024-11-29,408,117.34,East
219,2647,2024-08-14,164,172.59,North
449,1672,2024-07-01,119,289.21,South
355,1547,2024-11-07,424,260.04,West
334,3859,2024-02-16,437,9.05,South
377,2822,2024-04-07,362,203.35,East
920,4884,2024-03-17,24,19.43,East
325,2338,2024-08-04,411,174.24,North
82,3836,2024-09-20,38,477.02,North
798,3416,2024-11-18,129,198.74,North
654,377,2024-10-18,255,274.62,East
27,1418,2024-04-02,310,190.0,East
501,2777,2024-03-31,493,22.54,North
374,4309,2024-07-14,354,283.66,East
86,2932,2024-07-09,60,16.21,North
952,4780,2024-07-04,421,413.69,North
12,3671,2024-06-22,166,357.09,South
41,69,2024-04-04,318,411.15,West
419,2124,2024-09-17,488,384.43,East
349,3449,2024-10-12,250,69.41,West
826,92,2024-07-10,229,150.22,North
566,1856,2024-05-04,399,217.24,West
84,2336,2024-09-30,354,390.17,South
257,2131,2024-12-01,183,406.24,East
74,2864,2024-12-14,214,246.4,West
440,1500,2024-10-10,165,174.83,West
921,4477,2024-08-11,330,209.62,North
682,4545,2024-08-17,378,282.02,West
206,3925,2024-05-17,23,263.47,West
552,4703,2024-01-10,122,404.87,West
798,727,2024-01-02,364,394.47,South
793,2670,2024-12-10,8,154.75,North
105,4528,2024-02-26,457,123.56,South
120,919,2024-06-15,111,229.32,North
652,1807,2024-02-29,77,398.17,North
758,618,2024-09-24,178,94.93,East
476,852,2024-02-08,453,473.52,North
60,1179,2024-09-09,169,406.26,North
962,3910,2024-03-13,187,429.54,North
231,456,2024-06-21,486,286.38,East
366,4953,2024-05-25,484,192.24,East
485,798,2024-02-28,155,65.53,West
363,4215,2024-03-07,291,134.07,East
647,2317,2024-03-23,219,211.39,West
268,2383,2024-01-17,91,491.05,North
423,2000,2024-07-07,258,220.19,East
844,4381,2024-03-22,171,491.59,North
197,2626,2024-01-12,477,182.61,South
524,4792,2024-04-27,153,204.25,North
698,104,2024-03-13,56,133.41,West
489,893,2024-11-30,204,420.07,West
171,4216,2024-09-26,303,217.31,West
137,3455,2024-08-16,492,114.24,East
880,2679,2024-02-15,421,131.58,South
446,1383,2024-06-07,433,113.15,South
331,1900,2024-04-14,84,181.96,South
774,4082,2024-08-15,120,180.81,South
206,4914,2024-04-21,33,290.54,South
448,3049,2024-12-24,193,356.43,North
145,1538,2024-03-20,159,181.02,North
439,3996,2024-09-20,80,60.98,West
297,1480,2024-04-29,60,271.98,East
339,3333,2024-06-10,65,348.3,West
7,4117,2024-02-02,487,219.0,West
192,4877,2024-05-05,277,392.32,South
341,3043,2024-08-01,401,279.98,North
285,963,2024-07-15,107,395.53,North
390,3423,2024-09-07,364,77.58,South
538,4252,2024-01-22,35,324.81,East
290,3344,2024-05-07,326,32.29,East
13,867,2024-01-02,77,447.9,North
193,4452,2024-12-27,205,57.89,East
140,1172,2024-02-13,223,78.69,North
660,4283,2024-04-11,496,98.46,North
584,3717,2024-08-11,103,480.3,South
986,495,2024-06-16,191,169.03,East
32,84,2024-06-28,112,355.6,South
687,1507,2024-03-09,428,268.23,East
59,4294,2024-12-05,17,352.99,West
390,2720,2024-10-02,17,404.9,West
826,3278,2024-03-20,168,404.11,North
762,1696,2024-02-03,395,466.8,South
598,3360,2024-04-02,458,283.5,East
378,4936,2024-05-21,37,163.4,West
411,3821,2024-01-01,219,410.35,East
353,239,2024-05-10,55,302.71,North
942,1676,2024-04-24,215,363.02,North
456,1758,2024-05-08,108,334.36,North
88,1599,2024-04-30,164,19.72,East
781,651,2024-10-24,238,125.84,East
288,112,2024-01-03,195,344.34,East
375,597,2024-07-05,399,219.93,East
552,4844,2024-08-02,248,144.8,East
913,1392,2024-06-14,434,459.29,West
232,4687,2024-11-14,367,42.05,West
943,3134,2024-06-20,239,72.93,South
656,3192,2024-04-13,446,11.72,East
569,2728,2024-07-17,228,85.8,West
486,3932,2024-05-07,429,351.68,West
777,716,2024-07-09,429,168.58,West
11,4444,2024-09-11,287,69.01,West
771,2083,2024-09-13,222,219.95,West
483,2811,2024-03-14,430,403.29,South
78,3615,2024-05-16,378,180.6,North
908,1915,2024-12-21,28,167.38,South
688,4261,2024-08-27,47,103.35,North
541,1709,2024-10-27,14,344.62,East
236,3652,2024-03-25,461,454.05,North
953,4081,2024-08-23,124,151.33,West
944,4321,2024-01-11,454,373.59,North
930,2328,2024-02-26,129,252.98,West
976,2657,2024-06-19,279,246.75,North
930,4747,2024-03-08,298,65.64,East
869,3897,2024-07-20,297,275.84,South
881,2335,2024-07-25,94,443.24,East
835,2195,2024-01-27,309,54.33,South
855,936,2024-05-14,201,47.64,South
688,2131,2024-08-20,226,265.05,South
865,3362,2024-01-19,423,487.29,North
159,493,2024-03-11,115,147.02,West
367,2339,2024-11-07,64,212.94,North
89,2307,2024-10-31,39,77.8,West
455,3600,2024-11-09,97,131.57,North
412,2796,2024-04-16,30,102.45,South
220,333,2024-03-12,171,378.09,North
744,1820,2024-10-15,266,120.06,East
992,32,2024-11-05,32,297.25,North
692,3007,2024-08-10,463,450.56,East
376,3150,2024-01-31,430,492.78,North
577,299,2024-10-20,156,402.71,South
34,3,2024-12-28,63,188.55,West
718,396,2024-08-02,0,135.86,West
457,587,2024-07-27,83,333.02,East
53,2214,2024-03-03,280,412.7,South
239,3088,2024-02-03,229,483.81,East
324,2015,2024-08-11,405,252.76,East
637,4386,2024-09-21,490,157.89,West
474,2627,2024-03-21,38,350.01,North
136,3197,2024-01-06,12,279.36,West
499,4837,2024-10-13,145,239.14,East
412,3968,2024-12-26,244,377.1,East
180,69,2024-07-27,207,292.4,West
382,4892,2024-06-06,80,310.38,East
