transaction_id,customer_id,amount,transaction_type,timestamp
73,1,9083.25,Transfer,2023-09-25 01:35:38
74,1,8079.99,Transfer,2023-09-13 14:32:20
75,1,274.5,Debit,2023-05-25 18:36:29
76,1,4607.85,Credit,2023-06-03 20:53:26
77,1,2483.35,Debit,2023-03-23 06:04:38
78,1,2923.45,Debit,2023-06-03 12:57:52
79,1,2124.49,Debit,2023-11-21 17:28:25
80,1,1277.09,Withdrawal,2023-07-14 06:38:48
81,1,126.84,Debit,2023-01-27 20:52:37
82,1,3329.92,Transfer,2023-11-05 06:03:13
83,1,3912.11,Credit,2023-12-15 08:10:18
84,1,8824.23,Withdrawal,2023-10-30 17:54:11
85,1,5210.6,Withdrawal,2023-12-09 06:20:04
86,1,7957.9,Withdrawal,2023-08-28 20:58:04
87,1,4077.81,Credit,2023-05-27 15:34:27
88,1,3053.08,Debit,2023-10-24 00:53:41
89,1,3992.66,Withdrawal,2023-02-23 19:39:09
90,1,7814.6,Transfer,2023-02-21 15:16:38
91,1,9318.61,Transfer,2023-05-11 18:38:24
92,1,9745.23,Credit,2023-02-28 21:36:21
93,1,4539.01,Credit,2023-12-29 10:16:03
94,1,2697.46,Transfer,2023-04-06 14:57:06
95,1,2976.25,Credit,2023-08-24 12:35:38
96,1,8208.19,Withdrawal,2023-03-11 01:25:48
97,1,8814.41,Credit,2023-10-25 08:06:50
98,1,1670.98,Debit,2023-12-02 11:29:04
99,1,9308.81,Debit,2023-12-25 04:42:37
100,1,6976.14,Credit,2023-08-11 15:41:30
101,1,520.87,Debit,2023-08-24 06:36:14
102,1,9747.8,Credit,2023-08-24 11:43:39
103,1,1034.1,Withdrawal,2023-12-30 00:01:57
104,1,1498.65,Withdrawal,2023-06-27 04:29:54
105,1,135.93,Debit,2023-01-20 23:23:28
106,1,5833.38,Debit,2023-04-15 19:44:54
107,1,7041.18,Credit,2023-11-16 04:38:55
108,1,72.17,Credit,2023-12-31 05:04:00
109,1,6823.53,Debit,2023-07-20 04:23:28
110,1,7690.92,Debit,2023-03-14 05:53:58
111,1,5742.91,Credit,2023-09-28 18:05:57
112,1,7189.35,Credit,2023-03-09 17:47:50
113,1,7562.14,Credit,2023-06-17 16:49:01
114,1,135.74,Credit,2023-08-16 03:18:08
115,1,3170.09,Debit,2023-08-30 03:17:52
116,1,9642.21,Credit,2023-04-04 00:39:40
117,1,8701.63,Withdrawal,2023-02-01 17:47:07
118,1,6945.76,Credit,2023-11-22 03:03:02
119,1,7765.76,Transfer,2023-10-31 03:31:13
120,1,1595.95,Credit,2023-12-18 22:39:01
121,1,73.81,Withdrawal,2023-01-12 20:22:26
122,1,2799.67,Debit,2023-09-16 17:52:47
123,1,5974.41,Withdrawal,2023-11-22 08:06:58
124,1,6700.7,Withdrawal,2023-09-18 12:37:20
125,1,8621.0,Credit,2023-08-04 23:14:00
126,1,4340.75,Withdrawal,2023-08-18 18:29:55
127,1,4953.55,Transfer,2023-03-20 11:40:11
128,1,548.1,Withdrawal,2023-09-08 06:49:43
129,1,2731.72,Debit,2023-09-04 20:30:07
130,1,3269.3,Credit,2023-01-12 00:03:55
131,1,8881.18,Transfer,2023-05-10 02:19:25
132,1,6363.5,Credit,2023-01-16 08:10:57
133,1,5122.6,Debit,2023-06-17 00:10:30
134,1,6130.4,Credit,2023-10-27 03:23:41
135,1,6400.51,Credit,2023-08-13 11:08:33
136,1,4901.52,Credit,2023-01-11 17:27:47
137,1,9474.1,Transfer,2023-12-12 10:56:54
138,1,8750.47,Transfer,2023-02-10 19:33:22
139,1,1423.15,Transfer,2023-02-25 18:57:20
140,1,7952.04,Withdrawal,2023-07-20 15:58:33
141,1,6838.6,Withdrawal,2023-08-12 12:00:31
142,1,8146.75,Debit,2023-10-30 08:59:50
143,1,899.51,Credit,2023-07-16 13:05:15
144,1,8214.09,Debit,2023-01-22 17:11:33
145,1,597.33,Withdrawal,2023-12-05 06:38:48
146,1,6837.31,Transfer,2023-03-06 03:48:00
147,1,4619.78,Withdrawal,2023-12-13 14:51:36
148,1,5753.31,Transfer,2023-03-19 07:00:53
149,1,4554.73,Credit,2023-07-22 09:58:37
150,1,9523.42,Transfer,2023-06-16 03:06:35
151,1,1723.95,Transfer,2023-12-31 06:17:03
152,1,3587.86,Debit,2023-12-12 20:52:47
153,1,3835.8,Debit,2023-03-06 11:14:57
154,1,4700.89,Credit,2023-05-27 04:38:46
155,1,318.06,Credit,2023-03-29 17:04:00
156,1,3442.9,Withdrawal,2023-12-01 09:53:50
157,1,1304.53,Debit,2023-07-17 02:03:57
158,1,8945.59,Withdrawal,2023-04-08 02:05:28
159,1,1241.48,Withdrawal,2023-09-21 19:39:36
160,1,1914.27,Transfer,2023-01-05 22:30:35
161,1,8016.66,Transfer,2023-01-06 22:10:53
162,1,2621.74,Debit,2023-01-02 17:14:07
163,1,4057.09,Debit,2023-11-10 09:51:42
164,1,2329.66,Debit,2023-12-26 13:57:12
165,1,9269.97,Transfer,2023-04-20 21:38:08
166,1,5281.4,Withdrawal,2023-02-20 01:15:10
167,1,4035.25,Withdrawal,2023-05-15 05:44:37
168,1,4656.07,Debit,2023-12-02 11:04:27
169,1,5511.67,Transfer,2023-05-10 09:10:19
170,1,8952.71,Credit,2023-08-10 05:17:37
171,1,994.22,Credit,2023-07-11 08:55:47
172,1,2174.38,Credit,2023-09-04 18:51:52
173,1,2878.08,Transfer,2023-09-11 23:04:49
174,1,779.82,Transfer,2023-04-03 15:39:16
175,1,2704.25,Debit,2023-02-23 09:17:10
176,1,824.5,Withdrawal,2023-09-04 07:40:58
177,1,1623.47,Debit,2023-07-10 22:56:05
178,1,1390.51,Transfer,2023-07-26 21:21:27
179,1,8333.51,Transfer,2023-04-06 10:23:29
180,1,5900.86,Debit,2023-08-17 21:17:45
181,1,4976.35,Withdrawal,2023-03-22 19:46:07
182,1,9223.14,Credit,2023-05-07 03:02:13
183,1,7393.35,Transfer,2023-05-21 23:46:17
184,1,5430.34,Withdrawal,2023-05-17 14:31:38
185,1,7792.19,Credit,2023-03-22 20:46:37
186,1,5018.27,Credit,2023-06-29 02:14:34
187,1,6252.26,Credit,2023-02-28 06:25:44
188,1,9381.18,Debit,2023-12-28 10:32:23
189,1,9387.17,Debit,2023-11-12 19:56:24
190,1,7174.36,Transfer,2023-01-03 15:04:10
191,1,5048.22,Debit,2023-08-24 12:25:01
192,1,9364.62,Credit,2023-06-17 23:31:39
193,1,7277.18,Withdrawal,2023-02-18 19:18:48
194,1,3064.24,Transfer,2023-07-12 10:35:52
195,1,115.68,Transfer,2023-01-17 22:42:03
196,1,6333.42,Credit,2023-05-03 17:09:11
197,1,8348.63,Withdrawal,2023-08-29 05:45:01
198,1,8952.89,Credit,2023-08-19 04:20:54
199,1,1209.0,Debit,2023-12-20 15:20:07
200,1,3690.35,Transfer,2023-11-14 06:56:35
201,1,2162.71,Credit,2023-03-07 23:16:17
202,1,6556.62,Credit,2023-06-09 08:00:42
203,1,5809.88,Debit,2023-11-27 08:18:27
204,1,8199.45,Credit,2023-07-19 21:29:13
205,1,2228.4,Withdrawal,2023-10-17 09:16:23
206,1,6491.78,Withdrawal,2023-05-24 14:11:05
207,1,5795.76,Credit,2023-07-03 01:52:21
208,1,9440.89,Debit,2023-10-22 05:16:08
209,1,805.52,Debit,2023-03-19 03:14:44
210,1,8454.63,Withdrawal,2023-12-09 02:01:36
211,1,5241.16,Credit,2023-06-20 01:57:23
212,1,6089.2,Debit,2023-12-01 05:04:10
213,1,6061.11,Transfer,2023-03-08 03:50:55
214,1,6043.44,Credit,2023-04-27 15:01:59
215,1,178.72,Transfer,2023-12-19 07:55:14
216,1,7323.99,Credit,2023-03-19 03:45:41
217,1,433.85,Withdrawal,2023-05-28 11:47:21
218,1,909.31,Credit,2023-05-05 05:00:42
219,1,9041.94,Transfer,2023-12-17 07:55:13
220,1,4989.21,Withdrawal,2023-06-25 22:17:19
221,1,5847.09,Debit,2023-05-05 00:44:49
222,1,6007.1,Credit,2023-11-28 08:40:06
223,1,5831.03,Transfer,2023-03-30 14:39:11
224,1,2032.65,Debit,2023-12-16 04:20:25
225,1,2338.5,Transfer,2023-11-04 07:44:30
226,1,7949.19,Withdrawal,2023-07-10 03:17:51
227,1,6553.02,Debit,2023-09-30 05:02:18
228,1,8285.0,Withdrawal,2023-01-11 22:14:22
229,1,8277.68,Debit,2023-06-07 23:47:40
230,1,7790.42,Transfer,2023-07-28 00:57:02
231,1,1665.0,Credit,2023-05-25 16:59:37
232,1,8451.58,Withdrawal,2023-05-18 12:56:47
233,1,7414.46,Debit,2023-09-03 20:49:08
234,1,1190.13,Debit,2023-08-24 16:02:28
235,1,8745.52,Debit,2023-12-24 16:48:18
236,1,3092.19,Withdrawal,2023-02-11 06:02:27
237,1,1842.03,Credit,2023-08-07 09:50:54
238,1,9628.04,Transfer,2023-11-23 05:55:55
239,1,143.53,Debit,2023-09-15 00:24:55
240,1,8785.67,Withdrawal,2023-05-11 06:17:09
241,1,4865.3,Transfer,2023-02-14 13:54:56
242,1,1283.24,Debit,2023-07-08 02:29:35
243,1,85.05,Credit,2023-10-27 04:04:36
244,1,9932.9,Credit,2023-07-09 17:25:18
245,1,4499.47,Debit,2023-10-11 19:10:15
246,1,320.43,Debit,2023-08-27 09:00:12
247,1,6841.39,Withdrawal,2023-06-15 22:41:38
248,1,2580.58,Debit,2023-01-22 06:08:48
249,1,3410.41,Debit,2023-01-14 15:03:09
250,1,2671.52,Withdrawal,2023-12-19 06:13:02
251,1,8838.21,Withdrawal,2023-12-01 13:12:16
252,1,3021.79,Withdrawal,2023-05-05 07:00:13
253,1,4465.31,Transfer,2024-01-01 05:27:06
254,1,7690.47,Debit,2023-07-31 00:19:19
255,1,3306.54,Debit,2023-05-29 17:14:53
256,1,8891.72,Transfer,2023-04-20 21:26:41
257,1,6418.65,Transfer,2023-11-21 13:22:04
258,1,4784.72,Debit,2023-02-15 16:00:29
259,1,5691.15,Credit,2023-07-29 06:21:07
260,1,3196.38,Credit,2023-09-20 02:05:17
261,1,7067.49,Transfer,2023-08-16 01:26:42
262,1,86.19,Credit,2023-12-14 22:29:23
263,1,1010.26,Credit,2023-05-08 10:46:50
264,1,7886.23,Withdrawal,2023-07-25 20:58:44
265,1,5765.32,Withdrawal,2023-09-26 22:51:54
266,1,5952.0,Transfer,2023-12-21 17:05:56
267,1,40.02,Credit,2023-04-22 03:40:44
268,1,8208.92,Withdrawal,2023-08-16 03:31:23
269,1,4008.98,Debit,2023-03-11 04:37:58
270,1,4980.83,Withdrawal,2023-10-18 16:39:48
271,1,8831.79,Credit,2023-07-11 07:21:08
272,1,520.05,Debit,2023-09-10 08:38:16
273,1,9586.85,Withdrawal,2023-12-25 12:41:35
274,1,7742.9,Transfer,2023-08-25 04:08:15
275,1,1173.73,Withdrawal,2023-08-06 21:30:37
276,1,1515.94,Transfer,2023-12-19 23:48:55
277,1,3050.13,Withdrawal,2023-10-07 05:49:38
278,1,7598.8,Debit,2023-06-18 07:39:34
279,1,3266.02,Withdrawal,2023-12-29 01:15:35
280,1,1904.16,Withdrawal,2023-05-14 19:02:32
281,1,7303.62,Credit,2023-09-12 13:24:45
282,1,7054.13,Debit,2023-05-11 19:20:40
283,1,9258.57,Debit,2023-08-24 22:02:58
284,1,1523.45,Withdrawal,2023-11-12 23:57:51
285,1,7556.41,Withdrawal,2023-06-30 22:07:46
286,1,3094.51,Withdrawal,2023-04-21 09:48:00
287,1,4297.53,Transfer,2023-07-14 03:03:39
288,1,9785.65,Credit,2023-03-31 14:12:03
289,1,1682.3,Debit,2023-10-06 14:48:44
290,1,2784.82,Transfer,2023-02-15 21:55:57
291,1,5851.62,Debit,2023-01-07 06:01:09
292,1,715.87,Withdrawal,2023-03-05 20:15:53
293,1,4544.72,Withdrawal,2023-07-07 20:54:16
294,1,4411.28,Debit,2023-10-21 22:47:11
295,1,1754.42,Transfer,2023-07-21 07:07:09
296,1,9264.55,Withdrawal,2023-03-09 07:08:37
297,1,6469.26,Debit,2023-12-12 05:26:38
298,1,4773.65,Credit,2023-11-26 15:55:57
299,1,8727.73,Transfer,2023-01-13 22:36:44
300,1,6242.52,Credit,2023-05-11 10:08:52
301,1,2009.98,Debit,2023-07-23 08:37:55
302,1,9769.17,Withdrawal,2023-11-27 01:45:12
303,1,7143.59,Debit,2023-09-19 17:40:00
304,1,1564.43,Withdrawal,2023-10-05 13:15:44
305,1,3386.49,Transfer,2023-04-13 23:45:23
306,1,9227.07,Credit,2023-12-21 14:50:47
307,1,4859.54,Credit,2023-01-06 12:39:36
308,1,4117.53,Withdrawal,2023-01-30 00:34:26
309,1,2005.22,Credit,2023-11-03 18:33:21
310,1,3440.73,Withdrawal,2023-09-08 00:15:00
311,1,1441.34,Withdrawal,2023-09-22 21:59:20
312,1,9554.95,Credit,2023-09-10 08:51:11
313,1,5413.47,Transfer,2023-03-04 06:00:58
314,1,7379.35,Debit,2023-09-14 03:27:08
315,1,8293.01,Credit,2023-03-06 22:04:04
316,1,1508.97,Credit,2023-04-21 03:41:58
317,1,6797.58,Withdrawal,2023-06-27 09:24:06
318,1,7014.0,Transfer,2023-10-04 17:44:15
319,1,1552.19,Withdrawal,2023-12-01 06:50:16
320,1,9340.65,Debit,2023-05-19 02:26:18
321,1,5831.87,Debit,2023-04-20 00:02:25
322,1,1219.03,Transfer,2023-01-05 20:18:31
323,1,975.44,Transfer,2023-03-14 00:41:52
324,1,8414.68,Transfer,2023-05-01 05:25:20
325,1,7427.89,Transfer,2023-01-19 00:10:57
326,1,1268.88,Debit,2023-11-10 14:28:28
327,1,8195.48,Transfer,2023-06-14 21:08:29
328,1,2778.69,Credit,2023-10-17 13:04:26
329,1,5443.45,Transfer,2023-06-21 07:30:15
330,1,3601.59,Withdrawal,2023-11-08 10:32:16
331,1,4874.85,Debit,2023-01-12 03:11:47
332,1,4865.09,Transfer,2023-11-27 12:23:28
333,1,6005.5,Withdrawal,2023-11-23 01:18:14
334,1,1250.2,Transfer,2023-12-23 20:44:29
335,1,669.59,Credit,2023-03-16 19:27:37
336,1,8415.84,Debit,2023-11-06 21:34:47
337,1,681.36,Debit,2023-04-15 09:47:03
338,1,2726.67,Withdrawal,2023-04-23 04:59:25
339,1,4794.52,Debit,2023-09-26 21:27:42
340,1,3791.45,Debit,2023-07-01 16:58:39
341,1,7093.88,Transfer,2023-10-20 14:27:13
342,1,844.89,Credit,2023-03-25 11:04:26
343,1,3779.78,Debit,2023-11-27 06:42:29
344,1,2626.41,Debit,2023-03-11 23:30:18
345,1,9945.53,Debit,2023-04-04 15:10:52
346,1,3077.09,Credit,2023-11-24 22:11:23
347,1,6501.98,Debit,2023-09-04 01:40:48
348,1,5260.21,Debit,2023-03-01 17:55:43
349,1,8600.95,Withdrawal,2023-03-01 12:59:24
350,1,3005.96,Withdrawal,2023-09-25 05:18:29
351,1,8659.06,Transfer,2023-06-30 08:53:17
352,1,6760.96,Debit,2023-10-11 05:23:38
353,1,3415.54,Withdrawal,2023-09-14 00:53:10
354,1,9791.01,Transfer,2023-10-28 13:23:24
355,1,2480.1,Transfer,2023-04-12 09:08:44
356,1,6021.36,Debit,2023-02-06 15:45:29
357,1,7616.7,Credit,2023-03-04 02:28:38
358,1,5984.2,Transfer,2023-04-16 19:42:52
359,1,1318.28,Withdrawal,2023-11-01 18:07:13
360,1,3064.37,Transfer,2023-08-13 23:10:54
361,1,2901.18,Debit,2023-03-20 20:51:34
362,1,7098.75,Credit,2023-10-03 19:01:00
363,1,4677.26,Withdrawal,2023-01-30 09:38:13
364,1,1255.68,Credit,2023-04-16 05:29:38
365,1,6312.85,Debit,2023-04-01 20:58:27
366,1,7173.28,Debit,2023-05-09 11:47:12
367,1,2285.4,Withdrawal,2023-12-06 10:42:43
368,1,5907.93,Transfer,2023-07-10 09:09:05
369,1,7429.26,Transfer,2023-01-26 20:14:00
370,1,6545.62,Transfer,2023-07-02 17:31:27
371,1,6762.63,Transfer,2023-06-19 20:38:09
372,1,4740.18,Debit,2023-02-14 22:24:30
373,1,6843.74,Credit,2023-01-27 10:37:59
374,1,2840.17,Transfer,2023-01-01 13:12:28
375,1,1802.95,Debit,2023-11-07 16:49:08
376,1,9810.25,Withdrawal,2023-06-15 21:27:04
377,1,8454.86,Withdrawal,2023-05-11 10:03:54
378,1,6780.08,Transfer,2023-10-08 18:37:44
379,1,4596.62,Withdrawal,2023-11-04 22:02:40
380,1,2944.69,Debit,2023-09-18 23:13:33
381,1,6412.18,Debit,2023-08-05 16:29:43
382,1,1600.9,Credit,2023-10-05 21:42:07
383,1,5179.88,Credit,2023-03-08 08:03:25
384,1,6502.52,Credit,2023-10-28 01:51:01
385,1,1348.07,Debit,2023-09-17 11:15:40
386,1,4645.61,Transfer,2023-02-20 23:03:17
387,1,7583.17,Credit,2023-08-14 15:17:28
388,1,5920.27,Withdrawal,2023-09-21 07:28:03
389,1,5149.66,Debit,2023-02-15 09:08:32
390,1,9502.59,Debit,2023-01-30 11:05:29
391,1,5747.67,Withdrawal,2023-01-09 13:30:38
392,1,9882.85,Credit,2023-07-10 01:59:42
393,1,7551.89,Transfer,2023-07-12 22:36:33
394,1,7782.07,Withdrawal,2023-08-10 02:22:16
395,1,2942.12,Transfer,2023-07-17 15:40:31
396,1,5059.88,Transfer,2023-12-31 08:23:44
397,1,9528.05,Debit,2023-08-15 15:59:47
398,1,1986.29,Transfer,2023-10-03 18:13:43
399,1,9801.01,Transfer,2023-06-09 18:24:53
400,1,9469.12,Withdrawal,2023-01-29 02:49:46
401,1,8316.79,Debit,2023-01-24 16:55:01
402,1,6085.65,Transfer,2023-06-04 02:13:52
403,1,5102.33,Credit,2023-08-01 04:17:15
404,1,7089.27,Credit,2023-03-12 23:28:16
405,1,6027.28,Debit,2023-09-14 22:19:10
406,1,6170.48,Credit,2023-03-01 23:48:39
407,1,7993.88,Credit,2023-01-15 10:21:20
408,1,8080.26,Credit,2023-12-16 19:52:01
409,1,7002.7,Debit,2023-02-27 04:22:15
410,1,3862.94,Transfer,2023-10-10 22:42:39
411,1,2566.09,Withdrawal,2023-03-20 09:11:17
412,1,7832.51,Withdrawal,2023-06-25 00:23:04
413,1,139.5,Debit,2023-06-03 18:40:58
414,1,4856.42,Debit,2023-07-15 19:36:26
415,1,1023.22,Transfer,2023-05-09 08:45:00
416,1,9400.96,Withdrawal,2023-04-17 13:27:18
417,1,2276.85,Debit,2023-07-20 15:15:12
418,1,7817.1,Credit,2024-01-01 20:33:58
419,1,4246.11,Withdrawal,2023-03-02 19:53:04
420,1,8879.11,Transfer,2023-01-15 04:29:31
421,1,5047.23,Debit,2023-07-14 07:00:09
422,1,3382.99,Transfer,2023-05-09 03:42:03
423,1,7919.55,Credit,2023-06-24 00:59:23
424,1,2558.91,Credit,2023-05-10 12:47:38
425,1,8459.91,Withdrawal,2023-09-16 10:43:26
426,1,8788.49,Debit,2023-10-23 20:13:22
427,1,5875.01,Credit,2023-01-10 10:59:40
428,1,8456.64,Credit,2023-06-16 01:00:19
429,1,6021.18,Transfer,2023-12-06 07:24:16
430,1,2479.3,Debit,2023-06-29 00:03:21
431,1,6658.27,Withdrawal,2023-02-09 08:08:58
432,1,9465.79,Withdrawal,2023-10-16 08:37:09
433,1,1453.31,Credit,2023-09-13 21:54:42
434,1,8201.43,Credit,2023-11-12 18:07:12
435,1,6296.97,Withdrawal,2023-01-09 11:13:27
436,1,352.53,Withdrawal,2023-11-11 03:46:32
437,1,9984.3,Credit,2023-11-13 20:38:52
438,1,1213.63,Transfer,2023-08-31 15:23:06
439,1,3781.75,Debit,2023-11-10 21:28:07
440,1,7169.02,Debit,2023-03-26 15:52:28
441,1,4935.04,Credit,2023-04-23 01:32:10
442,1,9387.31,Debit,2023-02-21 20:49:26
443,1,7040.55,Withdrawal,2023-01-06 10:28:54
444,1,1875.73,Withdrawal,2023-10-06 14:57:44
445,1,9379.88,Debit,2023-01-14 00:38:02
446,1,9128.44,Withdrawal,2023-09-25 21:55:24
447,1,1398.79,Debit,2023-07-10 12:55:31
448,1,8344.34,Credit,2023-03-15 17:00:41
449,1,9599.89,Debit,2023-07-01 14:58:04
450,1,3905.3,Transfer,2023-05-12 11:32:03
451,1,4353.5,Debit,2023-06-19 16:54:41
452,1,4604.6,Withdrawal,2023-01-19 16:53:44
453,1,7972.64,Transfer,2023-11-27 19:50:02
454,1,1350.29,Withdrawal,2023-07-21 22:17:17
455,1,1685.15,Withdrawal,2023-09-11 18:32:06
456,1,2104.54,Transfer,2023-07-02 02:43:20
457,1,2757.99,Debit,2023-08-14 04:30:23
458,1,2487.85,Debit,2023-09-05 18:40:47
459,1,6407.5,Withdrawal,2023-04-13 00:02:47
460,1,7633.85,Withdrawal,2023-09-02 08:58:44
461,1,8388.28,Debit,2023-07-29 17:37:15
462,1,4565.81,Credit,2023-05-11 22:20:08
463,1,518.56,Withdrawal,2023-07-05 07:39:26
464,1,9185.36,Transfer,2023-10-14 10:30:36
465,1,1462.66,Credit,2023-12-29 02:09:08
466,1,3277.09,Withdrawal,2023-02-18 21:18:04
467,1,6208.79,Withdrawal,2023-09-06 05:51:09
468,1,5964.24,Transfer,2023-10-14 15:51:43
469,1,8630.99,Debit,2023-01-10 13:50:48
470,1,1423.62,Transfer,2023-11-25 17:04:22
471,1,1583.91,Debit,2023-08-26 06:25:47
472,1,1234.16,Debit,2023-10-23 08:06:36
473,1,7895.8,Credit,2023-01-02 06:31:20
474,1,6532.18,Withdrawal,2024-01-01 16:28:15
475,1,7189.76,Transfer,2023-12-30 20:38:21
476,1,8133.95,Transfer,2023-10-19 03:01:33
477,1,5360.6,Debit,2023-05-13 14:17:41
478,1,3449.09,Withdrawal,2023-03-22 23:49:20
479,1,5642.52,Withdrawal,2023-08-26 10:48:59
480,1,8758.07,Withdrawal,2023-10-04 13:11:42
481,1,3086.98,Credit,2023-01-04 08:38:04
482,1,2674.11,Transfer,2023-04-04 15:30:18
483,1,7420.72,Transfer,2023-11-05 04:12:43
484,1,5373.51,Transfer,2023-10-30 16:41:03
485,1,3892.73,Transfer,2023-10-25 23:01:39
486,1,789.95,Withdrawal,2023-12-13 01:05:58
487,1,6358.94,Transfer,2023-04-05 02:43:04
488,1,4710.27,Transfer,2023-12-01 09:26:23
489,1,9117.28,Transfer,2023-12-10 08:07:04
490,1,9895.76,Withdrawal,2023-09-30 16:35:39
491,1,7576.18,Withdrawal,2023-03-27 16:08:34
492,1,557.68,Debit,2023-10-01 02:27:52
493,1,1233.29,Debit,2023-09-26 07:26:33
494,1,5342.92,Withdrawal,2023-01-02 17:46:05
495,1,4146.48,Withdrawal,2023-06-25 09:43:06
496,1,7187.24,Withdrawal,2023-03-06 18:05:30
497,1,8926.79,Transfer,2023-05-26 08:59:45
498,1,4727.8,Withdrawal,2023-02-03 12:08:26
499,1,8612.48,Withdrawal,2023-07-09 01:35:03
500,1,9174.36,Withdrawal,2023-10-26 23:44:32
501,1,3429.13,Withdrawal,2023-12-02 16:58:21
502,1,564.9,Transfer,2023-09-20 07:43:41
503,1,5642.82,Credit,2023-12-05 06:39:12
504,1,1388.97,Transfer,2023-04-13 23:26:51
505,1,5183.2,Transfer,2023-06-15 18:57:08
506,1,6206.94,Withdrawal,2023-08-26 07:13:13
507,1,1182.12,Credit,2024-01-01 22:16:38
508,1,872.49,Transfer,2023-03-06 14:25:36
509,1,3554.22,Debit,2023-08-27 19:54:49
510,1,726.82,Withdrawal,2023-04-14 20:53:41
511,1,503.84,Credit,2023-01-30 02:55:20
512,1,1086.49,Transfer,2023-06-02 11:00:34
513,1,5134.5,Withdrawal,2023-09-05 02:41:47
514,1,2120.44,Debit,2023-12-05 23:46:00
515,1,7119.36,Transfer,2023-12-04 15:06:29
516,1,8292.44,Debit,2023-12-15 07:39:24
517,1,1786.7,Debit,2023-03-14 11:08:40
